,Comment,P_nodes,P_losses,P_losses_percent,s_NR,i_NR,v_NR
60,,"[[40.743+2.7803176j ]
 [53.808+2.20291919j]
 [12.804+0.66940352j]
 [31.248+0.14205205j]
 [40.118+2.27260448j]
 [15.567+1.34977201j]
 [12.419+0.86157964j]]",(0.00101674023601106+0.003259788070343106j),(0.0004918750869641861+0.03171417011132104j),"[[-1.03353500e-04-5.13837551e-06j]
 [ 2.03716394e-05+1.39034558e-06j]
 [ 2.69041580e-05+1.10167136e-06j]
 [ 6.40201347e-06+3.34719806e-07j]
 [ 1.56240394e-05+7.10788308e-08j]
 [ 2.00591449e-05+1.13649638e-06j]
 [ 7.78350677e-06+6.74895071e-07j]
 [ 6.20950638e-06+4.30798373e-07j]]","[[-1.033535e-04+5.13837551e-06j]
 [ 2.037150e-05-1.39015880e-06j]
 [ 2.690400e-05-1.10145959e-06j]
 [ 6.402000e-06-3.34701761e-07j]
 [ 1.562400e-05-7.10260255e-08j]
 [ 2.005900e-05-1.13630224e-06j]
 [ 7.783500e-06-6.74886005e-07j]
 [ 6.209500e-06-4.30789820e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000743+8.66144886e-06j]
 [1.00000619+7.61799339e-06j]
 [1.00000224+2.70142908e-06j]
 [1.00000254+3.36821659e-06j]
 [1.00000775+9.23950893e-06j]
 [1.00000096+1.08121549e-06j]
 [1.00000112+1.29983661e-06j]]"
61,,"[[22.485+0.65289805j]
 [30.006+2.0016528j ]
 [19.496+0.75824446j]
 [24.828+1.60075505j]
 [40.71 +1.57750779j]
 [14.245+1.13543467j]
 [ 9.287+0.25755181j]]",(0.000611818811492526+0.002717240795173659j),(0.0003798771934734449+0.034033386890375016j),"[[-8.05285000e-05-3.99107357e-06j]
 [ 1.12425423e-05+3.26505693e-07j]
 [ 1.50030493e-05+1.00089244e-06j]
 [ 9.74803119e-06+3.79164015e-07j]
 [ 1.24140250e-05+8.00410999e-07j]
 [ 2.03551489e-05+7.88953463e-07j]
 [ 7.12250566e-06+5.67724917e-07j]
 [ 4.64350356e-06+1.28780668e-07j]]","[[-8.05285e-05+3.99107357e-06j]
 [ 1.12425e-05-3.26449022e-07j]
 [ 1.50030e-05-1.00082640e-06j]
 [ 9.74800e-06-3.79122228e-07j]
 [ 1.24140e-05-8.00377525e-07j]
 [ 2.03550e-05-7.88753894e-07j]
 [ 7.12250e-06-5.67717335e-07j]
 [ 4.64350e-06-1.28775905e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000391+4.92739679e-06j]
 [1.00000356+4.16390180e-06j]
 [1.00000336+4.15609185e-06j]
 [1.00000218+2.55610524e-06j]
 [1.00000769+9.50662221e-06j]
 [1.00000087+9.94922581e-07j]
 [1.00000079+1.00388853e-06j]]"
62,,"[[26.034+2.26724832j]
 [18.01 +0.42032152j]
 [ 5.669+0.40786886j]
 [15.518+1.37224623j]
 [27.304+0.95890133j]
 [16.183+0.21959759j]
 [ 7.372+0.52847067j]]",(0.00032740009079645915+0.0023361571826947536j),(0.00028202264690882863+0.037834621814566524j),"[[-5.80450000e-05-3.08637852e-06j]
 [ 1.30170571e-05+1.13370064e-06j]
 [ 9.00501769e-06+2.10184457e-07j]
 [ 2.83450265e-06+2.03937975e-07j]
 [ 7.75900979e-06+6.86136237e-07j]
 [ 1.36520670e-05+4.79540415e-07j]
 [ 8.09150726e-06+1.09808519e-07j]
 [ 3.68600225e-06+2.64238351e-07j]]","[[-5.8045e-05+3.08637852e-06j]
 [ 1.3017e-05-1.13362416e-06j]
 [ 9.0050e-06-2.10160759e-07j]
 [ 2.8345e-06-2.03934429e-07j]
 [ 7.7590e-06-6.86123112e-07j]
 [ 1.3652e-05-4.79450666e-07j]
 [ 8.0915e-06-1.09798793e-07j]
 [ 3.6860e-06-2.64235336e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000486+5.45247631e-06j]
 [1.00000202+2.58436966e-06j]
 [1.00000102+1.17780326e-06j]
 [1.0000014 +1.56761507e-06j]
 [1.00000513+6.39384052e-06j]
 [1.00000091+1.18959749e-06j]
 [1.00000067+7.70194070e-07j]]"
63,,"[[16.091+1.33665843j]
 [ 6.42 +0.48305351j]
 [ 1.931+0.19190508j]
 [ 4.173+0.17545558j]
 [ 9.48 +0.65185367j]
 [20.279+1.75723898j]
 [ 4.848+0.38109486j]]",(9.124010843208907e-05+0.002019726864183724j),(0.0001443170232388869+0.04057909019497132j),"[[-3.16110000e-05-2.48768131e-06j]
 [ 8.04552179e-06+6.68358414e-07j]
 [ 3.21000226e-06+2.41529779e-07j]
 [ 9.65500308e-07+9.59529513e-08j]
 [ 2.08650070e-06+8.77287321e-08j]
 [ 4.74000810e-06+3.25937690e-07j]
 [ 1.01395115e-05+8.78634873e-07j]
 [ 2.42400097e-06+1.90548737e-07j]]","[[-3.16110e-05+2.48768131e-06j]
 [ 8.04550e-06-6.68329215e-07j]
 [ 3.21000e-06-2.41526752e-07j]
 [ 9.65500e-07-9.59525379e-08j]
 [ 2.08650e-06-8.77277887e-08j]
 [ 4.74000e-06-3.25926833e-07j]
 [ 1.01395e-05-8.78619489e-07j]
 [ 2.42400e-06-1.90547432e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000299+3.38086386e-06j]
 [1.00000077+8.84936257e-07j]
 [1.00000036+3.92517297e-07j]
 [1.00000036+4.37187190e-07j]
 [1.00000186+2.16272408e-06j]
 [1.00000125+1.40854703e-06j]
 [1.00000044+5.03737676e-07j]]"
64,,"[[ 5.837+0.02477938j]
 [10.316+0.44254761j]
 [ 0.476+0.03672907j]
 [21.15 +1.17293643j]
 [ 3.105+0.22423051j]
 [ 6.406+0.00810521j]
 [12.656+0.35735484j]]",(7.079094343964698e-05+0.0019923230129439418j),(0.00011809118780176657+0.08789596842392665j),"[[-2.99730000e-05-1.13239279e-06j]
 [ 2.91850285e-06+1.23935063e-08j]
 [ 5.15800581e-06+2.21281591e-07j]
 [ 2.38000019e-07+1.83645594e-08j]
 [ 1.05750181e-05+5.86492478e-07j]
 [ 1.55250087e-06+1.12116419e-07j]
 [ 3.20300114e-06+4.05412710e-09j]
 [ 6.32800660e-06+1.78686267e-07j]]","[[-2.9973e-05+1.13239279e-06j]
 [ 2.9185e-06-1.23896904e-08j]
 [ 5.1580e-06-2.21273806e-07j]
 [ 2.3800e-07-1.83645343e-08j]
 [ 1.0575e-05-5.86468213e-07j]
 [ 1.5525e-06-1.12115254e-07j]
 [ 3.2030e-06-4.05260335e-09j]
 [ 6.3280e-06-1.78677420e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000098+1.30333101e-06j]
 [1.00000119+1.45832044e-06j]
 [1.00000009+9.85005518e-08j]
 [1.00000183+2.19284005e-06j]
 [1.00000061+7.06444401e-07j]
 [1.00000036+4.75275994e-07j]
 [1.00000108+1.36753441e-06j]]"
65,,"[[ 6.562+0.14404807j]
 [20.562+1.60238971j]
 [ 0.   +0.j        ]
 [21.15 +1.29405469j]
 [ 1.99 +0.08156203j]
 [13.422+0.86552838j]
 [ 6.9  +0.66771889j]]",(0.00010450482229629188+0.002037492445381872j),(0.00014805318660398925+0.0437671400722278j),"[[-3.52930000e-05-2.32670215e-06j]
 [ 3.28100360e-06+7.20288610e-08j]
 [ 1.02810232e-05+8.01225913e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+6.47051627e-07j]
 [ 9.95000356e-07+4.07814895e-08j]
 [ 6.71100501e-06+4.32770906e-07j]
 [ 3.45000198e-06+3.33862098e-07j]]","[[-3.5293e-05+2.32670215e-06j]
 [ 3.2810e-06-7.20240361e-08j]
 [ 1.0281e-05-8.01194853e-07j]
 [ 0.0000e+00+0.00000000e+00j]
 [ 1.0575e-05-6.47027346e-07j]
 [ 9.9500e-07-4.07810126e-08j]
 [ 6.7110e-06-4.32764189e-07j]
 [ 3.4500e-06-3.33859445e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000113+1.44578874e-06j]
 [1.00000248+2.82822357e-06j]
 [1.        +1.36701502e-11j]
 [1.00000185+2.18306329e-06j]
 [1.00000038+4.63920309e-07j]
 [1.00000081+9.48765361e-07j]
 [1.00000064+7.06623836e-07j]]"
66,,"[[ 2.463+0.22058244j]
 [20.427+1.07944259j]
 [ 0.103+0.00610243j]
 [21.15 +0.44834562j]
 [ 0.352+0.00337607j]
 [ 6.336+0.62723852j]
 [21.32 +0.79769696j]]",(0.00012251861578249645+0.0020616365450027985j),(0.000169808617735716+0.06477461669597424j),"[[-3.60755000e-05-1.59044358e-06j]
 [ 1.23150051e-06+1.10291904e-07j]
 [ 1.02135228e-05+5.39751847e-07j]
 [ 5.15000009e-08+3.05121645e-09j]
 [ 1.05750181e-05+2.24197013e-07j]
 [ 1.76000011e-07+1.68805150e-09j]
 [ 3.16800112e-06+3.13620767e-07j]
 [ 1.06600187e-05+3.98873599e-07j]]","[[-3.60755e-05+1.59044358e-06j]
 [ 1.23150e-06-1.10291219e-07j]
 [ 1.02135e-05-5.39721293e-07j]
 [ 5.15000e-08-3.05121528e-09j]
 [ 1.05750e-05-2.24172811e-07j]
 [ 1.76000e-07-1.68803660e-09j]
 [ 3.16800e-06-3.13619262e-07j]
 [ 1.06600e-05-3.98848478e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000046+5.14837867e-07j]
 [1.00000238+2.86550643e-06j]
 [1.00000002+2.16272630e-08j]
 [1.00000176+2.25132957e-06j]
 [1.00000006+8.40548976e-08j]
 [1.0000004 +4.35763550e-07j]
 [1.00000184+2.28758479e-06j]]"
67,,"[[ 6.915+0.57853531j]
 [ 8.207+0.76187882j]
 [ 2.971+0.26388858j]
 [13.242+0.37353909j]
 [ 1.627+0.02007302j]
 [ 8.587+0.19579403j]
 [22.73 +0.98389336j]]",(7.828335212423099e-05+0.002002361740529146j),(0.00012178682326145548+0.06301486490672116j),"[[-3.21395000e-05-1.58785237e-06j]
 [ 3.45750402e-06+2.89273047e-07j]
 [ 4.10350370e-06+3.80944369e-07j]
 [ 1.48550073e-06+1.31945265e-07j]
 [ 6.62100708e-06+1.86779035e-07j]
 [ 8.13500238e-07+1.00368286e-08j]
 [ 4.29350204e-06+9.78997563e-08j]
 [ 1.13650213e-05+4.91975250e-07j]]","[[-3.21395e-05+1.58785237e-06j]
 [ 3.45750e-06-2.89267654e-07j]
 [ 4.10350e-06-3.80939408e-07j]
 [ 1.48550e-06-1.31944289e-07j]
 [ 6.62100e-06-1.86769545e-07j]
 [ 8.13500e-07-1.00365103e-08j]
 [ 4.29350e-06-9.78970170e-08j]
 [ 1.13650e-05-4.91946683e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000129+1.45222353e-06j]
 [1.00000101+1.11551824e-06j]
 [1.00000054+6.09052975e-07j]
 [1.00000111+1.40206763e-06j]
 [1.0000003 +3.87663651e-07j]
 [1.00000049+6.26835451e-07j]
 [1.00000198+2.42788069e-06j]]"
68,,"[[ 0.472+0.00731051j]
 [12.709+0.37862391j]
 [ 2.066+0.0576883j ]
 [ 9.676+0.32918139j]
 [ 2.548+0.23059415j]
 [14.066+0.62883571j]
 [22.084+0.28943578j]]",(7.82674030190833e-05+0.002002340952574233j),(0.0001230213341806688+0.10419797432178247j),"[[-3.18105000e-05-9.59886141e-07j]
 [ 2.36000018e-07+3.65528039e-09j]
 [ 6.35450881e-06+1.89323758e-07j]
 [ 1.03300035e-06+2.88446198e-08j]
 [ 4.83800378e-06+1.64595763e-07j]
 [ 1.27400059e-06+1.15297860e-07j]
 [ 7.03300549e-06+3.14425218e-07j]
 [ 1.10420201e-05+1.44744812e-07j]]","[[-3.18105e-05+9.59886141e-07j]
 [ 2.36000e-07-3.65525543e-09j]
 [ 6.35450e-06-1.89311953e-07j]
 [ 1.03300e-06-2.88441508e-08j]
 [ 4.83800e-06-1.64590694e-07j]
 [ 1.27400e-06-1.15297073e-07j]
 [ 7.03300e-06-3.14417857e-07j]
 [ 1.10420e-05-1.44717891e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000008+1.04517256e-07j]
 [1.00000144+1.81475990e-06j]
 [1.00000035+4.44148686e-07j]
 [1.00000082+1.01996269e-06j]
 [1.00000051+5.71357800e-07j]
 [1.00000083+1.00970722e-06j]
 [1.00000185+2.41378497e-06j]]"
69,,"[[ 0.   +0.j        ]
 [ 2.964+0.18361395j]
 [ 0.115+0.00428106j]
 [ 0.   +0.j        ]
 [ 0.874+0.01597889j]
 [21.27 +1.22741012j]
 [12.59 +1.13445922j]]",(3.941880637370332e-05+0.0019502901236454484j),(0.0001042467045029575+0.07601267708593418j),"[[-1.89065000e-05-1.28192288e-06j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.48200048e-06+9.18076176e-08j]
 [ 5.75000012e-08+2.14052965e-09j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 4.37000068e-07+7.98953632e-09j]
 [ 1.06350126e-05+6.13721915e-07j]
 [ 6.29500658e-06+5.67238431e-07j]]","[[-1.89065000e-05+1.28192288e-06j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.48200000e-06-9.18069736e-08j]
 [ 5.75000001e-08-2.14052820e-09j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 4.37000000e-07-7.98944444e-09j]
 [ 1.06350000e-05-6.13705061e-07j]
 [ 6.29500000e-06-5.67229612e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.00000035+4.12861441e-07j]
 [1.00000002+2.45602918e-08j]
 [1.        +1.36701934e-11j]
 [1.00000016+2.07320883e-07j]
 [1.00000127+1.51150370e-06j]
 [1.00000116+1.29623170e-06j]]"
70,,"[[ 2.886+0.07036427j]
 [ 3.242+0.10382448j]
 [ 0.   +0.j        ]
 [ 0.548+0.00168969j]
 [ 3.676+0.30697695j]
 [10.256+0.38792486j]
 [14.091+1.04397736j]]",(2.7287038996348656e-05+0.0019340373089118401j),(7.863926625075264e-05+0.1010069007373038j),"[[-1.73495000e-05-9.56430066e-07j]
 [ 1.44300070e-06+3.51830691e-08j]
 [ 1.62100057e-06+5.19130060e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 2.74000012e-07+8.44862060e-10j]
 [ 1.83800122e-06+1.53490112e-07j]
 [ 5.12800292e-06+1.93966339e-07j]
 [ 7.04550822e-06+5.21999696e-07j]]","[[-1.73495e-05+9.56430066e-07j]
 [ 1.44300e-06-3.51821356e-08j]
 [ 1.62100e-06-5.19122377e-08j]
 [ 0.00000e+00+0.00000000e+00j]
 [ 2.74000e-07-8.44845816e-10j]
 [ 1.83800e-06-1.53488476e-07j]
 [ 5.12800e-06-1.93962428e-07j]
 [ 7.04550e-06-5.21988678e-07j]]","[[1.        +0.00000000e+00j]
 [1.0000005 +6.34700581e-07j]
 [1.00000037+4.62156963e-07j]
 [1.        +1.36701502e-11j]
 [1.00000004+5.91469541e-08j]
 [1.00000073+8.28904658e-07j]
 [1.0000006 +7.40127441e-07j]
 [1.00000128+1.46936480e-06j]]"
71,,"[[2.232+0.15679945j]
 [2.806+0.13120175j]
 [0.393+0.01359352j]
 [0.974+0.03608984j]
 [3.227+0.31472055j]
 [6.899+0.0588066j ]
 [7.593+0.72942674j]]",(1.1117617180644856e-05+0.0019123663683696668j),(4.608529754868536e-05+0.1327443656244603j),"[[-1.20620000e-05-7.19370488e-07j]
 [ 1.11600042e-06+7.84002879e-08j]
 [ 1.40300043e-06+6.56014505e-08j]
 [ 1.96500013e-07+6.79677502e-09j]
 [ 4.87000038e-07+1.80449693e-08j]
 [ 1.61350094e-06+1.57361541e-07j]
 [ 3.44950132e-06+2.94050651e-08j]
 [ 3.79650240e-06+3.64716582e-07j]]","[[-1.2062e-05+7.19370488e-07j]
 [ 1.1160e-06-7.83997272e-08j]
 [ 1.4030e-06-6.56008743e-08j]
 [ 1.9650e-07-6.79675805e-09j]
 [ 4.8700e-07-1.80449179e-08j]
 [ 1.6135e-06-1.57360277e-07j]
 [ 3.4495e-06-2.94032977e-08j]
 [ 3.7965e-06-3.64713371e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000041+4.73757916e-07j]
 [1.00000032+3.95499847e-07j]
 [1.00000007+8.40689237e-08j]
 [1.00000008+1.02444751e-07j]
 [1.00000065+7.19541671e-07j]
 [1.00000039+5.09076304e-07j]
 [1.00000071+7.78033164e-07j]]"
72,,"[[ 1.814+0.10471284j]
 [ 6.565+0.08345317j]
 [ 0.   +0.j        ]
 [ 3.735+0.18405592j]
 [ 3.346+0.28337346j]
 [10.391+0.8378697j ]
 [ 3.995+0.37990118j]]",(1.5750223152366516e-05+0.0019185789327542668j),(5.2771638250909725e-05+0.10241344459293421j),"[[-1.49230000e-05-9.35734402e-07j]
 [ 9.07000276e-07+5.23567905e-08j]
 [ 3.28250235e-06+4.17297330e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.86750056e-06+9.20287156e-08j]
 [ 1.67300101e-06+1.41688088e-07j]
 [ 5.19550301e-06+4.18938884e-07j]
 [ 1.99750066e-06+1.89951481e-07j]]","[[-1.4923e-05+9.35734402e-07j]
 [ 9.0700e-07-5.23564208e-08j]
 [ 3.2825e-06-4.17265854e-08j]
 [ 0.0000e+00+0.00000000e+00j]
 [ 1.8675e-06-9.20279593e-08j]
 [ 1.6730e-06-1.41686732e-07j]
 [ 5.1955e-06-4.18934849e-07j]
 [ 1.9975e-06-1.89950592e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000033+3.88835525e-07j]
 [1.00000073+9.49666053e-07j]
 [1.        +1.36701502e-11j]
 [1.00000032+3.89120485e-07j]
 [1.00000067+7.53784184e-07j]
 [1.00000064+7.25215292e-07j]
 [1.00000037+4.09682526e-07j]]"
73,,"[[0.   +0.j        ]
 [2.743+0.05002014j]
 [0.   +0.j        ]
 [0.584+0.03250573j]
 [1.683+0.02584794j]
 [5.429+0.22508118j]
 [2.84 +0.28198796j]]",(3.664313593887414e-06+0.0019023798953541338j),(2.759480076728228e-05+0.3091074335973101j),"[[-6.63950000e-06-3.06772737e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.37150041e-06+2.50106195e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 2.92000014e-07+1.62528845e-08j]
 [ 8.41500254e-07+1.29243083e-08j]
 [ 2.71450082e-06+1.12541686e-07j]
 [ 1.42000034e-06+1.40994429e-07j]]","[[-6.6395e-06+3.06772737e-07j]
 [ 0.0000e+00+0.00000000e+00j]
 [ 1.3715e-06-2.50100699e-08j]
 [ 0.0000e+00+0.00000000e+00j]
 [ 2.9200e-07-1.62528660e-08j]
 [ 8.4150e-07-1.29239677e-08j]
 [ 2.7145e-06-1.12540590e-07j]
 [ 1.4200e-06-1.40993979e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.00000031+3.95147687e-07j]
 [1.        +1.36701502e-11j]
 [1.00000005+6.05530882e-08j]
 [1.00000031+4.00093793e-07j]
 [1.00000032+3.90698214e-07j]
 [1.00000027+2.90260583e-07j]]"
74,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [1.215+0.00850909j]
 [0.   +0.j        ]
 [5.179+0.24742597j]]",(2.4761146981688853e-06+0.0019007933327068738j),(3.8725597406457385e-05+0.7426857928160456j),"[[-3.19700000e-06-1.27018795e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 6.07500133e-07+4.25472268e-09j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 2.58950111e-06+1.23714468e-07j]]","[[-3.19700000e-06+1.27018795e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 6.07500000e-07-4.25454516e-09j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 2.58950000e-06-1.23712985e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.        +1.36701934e-11j]
 [1.00000022+2.90663445e-07j]
 [1.        +1.36702190e-11j]
 [1.00000045+5.51284815e-07j]]"
75,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [2.807+0.13090592j]
 [1.092+0.04976006j]
 [0.   +0.j        ]
 [4.229+0.30106881j]]",(2.3299397469145333e-06+0.001900594335194905j),(2.8665597279952426e-05+0.3945312599409192j),"[[-4.06400000e-06-2.39918660e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.40350032e-06+6.54533852e-08j]
 [ 5.46000107e-07+2.48801762e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 2.11450074e-06+1.50535396e-07j]]","[[-4.06400000e-06+2.39918660e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.40350000e-06-6.54529582e-08j]
 [ 5.46000000e-07-2.48800325e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 2.11450000e-06-1.50534404e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000024+2.93041706e-07j]
 [1.00000021+2.53681539e-07j]
 [1.        +1.36702190e-11j]
 [1.00000038+4.42005460e-07j]]"
76,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [19.774+0.68869942j]
 [ 0.691+0.00158545j]
 [ 0.   +0.j        ]
 [ 2.766+0.14162008j]]",(3.231788144386627e-05+0.0019407733049466025j),(0.00013911532626174623+0.23329267687388225j),"[[-1.16155000e-05-4.15003735e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 9.88701580e-06+3.44370880e-07j]
 [ 3.45500043e-07+7.92780636e-10j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.38300032e-06+7.08104612e-08j]]","[[-1.16155000e-05+4.15003735e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 9.88700000e-06-3.44349709e-07j]
 [ 3.45500000e-07-7.92723220e-10j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.38300000e-06-7.08100378e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000167+2.08310490e-06j]
 [1.00000012+1.65897243e-07j]
 [1.        +1.36702190e-11j]
 [1.00000024+2.93655995e-07j]]"
77,,"[[ 0.   +0.00000000e+00j]
 [ 0.022+1.47270917e-04j]
 [ 0.   +0.00000000e+00j]
 [20.584+1.49603088e+00j]
 [ 0.706+6.87570631e-03j]
 [ 0.614+1.18999511e-02j]
 [ 2.075+1.27487781e-01j]]",(3.484925061947308e-05+0.0019441643554934662j),(0.00014519916094943164+0.1183703803603541j),"[[-1.20005000e-05-8.20272058e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.10000001e-08+7.36355703e-11j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.02920172e-05+7.48038474e-07j]
 [ 3.53000045e-07+3.43791328e-09j]
 [ 3.07000010e-07+5.94998946e-09j]
 [ 1.03750018e-06+6.37441283e-08j]]","[[-1.20005000e-05+8.20272058e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.10000001e-08-7.36355348e-11j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.02920000e-05-7.48015440e-07j]
 [ 3.53000000e-07-3.43785334e-09j]
 [ 3.07000000e-07-5.94997546e-09j]
 [ 1.03750000e-06-6.37438897e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +3.21048409e-09j]
 [1.        +1.36701502e-11j]
 [1.00000182+2.10554313e-06j]
 [1.00000013+1.68554899e-07j]
 [1.00000003+4.49499690e-08j]
 [1.00000018+2.18548161e-07j]]"
78,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [20.539+0.12685994j]
 [ 0.787+0.04458189j]
 [ 2.02 +0.0802692j ]
 [ 1.095+0.04950831j]]",(3.448791072369062e-05+0.0019436867770707411j),(0.00014110679073561072+0.6452728881170098j),"[[-1.22205000e-05-1.49660937e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.02695170e-05+6.34527848e-08j]
 [ 3.93500056e-07+2.22910211e-08j]
 [ 1.01000011e-06+4.01347525e-08j]
 [ 5.47500049e-07+2.47542219e-08j]]","[[-1.22205000e-05+1.49660937e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.02695000e-05-6.34299709e-08j]
 [ 3.93500000e-07-2.22909464e-08j]
 [ 1.01000000e-06-4.01346007e-08j]
 [ 5.47500000e-07-2.47541556e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000167+2.21119661e-06j]
 [1.00000015+1.81266060e-07j]
 [1.00000012+1.45570735e-07j]
 [1.0000001 +1.16800445e-07j]]"
79,,"[[ 2.859+0.15705075j]
 [16.956+0.30439246j]
 [ 1.798+0.01972633j]
 [34.868+3.24952783j]
 [ 6.971+0.6359963j ]
 [11.759+0.07869077j]
 [ 4.953+0.05831829j]]",(0.00015071217386974922+0.002099415300803098j),(0.00018800480748184874+0.04661531685132201j),"[[-4.00820000e-05-2.25090263e-06j]
 [ 1.42950069e-06+7.85262955e-08j]
 [ 8.47801567e-06+1.52217228e-07j]
 [ 8.99000265e-07+9.86352033e-09j]
 [ 1.74340495e-05+1.62483023e-06j]
 [ 3.48550440e-06+3.18004041e-07j]
 [ 5.87950383e-06+3.93505222e-08j]
 [ 2.47650101e-06+2.91605008e-08j]]","[[-4.0082e-05+2.25090263e-06j]
 [ 1.4295e-06-7.85253773e-08j]
 [ 8.4780e-06-1.52196228e-07j]
 [ 8.9900e-07-9.86316540e-09j]
 [ 1.7434e-05-1.62476391e-06j]
 [ 3.4855e-06-3.17998150e-07j]
 [ 5.8795e-06-3.93453877e-08j]
 [ 2.4765e-06-2.91591467e-08j]]","[[1.        +0.00000000e+00j]
 [1.00000051+6.14160880e-07j]
 [1.00000189+2.44307978e-06j]
 [1.0000003 +3.91529955e-07j]
 [1.00000317+3.50890475e-06j]
 [1.0000014 +1.56221868e-06j]
 [1.00000066+8.68879364e-07j]
 [1.00000041+5.41917757e-07j]]"
