Run on a MSNT machine on 12/09/22 16:53:51.
Optimal solution found within time limit:,Yes

interval length (hours),         1.00
operating period length (hours),      8760.00
additional look-ahead (hours),         0.00
output capacity (MW),         0.00
input capacity (MW),      1000.00
storage capacity (MWh),       250.99
storage capacity (h),         0.41
input efficiency (%),         0.61
output efficiency (%),         1.00
input heat rate (MMBtu/MWh),         0.00
ouptut heat rate (MMBtu/MWh),         0.00
variable O&M cost,         0.00
regulation cost,         0.00
hydrogen use,         1.00

input
LSL limit fraction,         0.00
reg up limit fraction,         0.00
reg down limit fraction,         0.00
spining reserve limit fraction,         0.00
startup cost ($/MW-start), 0.0000000000
minimum run intervals,         0.00

output
LSL limit fraction,         0.00
reg up limit fraction,         0.00
reg down limit fraction,         0.00
spining reserve limit fraction,         0.00
startup cost ($/MW-start), 0.0000000000
minimum run intervals,         0.00

Int,Elec Purchase ($/MWh),Elec Sale ($/MWh),Reg Up ($/MW),Reg Dn ($/MW),Spin Res ($/MW),Nonspin Res ($/MW),Nat Gas ($/MMBTU),Product ($/product unit),Renewable In (MW),Load Profile (MW),Input Cap, Output Cap,Meter ($/mth)
       11.00,       64.53,       28.08,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,       53.31,        0.00,        1.00,        1.00,        0.00
       12.00,       64.53,       26.55,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,       31.02,        0.00,        1.00,        1.00,        0.00
       13.00,       64.53,       25.05,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,        4.98,        0.00,        1.00,        1.00,        0.00
       14.00,       64.53,       24.52,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,        0.00,        0.00,        1.00,        1.00,        0.00
       15.00,       64.53,       26.00,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,        0.00,        0.00,        1.00,        1.00,        0.00
       16.00,       64.53,       31.26,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,        2.71,        0.00,        1.00,        1.00,        0.00
       17.00,       64.53,       45.37,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,       32.28,        0.00,        1.00,        1.00,        0.00
       18.00,       64.53,       50.93,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,       59.51,        0.00,        1.00,        1.00,        0.00
       19.00,       64.53,       59.46,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,       84.73,        0.00,        1.00,        1.00,        0.00
       20.00,       64.53,       52.32,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      226.96,        0.00,        1.00,        1.00,        0.00
       21.00,       64.53,       52.78,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      183.25,        0.00,        1.00,        1.00,        0.00
       22.00,       64.53,       48.01,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      261.21,        0.00,        1.00,        1.00,        0.00
       23.00,       64.53,       45.68,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      185.26,        0.00,        1.00,        1.00,        0.00
       24.00,       64.53,       37.83,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      337.57,        0.00,        1.00,        1.00,        0.00
       25.00,       64.53,       36.81,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      425.95,        0.00,        1.00,        1.00,        0.00
       26.00,       64.53,       34.16,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      440.78,        0.00,        1.00,        1.00,        0.00
       27.00,       64.53,       34.12,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      461.85,        0.00,        1.00,        1.00,        0.00
       28.00,       64.53,       32.49,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      544.71,        0.00,        1.00,        1.00,        0.00
       29.00,       64.53,       34.71,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      612.25,        0.00,        1.00,        1.00,        0.00
       30.00,       64.53,       42.78,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      700.67,        0.00,        1.00,        1.00,        0.00
       31.00,       64.53,       38.60,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      758.53,        0.00,        1.00,        1.00,        0.00
       32.00,       64.53,       41.42,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       33.00,       64.53,       37.44,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       34.00,       64.53,       32.59,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      471.86,        0.00,        1.00,        1.00,        0.00
       35.00,       64.53,       31.04,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      201.95,        0.00,        1.00,        1.00,        0.00
       36.00,       64.53,       28.42,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      182.55,        0.00,        1.00,        1.00,        0.00
       37.00,       64.53,       27.21,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      159.07,        0.00,        1.00,        1.00,        0.00
       38.00,       64.53,       26.13,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      152.21,        0.00,        1.00,        1.00,        0.00
       39.00,       64.53,       27.60,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      180.92,        0.00,        1.00,        1.00,        0.00
       40.00,       64.53,       31.54,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      197.76,        0.00,        1.00,        1.00,        0.00
       41.00,       64.53,       45.82,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      266.64,        0.00,        1.00,        1.00,        0.00
       42.00,       64.53,       53.79,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      407.10,        0.00,        1.00,        1.00,        0.00
       43.00,       64.53,       53.45,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      527.54,        0.00,        1.00,        1.00,        0.00
       44.00,       64.53,       48.03,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      681.58,        0.00,        1.00,        1.00,        0.00
       45.00,       64.53,       45.73,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      537.15,        0.00,        1.00,        1.00,        0.00
       46.00,       64.53,       43.08,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      468.42,        0.00,        1.00,        1.00,        0.00
       47.00,       64.53,       45.85,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      526.21,        0.00,        1.00,        1.00,        0.00
       48.00,       64.53,       36.54,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      659.53,        0.00,        1.00,        1.00,        0.00
       49.00,       64.53,       34.39,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      675.50,        0.00,        1.00,        1.00,        0.00
       50.00,       64.53,       32.04,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      766.89,        0.00,        1.00,        1.00,        0.00
       51.00,       64.53,       31.70,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      773.54,        0.00,        1.00,        1.00,        0.00
       52.00,       64.53,       30.91,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       53.00,       64.53,       31.82,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       54.00,       64.53,       35.17,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       55.00,       64.53,       32.34,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       56.00,       64.53,       32.97,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       57.00,       64.53,       32.90,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       58.00,       64.53,       30.01,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      488.20,        0.00,        1.00,        1.00,        0.00
       59.00,       64.53,       28.69,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      324.94,        0.00,        1.00,        1.00,        0.00
       60.00,       64.53,       27.84,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      295.11,        0.00,        1.00,        1.00,        0.00
       61.00,       64.53,       26.89,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      242.94,        0.00,        1.00,        1.00,        0.00
       62.00,       64.53,       24.77,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      220.71,        0.00,        1.00,        1.00,        0.00
       63.00,       64.53,       26.21,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      222.51,        0.00,        1.00,        1.00,        0.00
       64.00,       64.53,       29.52,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      235.93,        0.00,        1.00,        1.00,        0.00
       65.00,       64.53,       42.73,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      223.63,        0.00,        1.00,        1.00,        0.00
       66.00,       64.53,       51.69,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      602.98,        0.00,        1.00,        1.00,        0.00
       67.00,       64.53,       52.70,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      478.18,        0.00,        1.00,        1.00,        0.00
       68.00,       64.53,       47.72,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      720.47,        0.00,        1.00,        1.00,        0.00
       69.00,       64.53,       48.13,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      798.47,        0.00,        1.00,        1.00,        0.00
       70.00,       64.53,       43.04,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      474.75,        0.00,        1.00,        1.00,        0.00
       71.00,       64.53,       39.93,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      664.15,        0.00,        1.00,        1.00,        0.00
       72.00,       64.53,       34.14,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      602.65,        0.00,        1.00,        1.00,        0.00
       73.00,       64.53,       32.86,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      761.09,        0.00,        1.00,        1.00,        0.00
       74.00,       64.53,       30.67,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       75.00,       64.53,       30.60,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       76.00,       64.53,       30.34,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       77.00,       64.53,       30.84,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       78.00,       64.53,       32.05,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       79.00,       64.53,       31.39,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       80.00,       64.53,       31.82,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       81.00,       64.53,       31.24,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       82.00,       64.53,       29.32,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       83.00,       64.53,       27.79,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      529.59,        0.00,        1.00,        1.00,        0.00
       84.00,       64.53,       26.55,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      333.58,        0.00,        1.00,        1.00,        0.00
       85.00,       64.53,       25.22,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      334.97,        0.00,        1.00,        1.00,        0.00
       86.00,       64.53,       23.44,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      303.09,        0.00,        1.00,        1.00,        0.00
       87.00,       64.53,       25.70,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      306.30,        0.00,        1.00,        1.00,        0.00
       88.00,       64.53,       28.51,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      259.61,        0.00,        1.00,        1.00,        0.00
       89.00,       64.53,       41.13,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      364.85,        0.00,        1.00,        1.00,        0.00
       90.00,       64.53,       49.41,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       91.00,       64.53,       50.10,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       92.00,       64.53,       47.42,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       93.00,       64.53,       46.65,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
       94.00,       64.53,       43.72,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      709.88,        0.00,        1.00,        1.00,        0.00
       95.00,       64.53,       38.41,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      406.47,        0.00,        1.00,        1.00,        0.00
       96.00,       64.53,       33.24,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      396.95,        0.00,        1.00,        1.00,        0.00
       97.00,       64.53,       31.03,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      207.06,        0.00,        1.00,        1.00,        0.00
       98.00,       64.53,       28.21,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      281.07,        0.00,        1.00,        1.00,        0.00
       99.00,       64.53,       28.13,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      317.21,        0.00,        1.00,        1.00,        0.00
      100.00,       64.53,       27.77,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      178.28,        0.00,        1.00,        1.00,        0.00
      101.00,       64.53,       31.10,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      140.44,        0.00,        1.00,        1.00,        0.00
      102.00,       64.53,       34.80,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      398.19,        0.00,        1.00,        1.00,        0.00
      103.00,       64.53,       46.50,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      466.97,        0.00,        1.00,        1.00,        0.00
      104.00,       64.53,       54.38,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      756.23,        0.00,        1.00,        1.00,        0.00
      105.00,       64.53,       47.21,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      106.00,       64.53,       38.03,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      474.37,        0.00,        1.00,        1.00,        0.00
      107.00,       64.53,       33.49,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      348.75,        0.00,        1.00,        1.00,        0.00
      108.00,       64.53,       31.66,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,       69.55,        0.00,        1.00,        1.00,        0.00
      109.00,       64.53,       30.88,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      172.65,        0.00,        1.00,        1.00,        0.00
      110.00,       64.53,       29.66,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      424.90,        0.00,        1.00,        1.00,        0.00
      111.00,       64.53,       31.28,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      546.47,        0.00,        1.00,        1.00,        0.00
      112.00,       64.53,       33.64,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      545.43,        0.00,        1.00,        1.00,        0.00
      113.00,       64.53,       48.86,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      114.00,       64.53,       57.15,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      115.00,       64.53,       59.45,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      116.00,       64.53,       51.73,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      117.00,       64.53,       51.06,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      118.00,       64.53,       47.55,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      119.00,       64.53,       44.21,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      120.00,       64.53,       35.35,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      121.00,       64.53,       30.99,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      122.00,       64.53,       29.37,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      123.00,       64.53,       28.15,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      124.00,       64.53,       28.45,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      125.00,       64.53,       30.83,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      126.00,       64.53,       37.90,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      127.00,       64.53,       43.79,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      128.00,       64.53,       45.58,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      129.00,       64.53,       39.79,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      130.00,       64.53,       32.38,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      131.00,       64.53,       27.03,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      602.00,        0.00,        1.00,        1.00,        0.00
      132.00,       64.53,       25.27,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      408.78,        0.00,        1.00,        1.00,        0.00
      133.00,       64.53,       30.52,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      244.70,        0.00,        1.00,        1.00,        0.00
      134.00,       64.53,       23.72,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      144.11,        0.00,        1.00,        1.00,        0.00
      135.00,       64.53,       27.90,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,       70.19,        0.00,        1.00,        1.00,        0.00
      136.00,       64.53,       33.74,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,       95.02,        0.00,        1.00,        1.00,        0.00
      137.00,       64.53,       44.56,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      132.11,        0.00,        1.00,        1.00,        0.00
      138.00,       64.53,       56.91,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      132.89,        0.00,        1.00,        1.00,        0.00
      139.00,       64.53,       55.77,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,       81.35,        0.00,        1.00,        1.00,        0.00
      140.00,       64.53,       51.18,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      149.95,        0.00,        1.00,        1.00,        0.00
      141.00,       64.53,       49.79,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      119.22,        0.00,        1.00,        1.00,        0.00
      142.00,       64.53,       43.81,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      135.79,        0.00,        1.00,        1.00,        0.00
      143.00,       64.53,       41.62,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      200.79,        0.00,        1.00,        1.00,        0.00
      144.00,       64.53,       35.50,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      308.08,        0.00,        1.00,        1.00,        0.00
      145.00,       64.53,       27.05,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      440.35,        0.00,        1.00,        1.00,        0.00
      146.00,       64.53,       27.00,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      147.00,       64.53,       26.81,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      148.00,       64.53,       26.64,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      149.00,       64.53,       27.98,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      150.00,       64.53,       32.01,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      151.00,       64.53,       39.63,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      152.00,       64.53,       42.85,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      153.00,       64.53,       36.37,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      154.00,       64.53,       27.95,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      155.00,       64.53,       25.09,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      156.00,       64.53,       23.36,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      157.00,       64.53,       22.62,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      158.00,       64.53,       22.73,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      159.00,       64.53,       25.70,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      808.76,        0.00,        1.00,        1.00,        0.00
      160.00,       64.53,       29.99,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      161.00,       64.53,       41.18,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      162.00,       64.53,       55.16,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      163.00,       64.53,       49.70,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      164.00,       64.53,       46.39,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      165.00,       64.53,       44.24,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      166.00,       64.53,       40.27,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      167.00,       64.53,       38.32,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      168.00,       64.53,       32.22,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      742.86,        0.00,        1.00,        1.00,        0.00
      169.00,       64.53,       28.10,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      557.66,        0.00,        1.00,        1.00,        0.00
      170.00,       64.53,       27.68,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      810.22,        0.00,        1.00,        1.00,        0.00
      171.00,       64.53,       27.28,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      402.26,        0.00,        1.00,        1.00,        0.00
      172.00,       64.53,       26.65,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      452.87,        0.00,        1.00,        1.00,        0.00
      173.00,       64.53,       28.10,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      504.61,        0.00,        1.00,        1.00,        0.00
      174.00,       64.53,       31.64,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      161.28,        0.00,        1.00,        1.00,        0.00
      175.00,       64.53,       38.83,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      313.35,        0.00,        1.00,        1.00,        0.00
      176.00,       64.53,       41.26,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      294.61,        0.00,        1.00,        1.00,        0.00
      177.00,       64.53,       37.08,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      197.61,        0.00,        1.00,        1.00,        0.00
      178.00,       64.53,       29.52,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      190.43,        0.00,        1.00,        1.00,        0.00
      179.00,       64.53,       27.81,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      205.11,        0.00,        1.00,        1.00,        0.00
      180.00,       64.53,       23.64,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      164.90,        0.00,        1.00,        1.00,        0.00
      181.00,       64.53,       22.80,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      374.44,        0.00,        1.00,        1.00,        0.00
      182.00,       64.53,       23.34,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      608.53,        0.00,        1.00,        1.00,        0.00
      183.00,       64.53,       25.57,        0.00,        0.00,        0.00,        0.00,        1.00,        4.43,      725.84,        0.00,        1.00,        1.00,        0.00
