First Solar 430 kW PV Array,GE 1.5 MW Turbine
0.00000993,-6.6
0.00000289,-6.7
0.0000118,-6.7
0.0000062,-6.8
0.0000102,-6.9
0.00000501,-7
0.00000591,-7
-0.0000081,-7.1
-0.00000066,-7.2
0.00000538,-7.3
0.0000138,-7.1
0.0000157,-7.2
-0.74,-7.3
10.5,527
-0.000004,980
-0.000013,89
-0.000011,191
113,-6.1
66.4,-6.1
26.6,-6.2
4.21,-6.3
-3.1,-6.6
-4.3,-6.7
-4.4,-6.8
-4.4,-6.8
-4.4,-7
-4.5,-7.1
-4.5,-7.2
-4.6,-7.5
-4.6,-7.2
-4.7,-7.1
-4.7,-7.5
-4.7,-7.2
-4.6,-7.3
-4.6,-4.5
-4.6,-4.5
8.2,-4.3
74.3,-4
55.3,-4.4
28.9,-4.1
44.8,-4
27.5,-4
52.2,-4.1
18.4,-4.2
14.6,-3.7
3.07,-4.3
-4.4,-4.3
-4.5,-4.3
-4.6,-4.7
-4.6,-7.9
-4.6,-8.1
-4.5,-7.7
-4.5,-7.7
-4.6,-6.4
-4.6,-4.4
-4.6,-4.9
-4.6,-4.3
-4.6,-4.4
-4.6,-4.8
-4.5,-4.5
13,-6
128,-7.9
167,-7.9
229,-7
282,-4.5
283,-4.4
258,-4.4
181,-4.1
87.2,-4.3
-2,-4.2
-4.5,-4.4
-4.5,-4.5
-4.5,-4.4
-4.5,-5.8
-4.5,-7.8
-4.5,-7.7
-4.5,-7.7
-4.6,-5.8
-4.7,-4.5
-4.7,-4.4
-4.7,-4.7
-4.6,-4.4
-4.6,-4.7
-4.5,-5.8
7.43,-7.6
113,-5.8
144,-4.4
195,-4.3
293,-4.6
279,-4.9
142,-7.7
54.7,-7.3
10.8,-5.3
-2.7,-4.2
-4.3,-4.5
-4.3,-4.4
-4.4,-6.9
-4.4,-7.9
-4.4,-5.6
-4.5,-4.3
-4.5,-5.2
-4.5,-7.9
-4.6,-8.1
-4.6,-7.9
-4.6,-8.4
-4.6,-7.8
-4.5,-8.2
-4.5,-8.1
9.74,-7.7
111,-7.6
211,-7.2
253,-7.6
187,-7.5
84.1,-7.3
87.4,-5
53.8,-4.1
15.7,-3.9
-2.4,-4.2
-4.3,-4.6
-4.4,-4.1
-4.5,-7.4
-4.4,-7.8
-4.5,-7.6
-4.5,-7.6
-4.6,-4.7
-4.6,-4.7
-4.7,-4.5
-4.6,-4.6
-4.6,-5.1
-4.6,-8
-4.5,-8
-4.4,-8.3
2.98,-7.5
88.5,-7.8
211,-7.5
271,-7.6
273,-7.3
292,-7.6
266,-7.3
160,-7.6
82,-7.2
0.978,-7.4
-4.3,-7.8
-4.4,-7.5
-4.4,-8.2
-4.4,-4.9
-4.4,-4.7
-4.5,-5.1
-4.5,-6.1
-4.6,-8.3
-4.6,-8.7
-4.6,-8.9
-4.6,-8.7
-4.5,-9
-4.5,-8.9
-4.5,-8.8
4.75,-8.8
102,-8
220,-8.1
168,-7.7
225,-7.6
250,-7.6
203,-7.5
115,-7.2
58,-7
3.04,-4
-4.4,-4.9
-4.5,-4.5
-4.5,-4.9
-4.6,-6.2
-4.5,-8.4
-4.6,-8.3
-4.6,-8.4
-4.6,-6.9
-4.6,-5.1
-4.6,-4.7
-4.5,-6.7
-4.5,-8.2
-4.5,-7.9
-4.4,-7.7
9.51,-7.8
57.8,-6
75.1,418
264,-6.1
290,-3.5
295,-3.5
264,-3.4
209,-3.3
98.3,0
2.71,0
-4.3,0
-4.4,0
-4.4,0
-4.4,0
-4.5,0
-4.5,0
-4.5,0
-4.5,0
-4.5,0
-4.5,0
-4.5,0
-4.5,0
-4.5,0
-4.5,0
8.22,0
28.5,0
24.5,0
11.2,0
15.4,0
15.4,0
6.1,0
-0.25,0
-4.3,0
-4.2,0
-4.2,0
-4.3,0
-4.4,0
-4.5,0
-4.5,0
-4.5,0
-4.6,0
-4.6,0
-4.6,0
-4.6,0
-4.6,0
-4.6,0
-4.6,0
-4.5,0
-4.5,0
-4.5,0
-4.4,0
-4.4,0
-4,0
-3.9,0
-3.9,0
-4.3,0
-4.4,0
-4.4,0
-4.4,0
-4.3,0
-4.4,0
-4.4,0
-4.4,0
-4.4,0
-4.5,0
-4.5,0
-4.5,0
-4.5,0
-4.5,0
-4.5,0
-4.5,0
-4.4,0
-0.51,0
44.7,0
125,0
218,0
278,0
289,0
265,0
209,0
123,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
316,372
213,708
224,261
248,399
197,204
219,627
197,860
222,-6.5
-0.48,-6.8
0.00000515,-6.9
-0.0000022,-7.1
-0.0000046,-7
0.00000825,-7
0.0000288,-7.1
0.0000243,-7.2
0.00000266,-7.2
0.0000167,-6
0.00000449,-4.9
0.00000029,-4.9
0.00000386,-5.1
0.0000202,-5
0.0000119,-4.8
0.00000246,-5.3
-0.000017,-5.3
-0.0000076,-8.1
-0.000026,-7.9
-0.000024,-6.7
-0.00000014,-4.6
0.0000261,585
0.0000515,1.48
0.0000422,340
0.0000163,-6.4
0.0000134,-7.1
0.0000124,-7.2
0.00000613,-8.8
0.0000077,-8.2
0.0000109,-9.2
-0.0000011,-8.8
-0.000002,-6.2
0.00000785,-6.1
0.00000514,-5.8
0.00000658,-6.5
0.00000984,-8.3
0.00000493,-9.9
0.0000023,-9.6
0.00000851,-9.7
0.00000593,-9.4
196,-10
259,-9.4
241,-9
174,-8.4
233,-8.6
109,-8.6
7.42,-7.8
-0.47,-7.9
-3.9,-8.1
-4.4,-8.6
-4.4,-8.8
-4.4,-8.1
-4.4,-7.5
-4.4,-4.8
-4.4,-4.3
-4.4,-4.9
-4.4,-5.9
-4.4,-8.1
-4.4,-8.2
-4.4,-8.2
-4.4,-4.4
-4.3,-4.5
-4.3,-4.7
11.4,-3.9
84,-4.5
210,-7.8
281,353
289,10.3
274,-6.9
252,32.7
221,-4.6
112,103
12.6,5.07
-4.3,-6.3
-4.4,-6.4
-4.4,-6.6
-4.3,-6.6
-4.4,-6.7
-4.4,-6.8
-4.4,-6.8
-4.5,-7
-4.5,-7.1
-4.5,-7
-4.5,-6.9
-4.5,-7.4
-4.5,-6.9
-4.5,-6.9
-2.8,-6.6
30.1,-6.3
225,-7
201,-6.6
143,-7.2
88.6,-6.8
88.9,-7.1
45.1,-6.9
23.3,-7.1
7.69,-6.7
-4.3,-7.1
-4.4,-4.6
-4.3,-4.2
-4.3,-4.1
-4.4,-4.2
-4.5,-4.3
-4.5,-4.6
-4.6,-4.2
-4.6,-4.7
-4.6,-6.7
-4.6,-8.3
-4.6,-6.8
-4.5,-4.6
-4.5,-5.1
5.97,-8.4
109,-7.7
222,-7.6
274,-7.6
300,-7.6
296,-7.4
275,-7.3
222,-4.6
119,-3.9
13.3,-3.9
-4.3,-4.3
-4.2,-4.3
-4.3,-4.2
-4.3,-5.8
-4.4,-8
-4.5,-7.5
-4.5,-8
-4.6,-7.7
-4.6,-6
-4.6,-4.6
-4.5,-4.3
-4.5,-4.7
-4.4,-4.2
-4.3,-4.6
7.95,-5.8
57.4,-7.6
252,-7.2
51.4,-7.7
181,-7.7
242,-5.6
244,-4.3
194,-4.1
244,-4.4
227,-3.9
8.53,-4.3
0.0000165,-4.3
0.0000186,-4.2
-0.00002,-4.2
0.00000692,-4.2
0.0000149,-4.2
-0.0000062,-4.1
-0.000011,-4.6
0.00000148,-4.6
0.0000108,-6.3
0.00000447,-6.2
0.0000113,-4.2
0.00000633,-4.5
-0.000000033,-4.1
0.00000185,-4.3
-0.000013,-6.9
-0.000006,-5.9
0.00000255,120
-0.00000099,740
-0.0000011,730
1.41,576
-3,93.6
-0.48,89.7
-3.8,-4.4
-2.3,-7
0.0000147,-6.8
-0.000014,-6.8
-0.0000058,-6.8
-0.000012,-6.9
0.00000159,-6.9
0.00000393,-7
0.00000757,-7.3
0.000014,-7
-0.0000048,-7.2
0.00000145,-7.2
0.00000506,-7.4
0.00000814,-7.1
0.00000474,-7.3
-0.14,-7
168,512
166,374
30.8,705
142,750
18.8,740
129,1.07
159,786
81,640
81.2,-6
0.0000062,-6.4
0.00000384,-6.5
0.00000724,-6.6
0.00000579,-6.7
0.00000612,-6.8
0.0000104,-6.8
0.00000251,-6.9
0.00000252,-6.9
0.00000289,-7.3
0.0000059,-7
0.00000292,-7.1
0.0000072,-7.4
0.00000397,-7.1
0.00000385,-7.3
0.00000451,-7
-0.00000059,-6.7
-0.0000091,-6.9
-0.000016,-6.5
-0.0000035,-6.8
0.000000919,-6.8
-0.0000027,-6.7
-0.0000015,-6.6
0.0000105,-6.6
0.0000203,-6.4
0.00000291,-6.7
0.00000339,-6.8
0.000000385,-6.8
-0.00000034,-6.8
0.00000812,-6.8
0.00000374,-6.8
7.43E-08,-6.9
0.0000032,-7.2
-0.000015,-7
-0.0000058,-7.1
0.00000603,-7.2
0.0000222,-7
0.0000122,-7.1
0.000018,-7.1
-0.0000034,-6.9
-0.000018,-7
-0.0000043,-5.4
0.0000108,-4.1
-0.0000019,-4
0.00000278,-3.7
0.00000257,-3.8
0.00000115,-3.6
-0.0000054,-3.6
0.000000363,-3.5
0.00000346,-3.6
0.00000878,-4.1
0.00000601,-7
0.0000104,-7.4
0.000000969,-7
-0.00000027,-4.5
0.000000312,-3.7
0.0000125,-5.1
0.0000129,-7.6
0.00000302,-7.5
-0.0000037,-7.8
0.00000429,-7.5
-0.0000017,-7.6
-0.0000053,-7.6
-0.0000065,-7.5
-0.000023,-7.1
-0.000029,-7.1
-0.000023,-3.6
-0.000012,-4
-0.000012,-4.1
-0.0000037,-4
0.000000619,-4.7
-0.0000072,-7.4
0.00000803,-3.9
0.0000162,-3.6
0.00000541,-3.6
0.00000314,-4.7
0.0000011,-7
-0.0000015,-7.3
-0.0000025,-4.5
0.00000307,-3.9
-0.0000048,-3.6
0.00000757,-3.6
-0.0000016,-4.2
-0.000001,-7.4
-0.0000017,-5.6
-0.0000024,-3.7
-0.00000066,-3.7
0.00000778,-4
-0.00001,-5.3
-0.0000066,-7.4
-0.0000062,-6.6
-0.0000065,-4
0.00000909,-3.6
-0.00000076,-4
0.0000124,-3.6
0.00000993,-3.4
0.0000258,-3.7
0.0000382,-3.7
0.0000143,-5.1
0.00000771,-7
0.00000695,-6.9
0.0000107,-6.9
-0.0000029,-6.9
0.00000808,-6.8
0.0000123,-6.8
-0.0000032,-4.6
-0.000029,-3.6
-0.00001,-3.9
0.0000054,-3.9
0.0000078,-4
0.00000643,-3.6
0.0000058,-4.1
0.00000305,-4.1
0.00000478,-3.9
0.00000377,-5.8
0.00000202,-7.3
0.00000804,-6.8
0.00000941,-6.6
0.00000739,-3.6
0.00000539,-3.6
0.00000445,-3.9
0.00000598,-3.5
0.00000406,-3.7
0.0000104,-3.7
0.0000188,-3.6
0.00000891,-3.7
0.0000129,-3.7
0.00000787,-3.7
-0.0000015,-3.6
-0.0000077,-4.1
0.00000598,-4.5
-0.0000037,-7.7
0.00000441,-7
0.00000381,-4.6
0.00000707,-3.6
0.903,38
-4.4,532
-0.81,633
53.7,837
174,654
222,774
241,765
201,110
247,9.58
49.2,-5.6
0.0000199,-5.6
0.0000178,-5.7
0.0000259,-5.8
0.00000848,-5.9
-0.0000031,-6
0.00000537,-6.1
0.00000813,-6
0.0000263,-6.1
0.0000102,-6.2
0.00000641,-6.3
0.00000621,-6.4
0.00000552,-6.6
0.00000338,-6.3
0.00000475,-6.6
2.18,-6.2
81.5,-6.8
252,-6.4
117,-4.8
172,-3.6
0.00000301,-4.2
0.000000632,-4.1
-0.0000032,-4
0.00000306,-4.2
-0.00000094,-7.2
0.00000453,-7.4
-0.0000031,-7.7
-0.00000044,-7.7
-0.0000035,-7.2
-0.0000012,-7.5
-0.0000051,-5.9
0.000000656,-4
-0.0000034,-4.4
0.00000557,-4.5
0.00000299,-7.8
-0.0000019,-7.6
-0.0000033,-7.7
0.00000531,-7.4
0.00000491,-7.3
0.00000404,-7.5
-0.000019,-7.7
-0.000033,-7
-0.00001,-7.5
-0.000021,-6.9
-0.000013,-7.2
-0.000013,-6
0.0000135,-4.1
0.0000244,-3.5
0.000012,-3.9
0.0000176,-3.5
0.0000163,-4.1
-0.000002,-6.8
-0.0000053,-7.5
-0.0000048,-7.5
-0.000017,-4.2
0.00000147,-4.1
-0.0000011,-3.5
-0.000013,-6.9
0.00000232,-7.2
0.00000114,-7.2
0.00000411,-5.8
-0.000022,-3.7
0.000023,-4
-0.000021,-4.1
-0.0000075,-7.2
-0.0000089,-7
0.0000125,-6.9
-0.00000028,-7.1
0.00000219,-6.7
0.00000343,-6.9
-0.0000011,-6.7
0.00000707,-6.7
-0.00000042,-7.1
0.00000472,-6.6
0.00000121,-4.6
0.00000948,-3.5
0.00000531,-3.4
0.0000129,-3.9
0.0000212,-3.8
0.0000164,-6.4
0.00000832,-7.1
-0.0000054,-7.4
0.000000435,-7.2
0.0000131,-7.3
0.0000176,-7.5
0.00000693,-6.9
0.00000101,-7.6
48.1,-7.5
249,-7.3
229,-7.3
638,-7
878,-5.4
407,-4.1
168,-3.6
230,-3.8
498,-3.8
638,-3.5
232,-3.5
0.000013,-3.5
0.00000217,-3.6
0.0000048,-3.8
-0.0000011,-6.6
0.00000564,-7.4
0.00000765,-5.4
0.00000218,-4.1
0.00000906,-3.6
0.0000115,-4
0.00000208,-5.6
0.00000322,-7.7
0.000018,-7.1
-0.0000053,-7.7
-0.0000017,-7.2
-0.000018,-7.5
-0.000022,-7.5
0.00000271,-7.3
-0.00000015,-7
0.0000123,-4.3
0.00000361,-3.8
-0.00000043,-4.1
-0.0000025,-4.3
0.000023,-3.9
0.000045,-3.8
0.0000279,-3.7
-0.000000088,-3.7
-0.0000087,-3.4
0.00000486,-3.7
0.0000116,-3.9
0.00000921,-7.1
0.00000888,-6.3
0.00000536,-3.8
0.00000634,-3.6
0.00000879,-5.4
0.00000633,-7.3
0.0000112,-4
0.00000851,-4
0.00000762,-4.6
39.5,-7
-4.4,-7.1
-3.2,-7
-5.1,-6.9
-5.2,-6.9
330,-7.3
420,-7
593,-6.9
0.000021,-6.9
0.0000261,-5.8
0.0000139,-3.7
0.00000286,-3.4
0.0000055,-3.6
0.0000047,-3.6
0.00000676,-3.5
0.00000733,-4.8
0.0000035,-7.3
0.00000719,-3.9
0.0000168,-4.1
0.00000823,-6.4
0.0000089,-7.6
0.00000172,-7.1
0.0000132,-6.4
0.00000314,-4.2
0.00000888,-5.4
0.000001,-7.4
-0.0000048,-7.2
-0.0000024,-7.3
22.1,-7.3
102,-6.9
-0.81,-7.1
21,-6.9
26,-6.9
-0.038,-7.2
0.0000185,-7.6
-0.000017,-7.1
0.00000153,-7.5
0.00000609,-7.7
0.0000301,-7.1
0.0000166,-8.1
0.00000835,-8
0.0000114,-8
0.00000454,-8.4
0.00000869,-7.7
0.0000121,-8.7
-0.0000055,-8.1
0.0000106,-8.2
-1.7,-6.5
-0.000036,-4.7
-0.000033,-4.2
-0.000022,-5.4
-0.00003,-7.4
-0.0000034,-6.8
-0.0000024,-7.3
0.00000053,-7.3
0.00000158,-6.9
0.0000505,-4.1
0.0000288,-3.8
-0.000008,-3.9
-0.000008,-3.6
-0.0000059,-4
0.00000234,-3.7
-0.00000037,-7.3
0.00000332,-7.2
-0.0000018,-7.7
0.00000471,-7.4
0.00000776,-7.5
0.00000194,-7.6
0.00000167,-7.3
-0.0000016,-7.3
-0.0000014,-6.1
-0.000000053,-4.1
-0.0000009,-4
0.00000492,-3.7
-0.0000035,-7.3
3.57E-08,-7.2
0.000000897,-7
-0.000019,-7.2
-0.00001,-7.2
0.00000999,-6.9
0.0000242,-7
0.0000339,-7.4
0.0000101,-7.2
-0.000003,-7.7
0.000000608,-8
-0.00000088,-7.7
-0.0000079,-4.8
-0.00000025,-4.8
-0.0000058,-4.2
-0.000024,-6.2
-0.000014,-7.8
-0.0000032,-7.2
0.00000296,-4.9
-0.0000015,-4.1
-0.0000014,-7.1
-0.0000062,-7
-0.000022,-7.7
-0.000032,-7.3
-0.0000068,-7.3
0.000000293,-7.3
-0.0000019,-7.3
0.00000222,-7.1
-0.0000074,-5.8
0.000000328,-3.7
0.0000156,-3.7
0.0000428,-3.5
0.0000159,-3.5
0.00000723,-3.5
0.00000169,-3.4
0.00000112,-3.8
0.00000595,-3.5
0.00000401,-6.3
0.00000636,-5.7
0.00000835,-3.9
0.00000194,-3.6
0.00000259,-4
0.0000104,-7
0.00000122,-7.1
0.0000213,-6.8
-0.0000035,-6.8
-0.000017,-5.7
-0.0000071,-3.7
0.00000498,-4.1
0.0000017,-3.6
-0.0000069,-4.2
-0.00000078,-4.1
0.00000304,-3.7
0.000022,-3.8
0.000031,-3.8
0.0000443,-3.8
0.0000159,-3.7
-0.000011,-3.8
-0.00000058,-3.8
0.00000962,-3.6
0.0000265,-3.9
0.0000247,-3.9
0.00000205,-4.6
0.00000843,-7.6
0.0000163,-7.4
0.00000586,-7.5
0.00000196,-5.7
0.0000052,-4.2
-0.000008,-3.8
0.0000106,-4.1
-0.000023,-3.7
-0.000019,-4.2
0.00000271,-4.1
-0.0000011,-4.2
0.00000798,-4.1
0.00000974,-3.8
-0.00000076,-4
0.00000262,-4
0.0000276,-4.2
0.0000356,-3.8
0.00000668,-3.8
0.0000289,-3.8
0.0000229,-3.8
-0.00000092,-6
0.00000578,-7.3
0.00000216,-7.2
-0.0000044,-7.2
0.00000447,-4.2
-0.000011,-4.1
-0.0000041,-3.8
0.00000466,-4.2
0.0000121,-3.9
0.00000221,-4
-0.54,-3.7
308,-4
257,-4.1
43.4,-4.5
413,33.7
772,40.1
645,307
116,518
733,544
836,290
53.1,64.3
-0.13,-5.8
0.0000148,-5.7
0.0000251,-6
0.0000259,-6.3
0.00000502,-6.4
0.00000418,-6.5
0.0000104,-6.5
0.00000951,-6.5
0.00000764,-6.6
0.0000114,-6.6
0.0000137,-4.8
0.0000149,-4.2
0.00000108,-3.7
5.12,-4.2
129,-4.1
475,-4.4
-4.4,-6.2
323,-7.1
19.8,-7.3
82.5,-7.9
25.1,-4.9
0.493,-4.5
-4.4,-4.5
-4.3,-5.2
-4.4,-7.5
-4.3,-7.9
-4.3,-7.4
-4.3,-7.3
-4.4,-7.7
-4.4,-7.9
-4.4,-4.8
-4.5,-5.1
-4.5,-6.4
-4.4,-8.5
-4.4,-8.1
-4.4,-8.1
-4.4,-8.6
-4.4,-7.6
-4.4,-8.7
-3.7,-8.1
-2.1,-8.4
-1.2,-7.6
-1.4,-8.2
-1.4,-8.1
-1.8,-8.6
-3.6,-8.6
-4.3,-8.4
-4.3,-9
-4.3,-9.4
-4.3,-9.1
-4.4,-8.2
-4.4,-9.1
-4.5,-9.3
-4.5,-9.4
-4.5,-9.3
-4.5,-9.6
-4.5,-9.2
-4.5,-9.5
-4.4,-10
-4.4,-9.3
-4.4,-9.4
-4.4,-10
-3.5,-9.6
0.383,-9.6
5.83,-8.8
16.2,-9.1
42.4,-8.4
101,-8.2
102,-8
61.2,-8.2
12.4,-7.8
-4.2,-8.2
-4.5,-7.9
-4.5,-7.6
-4.4,-6.1
-4.5,-5.1
-4.4,-4.7
-4.3,-8.7
-4.4,-8.2
-4.4,-8.4
-4.3,-8.5
-4.3,-7.6
-4.3,-8.4
-4.3,-7.6
-4.4,-4.3
2.86,-5.1
35.6,-7.1
70,-7.7
95.2,-7.6
131,-7.5
165,-0.71
179,-0.00054
166,-9.9
115,-5.6
35.2,-7.1
-3.9,-6.8
-4.3,-6.8
-4.4,-7.3
-4.4,-7.1
-4.4,-4.6
-4.4,-4.2
-4.4,-4
-4.4,-3.5
-4.5,-3.9
-4.5,-5.3
-4.5,-7.4
-4.5,-7.1
-4.4,-7.3
-4.4,-6.8
8.58,-6.7
33.9,-7.2
84.8,-7.2
51.9,-6.6
283,-7
402,-7
370,-5.5
311,-3.9
206,-4.2
62.5,-4.3
-3.5,-3.8
-4.3,-3.8
-4.3,-3.8
-4.3,-4.9
-4.3,-7.7
-4.4,-7.8
-4.4,-7.2
-4.4,-7.6
-4.5,-7.3
-4.5,-6.4
-4.5,-4.5
-4.5,-3.4
-4.4,-3.7
-4.4,-4.3
15.2,-3.5
132,-6.7
187,-7.7
84.8,-7
60.9,-7.4
64,-7.2
86.3,-7.1
16.3,-5.5
0.00000436,-3.4
0.0000365,-3.6
0.0000425,-3.7
0.00000165,-4.1
-0.00000049,-3.7
0.0000069,-3.6
0.00000356,-4.2
0.00000627,-5.3
0.00000391,-7.3
0.00000275,-7.7
0.00000427,-7.2
-0.0000015,-7.3
0.00000818,-7.6
0.00000431,-7.2
0.00000748,-7.5
0.0000117,-3.6
0.00000412,-3.3
1.18,-4.1
267,-4.1
343,-3.7
377,-3.9
380,-3.5
349,-4.6
299,-4.7
202,-3.7
67.3,-3.9
-0.35,-3.7
0.0000153,-3.9
0.0000104,-7.1
0.00000528,-7.1
0.00000886,-7.1
0.00000181,-4.2
0.000000853,-3.7
0.00000519,-3.8
0.00000909,-4
0.00000034,-3.8
0.00000701,-4.7
0.00000719,-7.5
0.00000679,-7.2
0.00000356,413
0.304,1.4
-4.2,1.43
333,1.18
337,851
265,1.21
274,1.08
14.8,809
107,669
264,-6
209,-5.7
0.0000199,-5.9
0.0000158,-6.1
0.00000416,-6.2
0.00000414,-6.3
0.00000221,-6.4
0.000006,-6.4
0.00000578,-6.5
0.00000321,-6.7
0.00000515,-6.6
0.0000105,-7
0.00000782,-6.3
0.00000433,-3.6
0.00000789,-4
0.00000633,-3.8
18.6,-3.8
87.9,-4.3
27.2,27.7
2.04,715
302,716
354,651
363,1.01
299,876
158,984
15.4,-5.4
-3.2,-5.4
-4.3,-5.6
-4.3,-5.8
-4.4,-5.7
-4.4,-5.9
-4.4,-6
-4.5,-6.1
-4.4,-6.3
-4.4,-6.3
-4.5,-6.2
-4.5,-6.2
-4.5,-6.3
-4.4,-6.2
-4,-6.5
-0.0000043,-6.5
-0.000014,-6.3
0.000000122,911
0.0000037,1.42
0.00000252,1.25
-0.0000011,1.22
-0.0000085,565
-0.0000045,738
0.0000182,1.2
-0.00000056,-5.5
0.0000114,-5.4
-0.000004,-5.5
0.00000321,-5.8
-0.00000055,-6
0.00000105,-6.1
0.0000059,-6.1
-0.0000014,-6.3
-0.0000015,-6.4
0.00000343,-6.2
0.00000613,-6.2
-0.000006,-6.5
-0.0000013,-6.3
0.0000448,-5.9
-0.00000087,-3.6
-0.0000052,-3.5
43.8,-3.5
180,-3.6
78.6,-3.7
39.5,-3.7
21.4,-3.7
-0.21,-3.8
-4.1,-7
-4.4,-7.2
-4.4,-7.1
-4.3,-7.2
-4.3,-6.9
-4.4,-7.2
-4.4,-7.2
-4.5,-7.4
-4.5,-7.4
-4.5,-7.2
-4.6,-7.5
-4.6,-7.7
-4.6,-7.6
-4.6,-8
-4.6,-8.3
-4.5,-7.9
-4.5,-8.2
-4.5,-8
-4.4,-5.7
2.59,-4.2
205,-4
203,-4
257,-3.9
227,-4.1
172,-3.7
106,-6
31,-7.1
-2.1,-6.9
-4.4,-5.8
-4.4,-3.5
-4.4,-3.7
-4.4,-4
-4.5,-7
-4.5,-7.2
-4.5,-7.1
-4.5,-6.7
-4.5,-3.8
-4.6,-3.6
-4.5,-3.9
-4.5,-3.7
-4.4,-5.3
43.7,-7.2
184,-5.4
295,-4
359,-4.1
391,-3.9
395,-6
370,-7.5
318,-6.4
108,-3.7
23.3,-3.6
-3.1,-3.7
-4.4,-3.7
-4.4,-3.7
-4.4,-3.8
-4.5,-7.3
-4.6,-7.1
-4.6,-7
-4.6,-7.1
-4.6,-4.7
-4.6,-3.6
-4.6,-3.8
-4.5,-3.5
-4.4,-3.6
-4.3,-4
44.3,111
180,525
283,-5.9
354,-5.9
383,-5.9
380,-6.1
277,-6.1
48.4,-6
103,-6
72.4,-6.5
1.23,-6.1
0.0000188,-6.1
0.00000245,-6
0.0000167,-6.1
0.00000496,-6.1
0.00000554,-6.1
0.0000205,-6.1
0.0000257,-6.1
0.00000148,-6.1
0.0000244,-6.1
-0.0000084,-6.2
-0.0000065,-6.3
0.00000781,-6.5
0.00000151,-6.2
-0.00000013,-6.5
-0.000015,51.7
-0.000004,-7.5
0.000000788,15
-0.000005,36.5
175,27.6
350,-6.1
330,-5.8
284,-6.2
475,-5.9
44.1,-5.9
0.0000211,-5.7
0.00000784,-5.8
0.00000463,-5.9
0.0000145,-5.9
0.0000132,-5.9
0.0000296,-6
0.00000836,-6.2
0.000000911,-6.1
0.000015,-6.1
0.0000123,-6.1
0.00000833,-6.1
0.0000087,-6.3
0.0000108,-6.6
27.4,-6.3
84.2,-6.8
479,-5.8
121,-4.1
87.1,-3.5
23.9,-4
29.7,-3.7
-0.93,-4.1
-4.1,-3.7
-4.4,-4.2
-4.4,-4.1
-4.4,-7.7
-4.4,-7.3
-4.4,-7.4
-4.4,-7.7
-4.5,-7.3
-4.5,-7.9
-4.6,-7.6
-4.6,-7.5
-4.6,-7.7
-4.6,-8
-4.5,-7.9
-4.5,-8.1
-4.5,-8.6
-4.4,-8.2
-2.9,-8
1.48,-8.1
31.4,-7.6
162,-7.3
274,-7.6
306,174
282,220
209,232
90.6,-6.9
-0.57,-6.1
-4.4,-6
-4.4,-6.2
-4.4,-6.3
-4.5,-6.6
-4.5,-6.3
-4.5,-3.6
-4.5,-3.9
-4.5,-3.6
-4.5,-4.1
-4.5,-3.6
-4.5,-3.9
-4.4,-3.7
-4.1,-3.9
52.4,515
184,1.45
293,954
355,147
397,61.1
404,81.9
381,73
326,114
239,19.8
42,-5.4
0.0000169,-5.5
0.0000144,-5.6
0.00000354,-5.7
0.00000566,-5.8
0.00000361,-5.8
0.00000866,-5.9
0.00000975,-5.9
-0.000011,-6
-0.0000079,-6
-0.00000069,-6.4
0.000000217,-6
0.0000163,-6.5
0.00000935,-6.1
-0.0000026,-6.5
-0.00082,-6.3
120,-6.2
109,-6.4
54.6,-6.4
203,-6.6
133,-6.6
200,-6.7
249,-6.7
161,-6.6
97.3,-5.2
15.1,-3.5
0.00000715,-3.5
0.000000504,-3.4
0.00000259,-3.5
-0.0000025,-3.5
-0.0000012,-3.7
0.00000796,-3.4
-0.0000012,-3.5
0.000000181,-3.8
-0.0000028,-3.4
-0.00000075,-3.6
-0.00000099,-4.1
-0.0000032,-3.6
0.00000013,-5.3
-0.0000034,-7.1
-0.0000083,-6.9
-0.0000096,-3.6
-0.0000047,-3.9
-0.000019,-3.9
-0.0000051,-3.7
-0.000004,-3.8
0.00000135,-4.1
0.00000279,-3.9
0.0000105,-3.4
0.0000248,-3.5
0.00000502,-3.5
0.00000655,-3.5
0.00000162,-3.4
0.00000691,-3.6
0.0000126,-4.3
0.00000986,-7.1
0.00000102,-7
-0.0000041,-7
0.0000102,-6.9
-0.0000079,-5.2
-0.0000083,-3.5
-0.0000034,-3.7
-0.0000018,-3.8
6.08,-3.5
169,-4
71.2,-3.9
410,-3.9
300,368
33.7,798
0.00000493,235
0.00000806,134
0.000012,123
0.000015,72.2
0.0000153,-6
0.00000569,-6.2
0.00000606,-6.8
-0.0000024,-6.9
0.00000309,-8
0.00000219,-7.3
0.00000604,-4.9
-0.0000025,-5
0.00000241,-5.4
-0.0000011,-5.9
0.00000127,-7.9
0.00000192,-9.1
-0.0000041,-9
-0.000001,-9.2
-0.0000099,-8.7
-3.5,-8.9
-3.6,-9.1
-0.00001,-9.2
-0.000019,-8.8
-0.000017,-8.7
1.08,-8.6
23.5,-9
9.39,-8.4
-1,-8.6
-4.4,-8.7
-4.4,-8.9
-4.4,-8.9
-4.5,-9.1
