Run on a MSNT machine on 12/07/22 10:43:48.
Optimal solution found within time limit:,Yes

interval length (hours),         1.00
operating period length (hours),      8760.00
additional look-ahead (hours),         0.00
output capacity (MW),         0.00
input capacity (MW),      1000.00
storage capacity (MWh),    214725.51
storage capacity (h),       296.58
input efficiency (%),         0.72
output efficiency (%),         1.00
input heat rate (MMBtu/MWh),         0.00
ouptut heat rate (MMBtu/MWh),         0.00
variable O&M cost,         0.00
regulation cost,         0.00
hydrogen use,         1.00

input
LSL limit fraction,         0.00
reg up limit fraction,         0.00
reg down limit fraction,         0.00
spining reserve limit fraction,         0.00
startup cost ($/MW-start), 0.0000000000
minimum run intervals,         0.00

output
LSL limit fraction,         0.00
reg up limit fraction,         0.00
reg down limit fraction,         0.00
spining reserve limit fraction,         0.00
startup cost ($/MW-start), 0.0000000000
minimum run intervals,         0.00

Int,Elec Purchase ($/MWh),Elec Sale ($/MWh),Reg Up ($/MW),Reg Dn ($/MW),Spin Res ($/MW),Nonspin Res ($/MW),Nat Gas ($/MMBTU),Product ($/product unit),Renewable In (MW),Load Profile (MW),Input Cap, Output Cap,Meter ($/mth)
       22.00,       86.11,       48.01,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      513.41,        0.00,        1.00,        1.00,        0.00
       23.00,       86.11,       45.68,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      588.47,        0.00,        1.00,        1.00,        0.00
       24.00,       86.11,       37.83,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      622.33,        0.00,        1.00,        1.00,        0.00
       25.00,       86.11,       36.81,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      624.85,        0.00,        1.00,        1.00,        0.00
       26.00,       86.11,       34.16,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      598.85,        0.00,        1.00,        1.00,        0.00
       27.00,       86.11,       34.12,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      573.99,        0.00,        1.00,        1.00,        0.00
       28.00,       86.11,       32.49,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      494.14,        0.00,        1.00,        1.00,        0.00
       29.00,       86.11,       34.71,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      448.41,        0.00,        1.00,        1.00,        0.00
       30.00,       86.11,       42.78,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      412.34,        0.00,        1.00,        1.00,        0.00
       31.00,       86.11,       38.60,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      341.57,        0.00,        1.00,        1.00,        0.00
       32.00,       86.11,       41.42,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      226.79,        0.00,        1.00,        1.00,        0.00
       33.00,       86.11,       37.44,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      108.67,        0.00,        1.00,        1.00,        0.00
       34.00,       86.11,       32.59,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       68.38,        0.00,        1.00,        1.00,        0.00
       35.00,       86.11,       31.04,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       49.21,        0.00,        1.00,        1.00,        0.00
       36.00,       86.11,       28.42,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       36.62,        0.00,        1.00,        1.00,        0.00
       37.00,       86.11,       27.21,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       38.00,       86.11,       26.13,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       39.00,       86.11,       27.60,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       40.00,       86.11,       31.54,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       41.00,       86.11,       45.82,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       42.00,       86.11,       53.79,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       18.07,        0.00,        1.00,        1.00,        0.00
       43.00,       86.11,       53.45,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      113.14,        0.00,        1.00,        1.00,        0.00
       44.00,       86.11,       48.03,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      402.82,        0.00,        1.00,        1.00,        0.00
       45.00,       86.11,       45.73,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      595.99,        0.00,        1.00,        1.00,        0.00
       46.00,       86.11,       43.08,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      528.79,        0.00,        1.00,        1.00,        0.00
       47.00,       86.11,       45.85,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      308.95,        0.00,        1.00,        1.00,        0.00
       48.00,       86.11,       36.54,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      218.49,        0.00,        1.00,        1.00,        0.00
       49.00,       86.11,       34.39,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      297.07,        0.00,        1.00,        1.00,        0.00
       50.00,       86.11,       32.04,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      342.21,        0.00,        1.00,        1.00,        0.00
       51.00,       86.11,       31.70,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      416.23,        0.00,        1.00,        1.00,        0.00
       52.00,       86.11,       30.91,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      396.31,        0.00,        1.00,        1.00,        0.00
       53.00,       86.11,       31.82,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      472.53,        0.00,        1.00,        1.00,        0.00
       54.00,       86.11,       35.17,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      646.99,        0.00,        1.00,        1.00,        0.00
       55.00,       86.11,       32.34,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      761.69,        0.00,        1.00,        1.00,        0.00
       56.00,       86.11,       32.97,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      673.67,        0.00,        1.00,        1.00,        0.00
       57.00,       86.11,       32.90,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      594.58,        0.00,        1.00,        1.00,        0.00
       58.00,       86.11,       30.01,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      206.34,        0.00,        1.00,        1.00,        0.00
       59.00,       86.11,       28.69,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      106.62,        0.00,        1.00,        1.00,        0.00
       60.00,       86.11,       27.84,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      421.91,        0.00,        1.00,        1.00,        0.00
       61.00,       86.11,       26.89,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      263.53,        0.00,        1.00,        1.00,        0.00
       62.00,       86.11,       24.77,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      229.25,        0.00,        1.00,        1.00,        0.00
       63.00,       86.11,       26.21,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      368.12,        0.00,        1.00,        1.00,        0.00
       64.00,       86.11,       29.52,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      333.58,        0.00,        1.00,        1.00,        0.00
       65.00,       86.11,       42.73,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      244.08,        0.00,        1.00,        1.00,        0.00
       66.00,       86.11,       51.69,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      259.02,        0.00,        1.00,        1.00,        0.00
       67.00,       86.11,       52.70,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      340.57,        0.00,        1.00,        1.00,        0.00
       68.00,       86.11,       47.72,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      379.97,        0.00,        1.00,        1.00,        0.00
       69.00,       86.11,       48.13,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      483.97,        0.00,        1.00,        1.00,        0.00
       70.00,       86.11,       43.04,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      472.45,        0.00,        1.00,        1.00,        0.00
       71.00,       86.11,       39.93,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      363.94,        0.00,        1.00,        1.00,        0.00
       72.00,       86.11,       34.14,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      164.21,        0.00,        1.00,        1.00,        0.00
       73.00,       86.11,       32.86,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       26.14,        0.00,        1.00,        1.00,        0.00
       74.00,       86.11,       30.67,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      136.54,        0.00,        1.00,        1.00,        0.00
       75.00,       86.11,       30.60,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       17.56,        0.00,        1.00,        1.00,        0.00
       76.00,       86.11,       30.34,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       77.00,       86.11,       30.84,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       35.59,        0.00,        1.00,        1.00,        0.00
       78.00,       86.11,       32.05,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       68.17,        0.00,        1.00,        1.00,        0.00
       79.00,       86.11,       31.39,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       87.29,        0.00,        1.00,        1.00,        0.00
       80.00,       86.11,       31.82,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      141.65,        0.00,        1.00,        1.00,        0.00
       81.00,       86.11,       31.24,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       93.69,        0.00,        1.00,        1.00,        0.00
       82.00,       86.11,       29.32,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       81.56,        0.00,        1.00,        1.00,        0.00
       83.00,       86.11,       27.79,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       59.37,        0.00,        1.00,        1.00,        0.00
       84.00,       86.11,       26.55,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       85.00,       86.11,       25.22,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       86.00,       86.11,       23.44,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       87.00,       86.11,       25.70,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       88.00,       86.11,       28.51,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       89.00,       86.11,       41.13,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       90.00,       86.11,       49.41,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       91.00,       86.11,       50.10,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       17.13,        0.00,        1.00,        1.00,        0.00
       92.00,       86.11,       47.42,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        1.05,        0.00,        1.00,        1.00,        0.00
       93.00,       86.11,       46.65,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       94.00,       86.11,       43.72,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       95.00,       86.11,       38.41,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       13.90,        0.00,        1.00,        1.00,        0.00
       96.00,       86.11,       33.24,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       25.35,        0.00,        1.00,        1.00,        0.00
       97.00,       86.11,       31.03,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       98.00,       86.11,       28.21,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
       99.00,       86.11,       28.13,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
      100.00,       86.11,       27.77,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
      101.00,       86.11,       31.10,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
      102.00,       86.11,       34.80,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
      103.00,       86.11,       46.50,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
      104.00,       86.11,       54.38,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
      105.00,       86.11,       47.21,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
      106.00,       86.11,       38.03,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
      107.00,       86.11,       33.49,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       27.67,        0.00,        1.00,        1.00,        0.00
      108.00,       86.11,       31.66,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       13.12,        0.00,        1.00,        1.00,        0.00
      109.00,       86.11,       30.88,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       31.85,        0.00,        1.00,        1.00,        0.00
      110.00,       86.11,       29.66,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       45.91,        0.00,        1.00,        1.00,        0.00
      111.00,       86.11,       31.28,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       55.24,        0.00,        1.00,        1.00,        0.00
      112.00,       86.11,       33.64,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       33.77,        0.00,        1.00,        1.00,        0.00
      113.00,       86.11,       48.86,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       17.80,        0.00,        1.00,        1.00,        0.00
      114.00,       86.11,       57.15,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       27.43,        0.00,        1.00,        1.00,        0.00
      115.00,       86.11,       59.45,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       28.25,        0.00,        1.00,        1.00,        0.00
      116.00,       86.11,       51.73,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       23.67,        0.00,        1.00,        1.00,        0.00
      117.00,       86.11,       51.06,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       37.82,        0.00,        1.00,        1.00,        0.00
      118.00,       86.11,       47.55,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       30.07,        0.00,        1.00,        1.00,        0.00
      119.00,       86.11,       44.21,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       34.89,        0.00,        1.00,        1.00,        0.00
      120.00,       86.11,       35.35,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       56.50,        0.00,        1.00,        1.00,        0.00
      121.00,       86.11,       30.99,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       77.70,        0.00,        1.00,        1.00,        0.00
      122.00,       86.11,       29.37,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      154.84,        0.00,        1.00,        1.00,        0.00
      123.00,       86.11,       28.15,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      224.58,        0.00,        1.00,        1.00,        0.00
      124.00,       86.11,       28.45,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      188.51,        0.00,        1.00,        1.00,        0.00
      125.00,       86.11,       30.83,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      240.12,        0.00,        1.00,        1.00,        0.00
      126.00,       86.11,       37.90,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      650.02,        0.00,        1.00,        1.00,        0.00
      127.00,       86.11,       43.79,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      128.00,       86.11,       45.58,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      129.00,       86.11,       39.79,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      130.00,       86.11,       32.38,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      131.00,       86.11,       27.03,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      205.85,        0.00,        1.00,        1.00,        0.00
      132.00,       86.11,       25.27,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      131.61,        0.00,        1.00,        1.00,        0.00
      133.00,       86.11,       30.52,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      127.81,        0.00,        1.00,        1.00,        0.00
      134.00,       86.11,       23.72,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       72.63,        0.00,        1.00,        1.00,        0.00
      135.00,       86.11,       27.90,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       36.11,        0.00,        1.00,        1.00,        0.00
      136.00,       86.11,       33.74,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       23.37,        0.00,        1.00,        1.00,        0.00
      137.00,       86.11,       44.56,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,        0.00,        0.00,        1.00,        1.00,        0.00
      138.00,       86.11,       56.91,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       34.73,        0.00,        1.00,        1.00,        0.00
      139.00,       86.11,       55.77,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      195.08,        0.00,        1.00,        1.00,        0.00
      140.00,       86.11,       51.18,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      308.25,        0.00,        1.00,        1.00,        0.00
      141.00,       86.11,       49.79,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      315.40,        0.00,        1.00,        1.00,        0.00
      142.00,       86.11,       43.81,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      392.82,        0.00,        1.00,        1.00,        0.00
      143.00,       86.11,       41.62,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      495.78,        0.00,        1.00,        1.00,        0.00
      144.00,       86.11,       35.50,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      624.09,        0.00,        1.00,        1.00,        0.00
      145.00,       86.11,       27.05,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      647.81,        0.00,        1.00,        1.00,        0.00
      146.00,       86.11,       27.00,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      702.39,        0.00,        1.00,        1.00,        0.00
      147.00,       86.11,       26.81,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      148.00,       86.11,       26.64,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      149.00,       86.11,       27.98,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      150.00,       86.11,       32.01,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      151.00,       86.11,       39.63,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      152.00,       86.11,       42.85,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      153.00,       86.11,       36.37,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      154.00,       86.11,       27.95,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      808.73,        0.00,        1.00,        1.00,        0.00
      155.00,       86.11,       25.09,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      351.22,        0.00,        1.00,        1.00,        0.00
      156.00,       86.11,       23.36,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      358.24,        0.00,        1.00,        1.00,        0.00
      157.00,       86.11,       22.62,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      336.60,        0.00,        1.00,        1.00,        0.00
      158.00,       86.11,       22.73,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      298.46,        0.00,        1.00,        1.00,        0.00
      159.00,       86.11,       25.70,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      376.59,        0.00,        1.00,        1.00,        0.00
      160.00,       86.11,       29.99,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      415.68,        0.00,        1.00,        1.00,        0.00
      161.00,       86.11,       41.18,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      491.83,        0.00,        1.00,        1.00,        0.00
      162.00,       86.11,       55.16,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      541.20,        0.00,        1.00,        1.00,        0.00
      163.00,       86.11,       49.70,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      629.45,        0.00,        1.00,        1.00,        0.00
      164.00,       86.11,       46.39,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      165.00,       86.11,       44.24,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      166.00,       86.11,       40.27,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      167.00,       86.11,       38.32,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      168.00,       86.11,       32.22,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      169.00,       86.11,       28.10,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      170.00,       86.11,       27.68,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      171.00,       86.11,       27.28,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      172.00,       86.11,       26.65,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      810.22,        0.00,        1.00,        1.00,        0.00
      173.00,       86.11,       28.10,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      639.41,        0.00,        1.00,        1.00,        0.00
      174.00,       86.11,       31.64,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      763.09,        0.00,        1.00,        1.00,        0.00
      175.00,       86.11,       38.83,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      560.43,        0.00,        1.00,        1.00,        0.00
      176.00,       86.11,       41.26,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      605.96,        0.00,        1.00,        1.00,        0.00
      177.00,       86.11,       37.08,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      574.17,        0.00,        1.00,        1.00,        0.00
      178.00,       86.11,       29.52,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      322.28,        0.00,        1.00,        1.00,        0.00
      179.00,       86.11,       27.81,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      178.02,        0.00,        1.00,        1.00,        0.00
      180.00,       86.11,       23.64,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,      102.21,        0.00,        1.00,        1.00,        0.00
      181.00,       86.11,       22.80,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       73.18,        0.00,        1.00,        1.00,        0.00
      182.00,       86.11,       23.34,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       55.10,        0.00,        1.00,        1.00,        0.00
      183.00,       86.11,       25.57,        0.00,        0.00,        0.00,        0.00,        1.00,        2.01,       99.48,        0.00,        1.00,        1.00,        0.00
