UID,fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt,mu_Sf,mu_St,mu_angmin,mu_angmax,branch_device_type
31,1068,1016,0.02773,0.15837,0.0238,98,0,0,0,0,1,0,0,-13.65,-21.62,13.82,20.15,0,0,0,0,Line
32,1018,1017,0.03227,0.07887,0.01033,98,0,0,0,0,1,0,0,26,-6.1,-25.78,5.62,0,0,0,0,Line
33,1017,1029,0.03244,0.14188,0.02161,163.9,0,0,0,0,1,0,0,37.19,-31.71,-36.43,32.81,0,0,0,0,Line
34,1037,1017,0.00752,0.03352,0.00491,221,0,0,0,0,1,0,0,-55.92,-5.11,56.17,5.7,0,0,0,0,Line
35,1047,1017,0.036,0.156,0.024,150,0,0,0,0,1,0,0,88.7,-5.59,-85.92,15.19,0,0,0,0,Line
36,1024,1018,0.01094,0.06572,0.00892,98,0,0,0,0,1,0,0,26.15,-6.49,-26.07,6.08,0,0,0,0,Line
37,1019,1040,0.04978,0.20651,0.03504,149,0,0,0,0,1,0,0,-13.42,13.57,13.61,-16.39,0,0,0,0,Line
38,1019,1045,0.01522,0.0372,0.00487,287.3,0,0,0,0,1,0,0,108.25,30.63,-106.43,-26.69,0,0,0,0,Line
39,1019,1071,0.0044,0.028,0.0054,225,0,0,0,0,1,0,0,-46.24,103.08,46.77,-100.25,0,0,0,0,Line
40,1071,1019,0.0044,0.028,0.0054,225,0,0,0,0,1,0,0,46.77,-100.25,-46.24,103.08,0,0,0,0,Line
41,1019,1084,0.03,0.16,0.025,330,0,0,0,0,1,0,0,-64.13,9.51,65.32,-5.8,0,0,0,0,Line
42,1021,1020,0.00327,0.07812,0,250,0,0,1,0,1,0,0,149.63,-28.73,-148.88,46.65,0,0,0,0,Transformer
43,1025,1020,0.00828,0.03434,0.00583,149,0,0,0,0,1,0,0,50.74,-29.09,-50.47,29.59,0,0,0,0,Line
44,1084,1020,0.01056,0.06337,0.0086,221,0,0,0,0,1,0,0,-33.49,16.89,33.63,-16.97,0,0,0,0,Line
45,1020,3059,0.0189,0.06,0.006,300,0,0,0,0,1,0,0,64.15,5.43,-63.41,-3.72,0,0,0,0,Line
46,1020,3130,0.00996,0.06938,0.01134,221,0,0,0,0,1,0,0,101.57,10.96,-100.59,-5.31,0,0,0,0,Line
47,1023,1022,0.00535,0.11733,0,250,0,0,1,0,1,0,0,135,-1.36,-134.04,22.32,0,0,0,0,Transformer
48,1022,1028,0.01433,0.09253,0.01765,221,0,0,0,0,1,0,0,29.59,-8.68,-29.46,7.69,0,0,0,0,Line
49,1022,1028,0.01433,0.09253,0.01765,221,0,0,0,0,1,0,0,29.59,-8.68,-29.46,7.69,0,0,0,0,Line
50,1024,1090,0.01414,0.06303,0.00924,149,0,0,0,0,1,0,0,-89.19,-11.37,90.34,15.52,0,0,0,0,Line
51,1026,1025,0.0042,0.18046,0,200,0,0,1,0,1,0,0,93.15,-7.89,-92.78,23.66,0,0,0,0,Transformer
52,1027,1045,0.02505,0.10957,0.01669,221,0,0,0,0,1,0,0,-18.44,28.63,18.72,-29.11,0,0,0,0,Line
53,1056,1027,0.03121,0.0763,0.00999,250,0,0,0,0,1,0,0,85.2,-31.92,-82.77,36.79,0,0,0,0,Line
54,1028,3109,0.00428,0.01875,0.00286,250,0,0,0,0,1,0,0,48.9,-18.21,-48.79,18.4,0,0,0,0,Line
55,1029,1056,0.02054,0.11733,0.01763,221,0,0,0,0,1,0,0,-46.75,8.55,47.19,-7.9,0,0,0,0,Line
56,1030,1038,0.07404,0.42285,0.06354,98,0,0,0,0,1,0,0,-23.59,1.38,24,-5.7,0,0,0,0,Line
57,1083,1030,0.06537,0.37334,0.0561,98,0,0,0,0,1,0,0,16.85,-3.36,-16.67,-1.54,0,0,0,0,Line
58,1033,1032,0.00283,0.06758,0,187,0,0,1,0,1,0,0,-119.99,40.58,120.41,-30.36,0,0,0,0,Transformer
59,1032,1036,0.01956,0.11746,0.01594,127.4,0,0,0,0,1,0,0,3.77,5.11,-3.76,-6.67,0,0,0,0,Line
60,1038,1032,0.045,0.11,0.015,155,0,0,0,0,1,0,0,70.51,-12.37,-68.32,16.16,0,0,0,0,Line
61,1033,1081,0.003,0.031,0.059,548,0,0,0,0,1,0,0,101.33,-11.28,-101.03,8.04,0,0,0,0,Line
62,1033,3050,0.0139,0.136,0.262,647,0,0,0,0,1,0,0,227.16,-3.6,-220.39,42.08,0,0,0,0,Line
63,1035,1034,0.00438,0.08496,0,130,0,0,1,0,1,0,0,67.5,-12.96,-67.29,16.97,0,0,0,0,Transformer
64,1067,1034,0.00795,0.04771,0.00647,98,0,0,0,0,1,0,0,-50.25,-4.12,50.45,4.66,0,0,0,0,Line
65,1088,1036,0.02065,0.11793,0.01772,98,0,0,0,0,1,0,0,9.86,-4.46,-9.84,2.82,0,0,0,0,Line
66,1037,1071,0.00669,0.04319,0.00824,300,0,0,0,0,1,0,0,-46.31,-23.86,46.5,24.22,0,0,0,0,Line
67,1039,1038,0.00201,0.08591,0,200,0,0,1,0,1,0,0,110.63,-21.24,-110.38,32.04,0,0,0,0,Transformer
68,1082,1038,0.01115,0.04969,0.00729,149,0,0,0,0,1,0,0,61.38,-9.07,-60.97,10.11,0,0,0,0,Line
69,1083,1038,0.01,0.05,0.007,221,0,0,0,0,1,0,0,-76.23,26.41,76.84,-24.08,0,0,0,0,Line
70,1040,1090,0.02991,0.13329,0.01955,149,0,0,0,0,1,0,0,-57.97,3.82,58.97,-1.37,0,0,0,0,Line
71,1042,1041,0.00419,0.11123,0,145,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
72,1043,1041,0.003,0.12844,0,95,0,0,1,0,1,0,0,44.1,-4.93,-44.04,7.46,0,0,0,0,Transformer
73,1065,1041,0.00386,0.02203,0.00331,98,0,0,0,0,1,0,0,15.96,8.54,-15.94,-8.8,0,0,0,0,Line
74,1041,1067,0.00393,0.01722,0.00262,149,0,0,0,0,1,0,0,59.98,1.34,-59.84,-0.99,0,0,0,0,Line
75,1044,3019,0.03857,0.17192,0.02521,149,0,0,0,0,1,0,0,46.87,-16.89,-45.97,18.29,0,0,0,0,Line
76,3130,1044,0.02731,0.19029,0.03111,221,0,0,0,0,1,0,0,62.61,-8.61,-61.56,12.73,0,0,0,0,Line
77,1045,1064,0.00545,0.03794,0.0062,221,0,0,0,0,1,0,0,-10.85,27.87,10.9,-28.15,0,0,0,0,Line
78,1087,1046,0.03262,0.14269,0.02173,149,0,0,0,0,1,0,0,78.22,-14.58,-76.29,20.74,0,0,0,0,Line
79,1046,3009,0.05654,0.23454,0.0398,149,0,0,0,0,1,0,0,65.2,-9.97,-62.9,15.31,0,0,0,0,Line
80,1048,1047,0.00335,0.06576,0,390,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
81,1049,1047,0.00276,0.11783,0,390,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
82,1050,1047,0.00313,0.09941,0,124,0,0,1,0,1,0,0,89.27,-9.92,-89.02,17.93,0,0,0,0,Transformer
83,1051,1047,0.0056,0.1283,0,117,0,0,1,0,1,0,0,89.27,-7.94,-88.82,18.25,0,0,0,0,Transformer
84,1052,1047,0.00368,0.0826,0,110,0,0,1,0,1,0,0,89.27,-9.92,-88.97,16.53,0,0,0,0,Transformer
85,1053,1047,0.0023,0.08808,0,250,0,0,1,0,1,0,0,-81.52,22.21,81.68,-16.25,0,0,0,0,Transformer
86,1047,1085,0.00947,0.06117,0.01167,221,0,0,0,0,1,0,0,54.77,-14.78,-54.47,15.49,0,0,0,0,Line
87,1053,1081,0.003,0.03,0.06,548,0,0,0,0,1,0,0,81.52,-22.21,-81.32,17.87,0,0,0,0,Line
88,1054,1056,0.02202,0.09633,0.01467,149,0,0,0,0,1,0,0,-14.46,-15.06,14.55,13.92,0,0,0,0,Line
89,1089,1054,0.08737,0.21357,0.02796,98,0,0,0,0,1,0,0,0.66,-13.3,-0.53,10.82,0,0,0,0,Line
90,1055,1089,0.04982,0.12179,0.01595,176.4,0,0,0,0,1,0,0,42.13,-1.25,-41.26,1.8,0,0,0,0,Line
91,1057,1056,0.00315,0.1312,0,160,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
92,1056,1061,0.02267,0.12946,0.01945,150,0,0,0,0,1,0,0,-58.57,24.47,59.44,-21.52,0,0,0,0,Line
93,1056,1065,0.02269,0.12962,0.01948,250,0,0,0,0,1,0,0,-88.37,36.67,90.34,-27.42,0,0,0,0,Line
94,1059,1058,0.02655,0.46187,0,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
95,1060,1058,0.00894,0.38854,0,27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
96,1069,1058,0.0074,0.05155,0.00843,221,0,0,0,0,1,0,0,87.47,-7.27,-86.93,10.13,0,0,0,0,Line
97,1069,1058,0.0074,0.05155,0.00843,221,0,0,0,0,1,0,0,87.47,-7.27,-86.93,10.13,0,0,0,0,Line
98,1058,1087,0.01573,0.10956,0.01791,221,0,0,0,0,1,0,0,80.21,-12.03,-79.23,16.95,0,0,0,0,Line
99,1058,1087,0.01573,0.10956,0.01791,221,0,0,0,0,1,0,0,80.21,-12.03,-79.23,16.95,0,0,0,0,Line
100,1062,1061,0.0163,0.31787,0,29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
101,1063,1061,0.00567,0.10409,0,260,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
102,1061,3042,0.054,0.18,0.028,221,0,0,0,0,1,0,0,16.04,-3.61,-15.9,1.2,0,0,0,0,Line
103,1066,1065,0.00508,0.12315,0,200,0,0,1,0,1,0,0,106.88,-4.79,-106.3,18.88,0,0,0,0,Transformer
104,1088,1068,0.02962,0.16921,0.02543,98,0,0,0,0,1,0,0,46.39,-3.66,-45.75,4.79,0,0,0,0,Line
105,1070,1069,0.00297,0.07,0,220,0,0,1,0,1,0,0,120.38,16.42,-119.97,-6.87,0,0,0,0,Transformer
106,1082,1069,0.02137,0.0952,0.01396,149,0,0,0,0,1,0,0,51.12,-12.53,-50.56,13.54,0,0,0,0,Line
107,1072,1071,0.00529,0.08551,0,240,0,0,1,0,1,0,0,191.85,10.71,-189.93,20.24,0,0,0,0,Transformer
108,1073,1071,0.00499,0.14254,0,240,0,0,1,0,1,0,0,191.85,23.64,-190.02,28.56,0,0,0,0,Transformer
109,1074,1071,0.00575,0.12453,0,240,0,0,1,0,1,0,0,191.85,18.7,-189.75,26.65,0,0,0,0,Transformer
110,1075,1071,0.00373,0.09967,0,240,0,0,1,0,1,0,0,191.85,17.01,-190.49,19.23,0,0,0,0,Transformer
111,1076,1071,0.00141,0.04937,0,230,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
112,1077,1071,0.00641,0.12047,0,230,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
113,1078,1071,0.00533,0.19087,0,137,0,0,1,0,1,0,0,95.36,9.08,-94.88,8.09,0,0,0,0,Transformer
114,1079,1071,0.00013,0.046,0,2000,0,0,1,0,1,0,0,-633.23,130.28,633.75,54.34,0,0,0,0,Transformer
115,1080,1071,0.01206,0.20208,0,136,0,0,1,0,1,0,0,95.36,6.37,-94.28,11.73,0,0,0,0,Transformer
116,1081,1071,0.00167,0.0665,0,350,0,0,1,0,1,0,0,72.47,40.06,-72.36,-35.76,0,0,0,0,Transformer
117,3048,1079,0.0013,0.015,1.02,2300,0,0,0,0,1,0,0,-411.33,38.06,413.52,-119.67,0,0,0,0,Line
118,3048,1079,0.0013,0.015,1.02,2300,0,0,0,0,1,0,0,-411.33,38.06,413.52,-119.67,0,0,0,0,Line
119,1081,3058,0.0091,0.089,0.171,548,0,0,0,0,1,0,0,109.89,-20.58,-108.84,12.6,0,0,0,0,Line
120,1084,3130,0.02049,0.09131,0.01339,221,0,0,0,0,1,0,0,54.79,13.5,-54.17,-12.19,0,0,0,0,Line
121,1085,1086,0.03392,0.14838,0.0226,149,0,0,0,0,1,0,0,25.22,-16.09,-24.94,14.96,0,0,0,0,Line
122,1090,1085,0.02018,0.13786,0.02346,221,0,0,0,0,1,0,0,-7.94,3.11,7.95,-5.44,0,0,0,0,Line
123,2029,1091,0.0389,0.17144,0.0798,187,0,0,0,0,1,0,0,-19.83,-4.83,19.98,-2.94,0,0,0,0,Line
124,1091,2048,0.02193,0.09667,0.045,187,0,0,0,0,1,0,0,8.24,-4.12,-8.23,-0.6,0,0,0,0,Line
125,2098,1091,0.00554,0.02443,0.01137,187,0,0,0,0,1,0,0,39.92,-4.61,-39.84,3.77,0,0,0,0,Line
126,2022,2001,0.00839,0.03697,0.01721,187,0,0,0,0,1,0,0,65.82,6.74,-65.47,-6.93,0,0,0,0,Line
127,2027,2001,0.00955,0.04062,0.02032,187,0,0,0,0,1,0,0,-17.08,4.83,17.11,-6.77,0,0,0,0,Line
128,2003,2002,0.0003,0.01986,0,981,0,0,1,0,1,0,0,-203.56,16.71,203.68,-8.78,0,0,0,0,Transformer
129,2004,2002,0.00022,0.01466,0,635,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
130,2005,2002,0.00033,0.01714,0,645,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
131,2006,2002,0.00036,0.02679,0,636,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
132,2021,2002,0.00097,0.01175,0.78032,2295,0,0,0,0,1,0,0,725.68,-84.58,-720.74,63.31,0,0,0,0,Line
133,2002,2101,0.00031,0.0037,0.24573,2020,0,0,0,0,1,0,0,517.06,-54.53,-516.26,38.5,0,0,0,0,Line
134,2038,2003,0.00353,0.02067,0.01032,251,0,0,0,0,1,0,0,-42.06,-9.63,42.12,8.93,0,0,0,0,Line
135,2003,2047,0.0013,0.0099,0.0052,310,0,0,0,0,1,0,0,161.44,-25.64,-161.11,27.62,0,0,0,0,Line
136,2007,2114,0.00888,0.05207,0.026,251,0,0,0,0,1,0,0,-75.26,-1.75,75.75,1.98,0,0,0,0,Line
137,2007,2122,0.00861,0.03661,0.01831,187,0,0,0,0,1,0,0,65.72,-0.96,-65.35,0.65,0,0,0,0,Line
138,2014,2008,0.02253,0.09931,0.04623,187,0,0,0,0,1,0,0,-8.86,0.58,8.87,-5.25,0,0,0,0,Line
139,2008,2052,0.01877,0.08271,0.0385,187,0,0,0,0,1,0,0,-16.94,2.97,16.99,-6.67,0,0,0,0,Line
140,2009,2049,0.01224,0.07176,0.03583,251,0,0,0,0,1,0,0,-102.36,27.34,103.67,-23.46,0,0,0,0,Line
141,2009,2082,0.00735,0.03126,0.01563,187,0,0,0,0,1,0,0,-9.03,69.51,9.38,-69.65,0,0,0,0,Line
142,2109,2009,0.00725,0.03084,0.01542,250,0,0,0,0,1,0,0,-71.83,-31.36,72.26,31.57,0,0,0,0,Line
143,2061,2010,0.02439,0.10748,0.05003,187,0,0,0,0,1,0,0,-15.05,-3.5,15.1,-1.55,0,0,0,0,Line
144,2010,2079,0.02061,0.09083,0.04228,187,0,0,0,0,1,0,0,-32.34,3.99,32.55,-7.55,0,0,0,0,Line
145,2010,2091,0.02461,0.10467,0.05235,187,0,0,0,0,1,0,0,-39.56,11.9,39.97,-15.67,0,0,0,0,Line
146,2012,2011,0.00044,0.03546,0,461,0,0,1,0,1,0,0,113.9,-26.45,-113.84,31.11,0,0,0,0,Transformer
147,2013,2011,0.00043,0.02897,0,412,0,0,1,0,1,0,0,150.45,-28.89,-150.35,35.41,0,0,0,0,Transformer
148,2127,2011,0.00108,0.01307,0.86827,2020,0,0,0,0,1,0,0,-263.48,-16.93,264.2,-66.52,0,0,0,0,Line
149,2012,2041,0.01245,0.05297,0.02649,187,0,0,0,0,1,0,0,-72.16,15.86,72.82,-15.81,0,0,0,0,Line
150,2012,2052,0.02008,0.08851,0.0412,187,0,0,0,0,1,0,0,42.17,-2.38,-41.83,-0.37,0,0,0,0,Line
151,2093,2012,0.01029,0.04536,0.02111,187,0,0,0,0,1,0,0,-33.52,12.5,33.64,-14.13,0,0,0,0,Line
152,2012,2123,0.00995,0.0423,0.02115,251,0,0,0,0,1,0,0,-117.56,27.1,118.96,-23.37,0,0,0,0,Line
153,2014,2029,0.01859,0.07908,0.03955,187,0,0,0,0,1,0,0,-16.57,-7.79,16.63,3.92,0,0,0,0,Line
154,2015,2037,0.00862,0.03799,0.01769,187,0,0,0,0,1,0,0,8.62,-32.35,-8.53,30.9,0,0,0,0,Line
155,5014,2015,0.00961,0.04237,0.01972,187,0,0,0,0,1,0,0,13.42,-32.54,-13.3,31.02,0,0,0,0,Line
156,2043,2016,0.00593,0.02614,0.01217,187,0,0,0,0,1,0,0,23.09,2,-23.06,-3.14,0,0,0,0,Line
157,2069,2016,0.0084,0.03705,0.01725,187,0,0,0,0,1,0,0,46.4,15.52,-46.21,-16.49,0,0,0,0,Line
158,2018,2017,0.00048,0.05045,0,271,0,0,1,0,1,0,0,33.38,-10.61,-33.37,11.2,0,0,0,0,Transformer
159,2019,2017,0.0002,0.01182,0,454,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
160,2017,2096,0.00253,0.03068,2.03836,2020,0,0,0,0,1,0,0,-279.05,-73.59,280.94,-119.79,0,0,0,0,Line
161,2017,2127,0.00089,0.01081,0.71846,2020,0,0,0,0,1,0,0,212.42,-54.58,-212.04,-17.03,0,0,0,0,Line
162,2018,2093,0.01163,0.05125,0.02386,187,0,0,0,0,1,0,0,-33.38,10.61,33.52,-12.5,0,0,0,0,Line
163,2045,2020,0.00097,0.00548,0.00295,310,0,0,0,0,1,0,0,-165.91,23,166.19,-21.76,0,0,0,0,Line
164,2055,2020,0.00102,0.00744,0.00422,409,0,0,0,0,1,0,0,214.63,-5.18,-214.16,8.17,0,0,0,0,Line
165,2022,2021,0.00034,0.01888,0,867,0,0,1,0,1,0,0,-181.95,-10.66,182.06,16.74,0,0,0,0,Transformer
166,2023,2021,0.00054,0.03406,0,319,0,0,1,0,1,0,0,83.21,3.63,-83.17,-1.36,0,0,0,0,Transformer
167,2024,2021,0.00036,0.02425,0,391,0,0,1,0,1,0,0,166.42,6.12,-166.33,0.34,0,0,0,0,Transformer
168,2113,2021,0.0001,0.00124,0.08207,2020,0,0,0,0,1,0,0,658.66,-72.13,-658.24,68.86,0,0,0,0,Line
169,2022,2040,0.02207,0.09391,0.04697,187,0,0,0,0,1,0,0,12.62,-2.79,-12.59,-1.9,0,0,0,0,Line
170,2064,2022,0.00558,0.03156,0.01697,251,0,0,0,0,1,0,0,-91.48,-2.57,91.94,3.42,0,0,0,0,Line
171,2025,2055,0.0023,0.01016,0.00473,187,0,0,0,0,1,0,0,-31.68,-27.24,31.72,26.94,0,0,0,0,Line
172,2067,2025,0.00317,0.014,0.00651,187,0,0,0,0,1,0,0,7.95,-16.62,-7.94,16.01,0,0,0,0,Line
173,2058,2026,0.02475,0.10526,0.05264,187,0,0,0,0,1,0,0,63.89,-12.5,-62.9,11.25,0,0,0,0,Line
174,2128,2026,0.01207,0.05318,0.02475,187,0,0,0,0,1,0,0,-44.08,15.07,44.33,-16.51,0,0,0,0,Line
175,2027,2090,0.01692,0.07455,0.0347,187,0,0,0,0,1,0,0,13.52,-5.84,-13.49,2.46,0,0,0,0,Line
176,2028,2045,0.00363,0.02129,0.01063,251,0,0,0,0,1,0,0,-142.53,32.89,143.31,-29.41,0,0,0,0,Line
177,2028,2109,0.01026,0.0452,0.02104,250,0,0,0,0,1,0,0,-37.83,-23.06,38.02,21.78,0,0,0,0,Line
178,2112,2028,0.00369,0.02161,0.01079,310,0,0,0,0,1,0,0,-165.1,18.77,166.12,-13.87,0,0,0,0,Line
179,2030,2106,0.0118,0.05199,0.0242,187,0,0,0,0,1,0,0,65.53,-19.93,-64.98,19.94,0,0,0,0,Line
180,2122,2030,0.00737,0.0432,0.02157,251,0,0,0,0,1,0,0,113.62,-3.19,-112.68,6.57,0,0,0,0,Line
181,2031,2048,0.02398,0.10567,0.04919,187,0,0,0,0,1,0,0,35.95,-13.51,-35.63,9.71,0,0,0,0,Line
182,2031,2087,0.02177,0.09259,0.04631,187,0,0,0,0,1,0,0,-41.72,11.87,42.12,-15.04,0,0,0,0,Line
183,2032,2114,0.01097,0.04834,0.0225,187,0,0,0,0,1,0,0,-58.77,0.75,59.14,-1.43,0,0,0,0,Line
184,2122,2032,0.01414,0.06232,0.02901,187,0,0,0,0,1,0,0,-54.99,0.63,55.42,-1.7,0,0,0,0,Line
185,2129,2033,0.00522,0.02298,0.0107,187,0,0,0,0,1,0,0,-36.99,17.22,37.08,-17.91,0,0,0,0,Line
186,2033,5288,0.00925,0.03935,0.01968,187,0,0,0,0,1,0,0,-50.65,14.07,50.91,-14.94,0,0,0,0,Line
187,2034,2043,0.00439,0.01867,0.00934,187,0,0,0,0,1,0,0,27.36,2.36,-27.33,-3.2,0,0,0,0,Line
188,2046,2034,0.00468,0.01993,0.00997,187,0,0,0,0,1,0,0,32.75,3.03,-32.7,-3.87,0,0,0,0,Line
189,2035,2066,0.01411,0.08272,0.04131,251,0,0,0,0,1,0,0,-62.31,12.01,62.86,-13.11,0,0,0,0,Line
190,2035,2091,0.01863,0.10528,0.05663,251,0,0,0,0,1,0,0,57.63,-13.34,-57.02,10.84,0,0,0,0,Line
191,2036,2055,0.00216,0.0092,0.0046,300,0,0,0,0,1,0,0,-90.18,47.77,90.41,-47.28,0,0,0,0,Line
192,2036,2082,0.00236,0.01003,0.00502,250,0,0,0,0,1,0,0,48.6,-59.55,-48.46,59.62,0,0,0,0,Line
193,2037,2065,0.00415,0.02434,0.01216,251,0,0,0,0,1,0,0,139.9,-36.47,-139.07,40,0,0,0,0,Line
194,2110,2037,0.00307,0.01798,0.00898,251,0,0,0,0,1,0,0,135.4,-2.42,-134.87,4.58,0,0,0,0,Line
195,2081,2038,0.00639,0.03748,0.01871,251,0,0,0,0,1,0,0,-39.35,-10.23,39.45,8.9,0,0,0,0,Line
196,2039,2086,0.00845,0.03725,0.01734,187,0,0,0,0,1,0,0,-52.43,8.31,52.66,-8.99,0,0,0,0,Line
197,5285,2039,0.00569,0.03334,0.01665,251,0,0,0,0,1,0,0,23.23,-8.47,-23.19,7.01,0,0,0,0,Line
198,2039,5455,0.00371,0.02173,0.01085,251,0,0,0,0,1,0,0,70.06,-16.9,-69.87,16.94,0,0,0,0,Line
199,2040,2114,0.02335,0.09932,0.04967,187,0,0,0,0,1,0,0,-30.79,1.77,31.01,-5.95,0,0,0,0,Line
200,2121,2040,0.00894,0.03938,0.01833,187,0,0,0,0,1,0,0,-27.41,2.79,27.47,-4.38,0,0,0,0,Line
201,2042,2041,0.00216,0.07846,0,114,0,0,1,0,1,0,0,59.7,-11.46,-59.62,14.29,0,0,0,0,Transformer
202,2041,2058,0.0136,0.05786,0.02893,187,0,0,0,0,1,0,0,-13.19,1.52,13.22,-4.44,0,0,0,0,Line
203,2065,2044,0.01021,0.04497,0.02093,187,0,0,0,0,1,0,0,-4.29,15.56,4.32,-17.64,0,0,0,0,Line
204,2044,2102,0.01465,0.06453,0.03004,187,0,0,0,0,1,0,0,-31.73,9.88,31.89,-12.31,0,0,0,0,Line
205,2063,2046,0.00363,0.02051,0.01103,251,0,0,0,0,1,0,0,54.99,8.74,-54.88,-9.3,0,0,0,0,Line
206,2092,2047,0.00376,0.02203,0.011,251,0,0,0,0,1,0,0,-145.35,35.41,146.15,-31.86,0,0,0,0,Line
