UID,fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt,mu_Sf,mu_St,mu_angmin,mu_angmax,branch_device_type
1703,6037,6036,0.00033,0.0183,0,467,0,0,1,0,1,0,0,-261.93,-11.1,262.15,23.39,0,0,0,0,Transformer
1704,6037,6036,0.00033,0.0183,0,467,0,0,1,0,1,0,0,-261.93,-11.1,262.15,23.39,0,0,0,0,Transformer
1705,6036,6067,0.00172,0.01789,0.06095,750,0,0,0,0,1,0,0,-235.37,-7.32,236.29,10.61,0,0,0,0,Line
1706,6036,6142,0.00123,0.01275,0.04344,750,0,0,0,0,1,0,0,-290.66,-17.79,291.67,23.76,0,0,0,0,Line
1707,6036,6142,0.00123,0.01275,0.04344,750,0,0,0,0,1,0,0,-290.66,-17.79,291.67,23.76,0,0,0,0,Line
1708,6287,6036,0.00203,0.01984,0.03818,548,0,0,0,0,1,0,0,-65.09,-4.12,65.18,1,0,0,0,0,Line
1709,6036,6334,0.00352,0.02515,0.04586,443,0,0,0,0,1,0,0,-34.95,-28.26,35.02,23.96,0,0,0,0,Line
1710,6094,6037,0.00228,0.01555,0.00264,221,0,0,0,0,1,0,0,-125.35,12.23,125.71,-10.09,0,0,0,0,Line
1711,6094,6037,0.00228,0.01555,0.00264,221,0,0,0,0,1,0,0,-125.35,12.23,125.71,-10.09,0,0,0,0,Line
1712,6220,6037,0.00245,0.01672,0.00284,221,0,0,0,0,1,0,0,-128.55,-1.46,128.95,3.89,0,0,0,0,Line
1713,6220,6037,0.00245,0.01672,0.00284,221,0,0,0,0,1,0,0,-128.55,-1.46,128.95,3.89,0,0,0,0,Line
1714,6220,6037,0.00245,0.01672,0.00284,221,0,0,0,0,1,0,0,-128.55,-1.46,128.95,3.89,0,0,0,0,Line
1715,6039,6038,0.00027,0.0133,0,1269,0,0,1,0,1,0,0,-522.25,-97.42,522.99,133.98,0,0,0,0,Transformer
1716,6041,6038,0.0004,0.02009,0,296,0,0,1,0,1,0,0,0,20.48,0,-20.4,0,0,0,0,Transformer
1717,6042,6038,0.00042,0.03102,0,479,0,0,1,0,1,0,0,0,34.46,0,-34.12,0,0,0,0,Transformer
1718,6038,6066,0.00105,0.01278,0.84902,2020,0,0,0,0,1,0,0,-316.65,9.12,317.67,-86.47,0,0,0,0,Line
1719,6254,6038,0.00024,0.00295,0.19592,2020,0,0,0,0,1,0,0,305.45,-158.4,-305.19,140.92,0,0,0,0,Line
1720,6349,6038,0.00017,0.002,0.13292,2020,0,0,0,0,1,0,0,-98.74,216.47,98.84,-229.5,0,0,0,0,Line
1721,6040,6039,0.00064,0.0344,0,271.8,0,0,1,0,1,0,0,-198.13,-18.68,198.38,32.22,0,0,0,0,Transformer
1722,6040,6039,0.00064,0.0344,0,271.8,0,0,1,0,1,0,0,-198.13,-18.68,198.38,32.22,0,0,0,0,Transformer
1723,6222,6039,0.00129,0.00919,0.01675,443,0,0,0,0,1,0,0,-125.27,-33.18,125.49,32.98,0,0,0,0,Line
1724,6040,6224,0.00927,0.03846,0.00653,149,0,0,0,0,1,0,0,62.45,-31.54,-62,32.75,0,0,0,0,Line
1725,6043,6236,0.0039,0.02665,0.00453,221,0,0,0,0,1,0,0,-53,-18.42,53.12,18.8,0,0,0,0,Line
1726,6043,6236,0.0039,0.02665,0.00453,221,0,0,0,0,1,0,0,-53,-18.42,53.12,18.8,0,0,0,0,Line
1727,6335,6043,0.00217,0.01509,0.00247,221,0,0,0,0,1,0,0,21.16,2.41,-21.15,-2.59,0,0,0,0,Line
1728,6335,6043,0.00217,0.01509,0.00247,221,0,0,0,0,1,0,0,21.16,2.41,-21.15,-2.59,0,0,0,0,Line
1729,6044,6203,0.00617,0.02696,0.00411,149,0,0,0,0,1,0,0,56.78,-12.5,-56.57,13,0,0,0,0,Line
1730,6204,6044,0.00268,0.01111,0.00189,149,0,0,0,0,1,0,0,-19.79,20.26,19.81,-20.36,0,0,0,0,Line
1731,6044,6284,0.00593,0.02596,0.00395,149,0,0,0,0,1,0,0,-69.5,-1.44,69.79,2.29,0,0,0,0,Line
1732,6044,6323,0.0021,0.01432,0.00244,221,0,0,0,0,1,0,0,-12.69,14.56,12.7,-14.75,0,0,0,0,Line
1733,6044,6323,0.0021,0.01432,0.00244,221,0,0,0,0,1,0,0,-12.69,14.56,12.7,-14.75,0,0,0,0,Line
1734,6046,6045,8.00E-05,0.0073,0,1198,0,0,1,0,1,0,0,-776.13,-50.93,776.59,93.26,0,0,0,0,Transformer
1735,6048,6045,0.0014,0.07775,0,233,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
1736,6049,6045,0.00046,0.04414,0,283,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
1737,6050,6045,0.00056,0.04367,0,256,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
1738,6051,6045,0.00035,0.0254,0,351,0,0,1,0,1,0,0,57.32,29.22,-57.3,-28.24,0,0,0,0,Transformer
1739,6052,6045,0.00074,0.03404,0,342,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
1740,6053,6045,0.00028,0.02922,0,352,0,0,1,0,1,0,0,57.32,29.22,-57.3,-28.09,0,0,0,0,Transformer
1741,6054,6045,0.00061,0.05567,0,338,0,0,1,0,1,0,0,57.32,24.27,-57.29,-22.28,0,0,0,0,Transformer
1742,6066,6045,0.00059,0.00714,0.47436,2020,0,0,0,0,1,0,0,458.39,-57.4,-457.21,21.65,0,0,0,0,Line
1743,6210,6045,0.00142,0.01727,1.14708,2020,0,0,0,0,1,0,0,280.12,-19.7,-279.06,-89.59,0,0,0,0,Line
1744,6045,6234,0.00031,0.0037,0.24613,2020,0,0,0,0,1,0,0,131.58,53.29,-131.51,-78.42,0,0,0,0,Line
1745,6047,6046,0.00056,0.0418,0,320,0,0,1,0,1,0,0,-191.79,-5.7,191.99,20.64,0,0,0,0,Transformer
1746,6047,6046,0.00056,0.0418,0,320,0,0,1,0,1,0,0,-191.79,-5.7,191.99,20.64,0,0,0,0,Transformer
1747,6198,6046,0.00141,0.01004,0.0183,523,0,0,0,0,1,0,0,-180.01,-26.76,180.46,28.08,0,0,0,0,Line
1748,6046,6285,0.00296,0.02891,0.05562,647,0,0,0,0,1,0,0,211.69,-18.43,-210.41,25.11,0,0,0,0,Line
1749,6047,6150,0.00335,0.02337,0.00382,221,0,0,0,0,1,0,0,82.49,-28.64,-82.24,29.98,0,0,0,0,Line
1750,6047,6150,0.00335,0.02337,0.00382,221,0,0,0,0,1,0,0,82.49,-28.64,-82.24,29.98,0,0,0,0,Line
1751,6291,6047,0.00187,0.01206,0.0023,221,0,0,0,0,1,0,0,-34.35,-13.19,34.37,13.12,0,0,0,0,Line
1752,6291,6047,0.00187,0.01206,0.0023,221,0,0,0,0,1,0,0,-34.35,-13.19,34.37,13.12,0,0,0,0,Line
1753,6226,6055,0.018,0.10807,0.01467,98,0,0,0,0,1,0,0,-25.59,-3.01,25.71,2.16,0,0,0,0,Line
1754,6055,6286,0.00882,0.0504,0.00757,98,0,0,0,0,1,0,0,-30.63,-3.56,30.71,3.21,0,0,0,0,Line
1755,6057,6056,0.00023,0.01095,0,1171,0,0,1,0,1,0,0,-474.6,-23.3,475.1,47.04,0,0,0,0,Transformer
1756,6056,6066,0.00014,0.00165,0.10973,2020,0,0,0,0,1,0,0,666.47,-163.19,-665.85,159,0,0,0,0,Line
1757,6161,6056,0.00011,0.00227,0.15827,3146,0,0,0,0,1,0,0,971.49,-7,-970.51,10.69,0,0,0,0,Line
1758,6298,6056,8.00E-05,0.001,0.06674,2020,0,0,0,0,1,0,0,171.09,-112.08,-171.06,105.46,0,0,0,0,Line
1759,6058,6057,0.00061,0.02173,0,328,0,0,1,0,1,0,0,-193.32,-22.24,193.54,30.25,0,0,0,0,Transformer
1760,6058,6057,0.00061,0.02173,0,328,0,0,1,0,1,0,0,-193.32,-22.24,193.54,30.25,0,0,0,0,Transformer
1761,6067,6057,0.001,0.00977,0.01879,548,0,0,0,0,1,0,0,-13.35,7.43,13.35,-9.37,0,0,0,0,Line
1762,6057,6177,0.00628,0.06139,0.11812,548,0,0,0,0,1,0,0,74.16,-27.84,-73.8,18.94,0,0,0,0,Line
1763,6058,6124,0.00613,0.04269,0.00698,221,0,0,0,0,1,0,0,91.1,0.41,-90.61,2.32,0,0,0,0,Line
1764,6058,6124,0.00613,0.04269,0.00698,221,0,0,0,0,1,0,0,91.1,0.41,-90.61,2.32,0,0,0,0,Line
1765,6058,6124,0.00613,0.04269,0.00698,221,0,0,0,0,1,0,0,91.1,0.41,-90.61,2.32,0,0,0,0,Line
1766,6300,6058,0.00293,0.01895,0.00362,221,0,0,0,0,1,0,0,65.43,7.78,-65.31,-7.35,0,0,0,0,Line
1767,6357,6059,0.01709,0.07089,0.01203,149,0,0,0,0,1,0,0,30.88,-14.86,-30.69,14.39,0,0,0,0,Line
1768,6060,6157,0.00969,0.05535,0.00832,221,0,0,0,0,1,0,0,30.97,-0.03,-30.88,-0.3,0,0,0,0,Line
1769,6314,6060,0.00648,0.02889,0.00424,149,0,0,0,0,1,0,0,37.05,-21.24,-36.93,21.33,0,0,0,0,Line
1770,6061,6219,0.00959,0.02345,0.00307,221,0,0,0,0,1,0,0,33.81,-21.48,-33.65,21.54,0,0,0,0,Line
1771,6061,6224,0.01257,0.03074,0.00403,98,0,0,0,0,1,0,0,29.12,-32.78,-28.88,32.95,0,0,0,0,Line
1772,6063,6062,0.00012,0.00745,0,1206,0,0,1,0,1,0,0,-736.74,-13.49,737.37,52.62,0,0,0,0,Transformer
1773,6075,6062,0.0006,0.00726,0.48242,2020,0,0,0,0,1,0,0,420.38,-37.93,-419.36,-0.02,0,0,0,0,Line
1774,7199,6062,0.00097,0.01173,0.77933,2020,0,0,0,0,1,0,0,318.96,-17.49,-318.01,-52.6,0,0,0,0,Line
1775,6064,6063,0.00104,0.04096,0,200,0,0,1,0,1,0,0,-143.6,-8.53,143.81,16.83,0,0,0,0,Transformer
1776,6063,6192,0.00419,0.04091,0.07872,647,0,0,0,0,1,0,0,280.86,-6.94,-277.66,30.05,0,0,0,0,Line
1777,8094,6063,0.00384,0.03753,0.07222,800,0,0,0,0,1,0,0,-308.46,24.36,312.07,3.6,0,0,0,0,Line
1778,6064,6341,0.01342,0.05869,0.00894,149,0,0,0,0,1,0,0,61.12,-14.84,-60.6,16.19,0,0,0,0,Line
1779,6065,6262,0.00781,0.04461,0.0067,98,0,0,0,0,1,0,0,-13.92,2.01,13.94,-2.6,0,0,0,0,Line
1780,6067,6066,0.00017,0.00814,0,1115,0,0,1,0,1,0,0,-520.37,-51.94,520.81,73.28,0,0,0,0,Transformer
1781,6069,6066,0.00023,0.01215,0,667,0,0,1,0,1,0,0,125.35,23.91,-125.32,-22.04,0,0,0,0,Transformer
1782,6070,6066,0.00044,0.02944,0,677,0,0,1,0,1,0,0,132.82,10.94,-132.75,-6.01,0,0,0,0,Transformer
1783,6071,6066,0.00013,0.00964,0,670,0,0,1,0,1,0,0,107.43,31.06,-107.42,-29.93,0,0,0,0,Transformer
1784,6072,6066,0.00026,0.02419,0,679,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
1785,6073,6066,0.00026,0.01616,0,664,0,0,1,0,1,0,0,132.82,18.29,-132.78,-15.55,0,0,0,0,Transformer
1786,6074,6066,0.00036,0.01602,0,666,0,0,1,0,1,0,0,132.82,17.59,-132.76,-14.88,0,0,0,0,Transformer
1787,6068,6067,0.00105,0.0432,0,300,0,0,1,0,1,0,0,-159.4,-6.48,159.66,17.16,0,0,0,0,Transformer
1788,6068,6067,0.00105,0.0432,0,300,0,0,1,0,1,0,0,-159.4,-6.48,159.66,17.16,0,0,0,0,Transformer
1789,6279,6067,0.00289,0.02062,0.0376,443,0,0,0,0,1,0,0,21.91,-3.4,-21.9,-0.43,0,0,0,0,Line
1790,6076,6075,0.00022,0.01507,0,1058,0,0,1,0,1,0,0,-261.77,14.65,261.92,-4.73,0,0,0,0,Transformer
1791,6078,6075,0.00016,0.01164,0,1159,0,0,1,0,1,0,0,482.07,-68.73,-481.7,95.65,0,0,0,0,Transformer
1792,6079,6075,9.00E-05,0.00542,0,1165,0,0,1,0,1,0,0,333.68,-68.73,-333.58,74.8,0,0,0,0,Transformer
1793,6080,6075,8.00E-05,0.0074,0,1152,0,0,1,0,1,0,0,333.68,-68.73,-333.59,77.05,0,0,0,0,Transformer
1794,6075,6101,0.00034,0.00413,0.27429,2020,0,0,0,0,1,0,0,424.91,-113.06,-424.29,91.91,0,0,0,0,Line
1795,7018,6075,0.00154,0.01865,1.23907,2020,0,0,0,0,1,0,0,-41.64,-37.57,41.68,-91.77,0,0,0,0,Line
1796,6077,6076,0.0007,0.0251,0,176.4,0,0,1,0,1,0,0,-151.15,5.67,151.3,-0.17,0,0,0,0,Transformer
1797,6102,6076,0.00351,0.02507,0.04571,850,0,0,0,0,1,0,0,-135.74,20.08,136.38,-20.31,0,0,0,0,Line
1798,6188,6076,0.00528,0.03774,0.0688,443,0,0,0,0,1,0,0,25.95,-12.73,-25.91,5.84,0,0,0,0,Line
1799,6077,6135,0.01114,0.04621,0.00784,149,0,0,0,0,1,0,0,61.13,13.37,-60.71,-12.44,0,0,0,0,Line
1800,6077,6311,0.01033,0.04605,0.00675,149,0,0,0,0,1,0,0,90.02,-19.04,-89.18,22.06,0,0,0,0,Line
1801,6082,6081,0.00602,0.1165,0,80,0,0,1,0,1,0,0,41.37,12.07,-41.27,-10.07,0,0,0,0,Transformer
1802,6083,6081,0.00631,0.2531,0,80,0,0,1,0,1,0,0,65.3,9.55,-65.05,0.64,0,0,0,0,Transformer
1803,6081,6156,0.00412,0.01838,0.0027,149,0,0,0,0,1,0,0,89.03,18.42,-88.71,-17.25,0,0,0,0,Line
1804,6212,6081,0.00581,0.0241,0.00409,149,0,0,0,0,1,0,0,-17.26,8.64,17.28,-8.99,0,0,0,0,Line
1805,6085,6084,0.01088,0.45298,0,31,0,0,1,0,1,0,0,1.05,0,-1.05,0,0,0,0,0,Transformer
1806,6086,6084,0.00567,0.21309,0,41,0,0,1,0,1,0,0,22.5,0,-22.47,1.05,0,0,0,0,Transformer
1807,6087,6084,0.01529,0.2834,0,43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
1808,6088,6084,0.00292,0.0945,0,25,0,0,1,0,1,0,0,7.95,0,-7.95,0.06,0,0,0,0,Transformer
1809,6089,6084,0.00558,0.2567,0,25,0,0,1,0,1,0,0,10.42,0,-10.41,0.27,0,0,0,0,Transformer
1810,6090,6084,0.00213,0.09907,0,46,0,0,1,0,1,0,0,30.52,0,-30.5,0.9,0,0,0,0,Transformer
1811,6084,6136,0.00536,0.03659,0.00622,221,0,0,0,0,1,0,0,101.43,-20.05,-100.87,23.23,0,0,0,0,Line
1812,6084,6355,0.00317,0.01386,0.00211,221,0,0,0,0,1,0,0,-29.05,17.76,29.08,-17.82,0,0,0,0,Line
1813,6091,6176,0.01965,0.04804,0.00629,221,0,0,0,0,1,0,0,-56.53,67.62,57.98,-64.73,0,0,0,0,Line
1814,6251,6091,0.00626,0.03578,0.00538,98,0,0,0,0,1,0,0,-18.6,-42.64,18.73,42.82,0,0,0,0,Line
1815,6265,6092,0.03066,0.13415,0.02043,221,0,0,0,0,1,0,0,108.15,-26.07,-104.51,39.86,0,0,0,0,Line
1816,6092,6340,0.02123,0.09289,0.01415,221,0,0,0,0,1,0,0,68.84,-2.45,-67.9,5.12,0,0,0,0,Line
1817,6094,6093,0.01077,0.02588,0.00351,98,0,0,0,0,1,0,0,36.96,11.52,-36.81,-11.49,0,0,0,0,Line
1818,6093,6191,0.00537,0.02229,0.00378,149,0,0,0,0,1,0,0,-3.73,0.01,3.73,-0.39,0,0,0,0,Line
1819,6094,6352,0.00312,0.02171,0.00355,221,0,0,0,0,1,0,0,72.88,-27.62,-72.7,28.55,0,0,0,0,Line
1820,6094,6352,0.00312,0.02171,0.00355,221,0,0,0,0,1,0,0,72.88,-27.62,-72.7,28.55,0,0,0,0,Line
1821,6116,6095,0.02712,0.06628,0.00868,98,0,0,0,0,1,0,0,-18.04,-5.5,18.13,4.85,0,0,0,0,Line
1822,6095,6353,0.00442,0.03018,0.00514,221,0,0,0,0,1,0,0,-55.46,13.27,55.6,-12.84,0,0,0,0,Line
1823,6095,6353,0.00442,0.03018,0.00514,221,0,0,0,0,1,0,0,-55.46,13.27,55.6,-12.84,0,0,0,0,Line
1824,6095,6358,0.00976,0.04048,0.00687,250,0,0,0,0,1,0,0,24.42,-50.77,-24.12,51.29,0,0,0,0,Line
1825,6196,6096,0.02156,0.08942,0.01517,149,0,0,0,0,1,0,0,-44.61,-12.58,45.06,12.87,0,0,0,0,Line
1826,6096,6202,0.01774,0.10129,0.01522,98,0,0,0,0,1,0,0,-14.13,14.78,14.21,-15.95,0,0,0,0,Line
1827,6096,6340,0.02271,0.13634,0.0185,98,0,0,0,0,1,0,0,-21.52,11.08,21.65,-12.24,0,0,0,0,Line
1828,6097,6220,0.00366,0.025,0.00425,221,0,0,0,0,1,0,0,-65.25,-15.88,65.41,16.57,0,0,0,0,Line
1829,6097,6220,0.00366,0.025,0.00425,221,0,0,0,0,1,0,0,-65.25,-15.88,65.41,16.57,0,0,0,0,Line
1830,6097,6225,0.01044,0.04569,0.00696,149,0,0,0,0,1,0,0,25.14,1.9,-25.07,-2.31,0,0,0,0,Line
1831,6098,6123,0.00317,0.02048,0.00391,221,0,0,0,0,1,0,0,-59.61,14.12,59.73,-13.74,0,0,0,0,Line
1832,6098,6123,0.00317,0.02048,0.00391,221,0,0,0,0,1,0,0,-59.61,14.12,59.73,-13.74,0,0,0,0,Line
1833,6098,6208,0.00691,0.01691,0.00221,98,0,0,0,0,1,0,0,3.47,-89.04,-2.92,90.15,0,0,0,0,Line
1834,6098,6289,0.00552,0.02415,0.00368,149,0,0,0,0,1,0,0,-16.46,23.34,16.51,-23.51,0,0,0,0,Line
1835,6099,6204,0.00266,0.01519,0.00228,98,0,0,0,0,1,0,0,20.59,-1.81,-20.58,1.65,0,0,0,0,Line
1836,6099,6225,0.0031,0.01769,0.00266,98,0,0,0,0,1,0,0,50.4,23.76,-50.31,-23.48,0,0,0,0,Line
1837,6099,6310,0.00667,0.02767,0.0047,149,0,0,0,0,1,0,0,-92.37,-28,92.99,30.08,0,0,0,0,Line
1838,6100,6128,0.01671,0.10034,0.01362,98,0,0,0,0,1,0,0,25.37,-0.1,-25.27,-0.62,0,0,0,0,Line
1839,6180,6100,0.00956,0.0418,0.00637,149,0,0,0,0,1,0,0,55.07,-23.23,-54.72,24.08,0,0,0,0,Line
1840,6283,6100,0.00566,0.0323,0.00485,98,0,0,0,0,1,0,0,8.43,34.57,-8.36,-34.66,0,0,0,0,Line
1841,6102,6101,0.00013,0.0085,0,1307,0,0,1,0,1,0,0,-665.32,9.13,665.87,26.87,0,0,0,0,Transformer
1842,6104,6101,0.00031,0.02423,0,378,0,0,1,0,1,0,0,60.41,30.79,-60.4,-29.74,0,0,0,0,Transformer
1843,6105,6101,0.00037,0.03898,0,368,0,0,1,0,1,0,0,60.41,30.79,-60.39,-29.12,0,0,0,0,Transformer
1844,6106,6101,0.00018,0.00963,0,560,0,0,1,0,1,0,0,120.82,61.59,-120.79,-59.92,0,0,0,0,Transformer
1845,6103,6102,0.00102,0.04506,0,439,0,0,1,0,1,0,0,-232.51,34.28,233.05,-10.82,0,0,0,0,Transformer
1846,6103,6117,0.00862,0.06005,0.00982,221,0,0,0,0,1,0,0,70.94,0.02,-70.53,1.79,0,0,0,0,Line
1847,6103,6117,0.00862,0.06005,0.00982,221,0,0,0,0,1,0,0,70.94,0.02,-70.53,1.79,0,0,0,0,Line
1848,6103,6183,0.01177,0.05149,0.00784,149,0,0,0,0,1,0,0,56.43,13.56,-56.06,-12.74,0,0,0,0,Line
1849,6108,6107,0.00061,0.04374,0,380,0,0,1,0,1,0,0,-5.51,-37.19,5.52,37.79,0,0,0,0,Transformer
1850,6110,6107,0.00015,0.01079,0,1181,0,0,1,0,1,0,0,306.17,64.21,-306.04,-54.45,0,0,0,0,Transformer
1851,6111,6107,0.00014,0.01069,0,1208,0,0,1,0,1,0,0,299.22,64.9,-299.1,-55.63,0,0,0,0,Transformer
1852,6107,8082,0.00113,0.01368,0.90909,2020,0,0,0,0,1,0,0,-164.96,-38.91,165.25,-54.75,0,0,0,0,Line
1853,6109,6108,0.00252,0.10367,0,137,0,0,1,0,1,0,0,-49.93,5.8,50,-3.28,0,0,0,0,Transformer
1854,6108,6192,0.00493,0.03524,0.06426,523,0,0,0,0,1,0,0,-224.13,50.44,226.66,-38.98,0,0,0,0,Line
1855,6338,6109,0.03888,0.09504,0.01244,98,0,0,0,0,1,0,0,-35,9.82,35.5,-9.89,0,0,0,0,Line
1856,6113,6175,0.00078,0.00501,0.00096,221,0,0,0,0,1,0,0,33.57,20.31,-33.56,-20.33,0,0,0,0,Line
1857,6113,6175,0.00078,0.00501,0.00096,221,0,0,0,0,1,0,0,33.57,20.31,-33.56,-20.33,0,0,0,0,Line
1858,6113,6345,0.00258,0.01129,0.00172,149,0,0,0,0,1,0,0,55.19,-6.23,-55.11,6.4,0,0,0,0,Line
1859,6114,6204,0.01029,0.04585,0.00672,149,0,0,0,0,1,0,0,-54.08,-9.39,54.39,10.11,0,0,0,0,Line
1860,6114,6261,0.00516,0.03097,0.0042,98,0,0,0,0,1,0,0,-16.46,-10.6,16.48,10.3,0,0,0,0,Line
1861,6159,6115,0.00432,0.02954,0.00503,221,0,0,0,0,1,0,0,60.36,13.84,-60.2,-13.23,0,0,0,0,Line
1862,6159,6115,0.00432,0.02954,0.00503,221,0,0,0,0,1,0,0,60.36,13.84,-60.2,-13.23,0,0,0,0,Line
1863,6115,6191,0.0085,0.03718,0.00566,149,0,0,0,0,1,0,0,-47.78,7,47.97,-6.71,0,0,0,0,Line
1864,6115,6225,0.0095,0.05707,0.00774,98,0,0,0,0,1,0,0,6.17,5.95,-6.16,-6.68,0,0,0,0,Line
1865,6115,6250,0.00313,0.01394,0.00204,149,0,0,0,0,1,0,0,30.87,-23.64,-30.82,23.65,0,0,0,0,Line
1866,6181,6116,0.01119,0.06392,0.00961,98,0,0,0,0,1,0,0,39,10.65,-38.82,-10.61,0,0,0,0,Line
1867,6119,6118,0.00021,0.01219,0,1133,0,0,1,0,1,0,0,-530.05,-75.27,530.63,108.88,0,0,0,0,Transformer
1868,6118,6349,9.00E-05,0.00182,0.12727,2768,0,0,0,0,1,0,0,-28.71,-133.09,28.72,119.8,0,0,0,0,Line
1869,6120,6119,0.00056,0.0289,0,350,0,0,1,0,1,0,0,-202.19,4.55,202.41,6.85,0,0,0,0,Transformer
1870,6120,6119,0.00056,0.0289,0,350,0,0,1,0,1,0,0,-202.19,4.55,202.41,6.85,0,0,0,0,Transformer
1871,6119,6354,0.00095,0.00925,0.01779,548,0,0,0,0,1,0,0,125.38,40.75,-125.22,-41.04,0,0,0,0,Line
1872,6290,6120,0.00336,0.02297,0.00391,221,0,0,0,0,1,0,0,-121.16,48.03,121.7,-44.71,0,0,0,0,Line
1873,6290,6120,0.00336,0.02297,0.00391,221,0,0,0,0,1,0,0,-121.16,48.03,121.7,-44.71,0,0,0,0,Line
1874,6121,6174,0.00587,0.03351,0.00504,98,0,0,0,0,1,0,0,11.98,-6.29,-11.97,5.83,0,0,0,0,Line
1875,6121,6179,0.0239,0.05842,0.00765,98,0,0,0,0,1,0,0,2.5,-1.3,-2.5,0.52,0,0,0,0,Line
1876,6220,6121,0.0032,0.02187,0.00372,221,0,0,0,0,1,0,0,79.17,-28.05,-78.94,29.19,0,0,0,0,Line
1877,6220,6121,0.0032,0.02187,0.00372,221,0,0,0,0,1,0,0,79.17,-28.05,-78.94,29.19,0,0,0,0,Line
1878,6122,6327,0.03109,0.07602,0.00995,98,0,0,0,0,1,0,0,5.24,-11.52,-5.19,10.6,0,0,0,0,Line
1879,7337,6122,0.02322,0.13264,0.01993,98,0,0,0,0,1,0,0,28.13,-6.06,-27.94,5.08,0,0,0,0,Line
1880,6233,6123,0.00405,0.02315,0.00348,98,0,0,0,0,1,0,0,-23.98,-17.7,24.02,17.56,0,0,0,0,Line
1881,6124,6131,0.01842,0.07644,0.01297,149,0,0,0,0,1,0,0,78.1,-12.01,-76.97,15.38,0,0,0,0,Line
1882,6191,6124,0.00835,0.05393,0.01029,221,0,0,0,0,1,0,0,-68.48,2.34,68.87,-0.87,0,0,0,0,Line
1883,6124,6314,0.01906,0.08338,0.0127,149,0,0,0,0,1,0,0,67.43,-10.36,-66.56,12.88,0,0,0,0,Line
1884,6180,6125,0.00599,0.02482,0.00421,149,0,0,0,0,1,0,0,-89.21,13.55,89.7,-11.95,0,0,0,0,Line
1885,6125,6322,0.01845,0.08069,0.01229,149,0,0,0,0,1,0,0,-92.29,11.21,93.88,-5.49,0,0,0,0,Line
1886,6126,6130,0.00394,0.01755,0.00257,221,0,0,0,0,1,0,0,-31.01,2.53,31.05,-2.62,0,0,0,0,Line
1887,6126,6176,0.00718,0.05004,0.00818,221,0,0,0,0,1,0,0,-20.54,-15.47,20.59,14.97,0,0,0,0,Line
1888,6126,6176,0.00718,0.05004,0.00818,221,0,0,0,0,1,0,0,-20.54,-15.47,20.59,14.97,0,0,0,0,Line
1889,6126,6313,0.00918,0.0551,0.00748,98,0,0,0,0,1,0,0,21.25,-10.41,-21.2,9.96,0,0,0,0,Line
1890,6127,6237,0.01441,0.08233,0.01237,98,0,0,0,0,1,0,0,5.43,1.76,-5.43,-3.04,0,0,0,0,Line
1891,6338,6127,0.01299,0.07418,0.01115,98,0,0,0,0,1,0,0,1.39,-19.34,-1.35,18.43,0,0,0,0,Line
1892,6127,8102,0.03512,0.08585,0.01124,98,0,0,0,0,1,0,0,-29.32,13.28,29.67,-13.61,0,0,0,0,Line
1893,6128,6276,0.01619,0.03957,0.00518,200,0,0,0,0,1,0,0,-3.31,-23.12,3.39,22.81,0,0,0,0,Line
1894,6129,6309,0.02452,0.10724,0.01633,149,0,0,0,0,1,0,0,-39.11,-1.05,39.49,1.02,0,0,0,0,Line
1895,6129,6336,0.01251,0.07513,0.0102,98,0,0,0,0,1,0,0,29.26,-1.74,-29.15,1.36,0,0,0,0,Line
1896,6130,6230,0.0041,0.035,0.0058,230,0,0,0,0,1,0,0,-73.83,-20.31,74.07,21.76,0,0,0,0,Line
1897,6130,6231,0.00525,0.02339,0.00343,149,0,0,0,0,1,0,0,29.38,19.13,-29.32,-19.18,0,0,0,0,Line
1898,6131,6251,0.02579,0.06305,0.00826,98,0,0,0,0,1,0,0,33.12,-27.8,-32.65,28.12,0,0,0,0,Line
1899,6132,6137,0.00931,0.05592,0.00759,98,0,0,0,0,1,0,0,29.45,-2.98,-29.36,2.73,0,0,0,0,Line
1900,6175,6132,0.00341,0.01491,0.00227,250,0,0,0,0,1,0,0,94.5,16.52,-94.18,-15.36,0,0,0,0,Line
1901,6190,6133,0.01462,0.06065,0.01029,149,0,0,0,0,1,0,0,81.62,-15.04,-80.65,17.97,0,0,0,0,Line
1902,6134,6140,0.01102,0.04818,0.00734,149,0,0,0,0,1,0,0,-32.18,14.09,32.31,-14.28,0,0,0,0,Line
1903,6134,6358,0.01529,0.06688,0.01019,149,0,0,0,0,1,0,0,24.56,-16.25,-24.44,15.72,0,0,0,0,Line
1904,6195,6135,0.018,0.07467,0.01267,149,0,0,0,0,1,0,0,-38.73,-6.41,39,6.29,0,0,0,0,Line
1905,6358,6136,0.00974,0.04339,0.00636,221,0,0,0,0,1,0,0,-29.43,43.88,29.69,-43.4,0,0,0,0,Line
