,bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin,lam_P,lam_Q,mu_Vmax,mu_Vmin,bus_name
45,1046,1,11.08,3.14,0,13.12,1,1.03,-22.3261,115.0,9,1.1,0.9,0.0,0,0,0,bus_1046
46,1047,1,0.0,0.0,0,0.0,1,1.01175,-13.1298,115.0,9,1.1,0.9,0.0,0,0,0,bus_1047
47,1048,2,0.0,0.0,0,0.0,1,1.01175,-13.1298,18.0,9,1.1,0.9,0.0,0,0,0,bus_1048
48,1049,2,0.0,0.0,0,0.0,1,1.01175,-13.1298,18.0,9,1.1,0.9,0.0,0,0,0,bus_1049
49,1050,2,0.0,0.0,0,0.0,1,1.00076,-8.084019999999999,18.0,9,1.1,0.9,0.0,0,0,0,bus_1050
50,1051,2,0.0,0.0,0,0.0,1,1.0,-6.60451,18.0,9,1.1,0.9,0.0,0,0,0,bus_1051
51,1052,2,0.0,0.0,0,0.0,1,1.00416,-8.94709,18.0,9,1.1,0.9,0.0,0,0,0,bus_1052
52,1053,2,0.0,0.0,0,0.0,1,1.02653,-17.1224,230.0,9,1.1,0.9,0.0,0,0,0,bus_1053
53,1054,1,14.99,4.25,0,0.0,1,1.0132,-22.1326,115.0,9,1.1,0.9,0.0,0,0,0,bus_1054
54,1055,1,3.98,1.13,0,0.0,1,1.00688,-18.4852,115.0,9,1.1,0.9,0.0,0,0,0,bus_1055
55,1056,1,0.0,0.0,0,33.22,1,1.03,-21.5409,115.0,9,1.1,0.9,0.0,0,0,0,bus_1056
56,1057,2,0.0,0.0,0,0.0,1,1.03,-21.5409,18.0,9,1.1,0.9,0.0,0,0,0,bus_1057
57,1058,1,13.46,3.81,0,0.0,1,1.02675,-11.1878,115.0,9,1.1,0.9,0.0,0,0,0,bus_1058
58,1059,2,0.0,0.0,0,0.0,1,1.02675,-11.1878,22.0,9,1.1,0.9,0.0,0,0,0,bus_1059
59,1060,2,0.0,0.0,0,0.0,1,1.02675,-11.1878,22.0,9,1.1,0.9,0.0,0,0,0,bus_1060
60,1061,1,0.0,0.0,0,0.0,1,1.01393,-17.0591,115.0,9,1.1,0.9,0.0,0,0,0,bus_1061
61,1062,2,0.0,0.0,0,0.0,1,1.01393,-17.0591,13.8,9,1.1,0.9,0.0,0,0,0,bus_1062
62,1063,2,0.0,0.0,0,0.0,1,1.01393,-17.0591,13.8,9,1.1,0.9,0.0,0,0,0,bus_1063
63,1064,1,123.76,35.07,0,0.0,1,0.993391,-23.7293,115.0,9,1.1,0.9,0.0,0,0,0,bus_1064
64,1065,1,0.0,0.0,0,0.0,1,1.00912,-14.7391,115.0,9,1.1,0.9,0.0,0,0,0,bus_1065
65,1066,2,0.0,0.0,0,0.0,1,1.0,-7.230580000000001,13.8,9,1.1,0.9,0.0,0,0,0,bus_1066
66,1067,1,101.55,28.77,0,0.0,1,1.00407,-15.5007,115.0,9,1.1,0.9,0.0,0,0,0,bus_1067
67,1068,1,59.4,16.83,0,0.0,1,0.9934719999999999,-16.2849,115.0,9,1.1,0.9,0.0,0,0,0,bus_1068
68,1069,1,0.0,0.0,0,0.0,1,1.02867,-8.71349,115.0,9,1.1,0.9,0.0,0,0,0,bus_1069
69,1070,2,0.0,0.0,0,0.0,1,1.04,-4.2219999999999995,13.8,9,1.1,0.9,0.0,0,0,0,bus_1070
70,1071,1,91.46,25.91,0,0.0,1,1.0040200000000001,-21.1126,115.0,9,1.1,0.9,0.0,0,0,0,bus_1071
71,1072,2,0.0,0.0,0,0.0,1,1.01,-11.8352,18.0,9,1.1,0.9,0.0,0,0,0,bus_1072
72,1073,2,0.0,0.0,0,0.0,1,1.01,-5.5374300000000005,18.0,9,1.1,0.9,0.0,0,0,0,bus_1073
73,1074,2,0.0,0.0,0,0.0,1,1.01,-7.54851,18.0,9,1.1,0.9,0.0,0,0,0,bus_1074
74,1075,2,0.0,0.0,0,0.0,1,1.01,-10.2802,18.0,9,1.1,0.9,0.0,0,0,0,bus_1075
75,1076,2,0.0,0.0,0,0.0,1,1.0040200000000001,-21.1126,18.0,9,1.1,0.9,0.0,0,0,0,bus_1076
76,1077,2,0.0,0.0,0,0.0,1,1.0040200000000001,-21.1126,18.0,9,1.1,0.9,0.0,0,0,0,bus_1077
77,1078,2,0.0,0.0,0,0.0,1,1.01,-10.8005,18.0,9,1.1,0.9,0.0,0,0,0,bus_1078
78,1079,2,0.0,0.0,0,0.0,1,1.0204600000000001,-37.6396,500.0,9,1.1,0.9,0.0,0,0,0,bus_1079
79,1080,2,0.0,0.0,0,0.0,1,1.01,-10.2023,18.0,9,1.1,0.9,0.0,0,0,0,bus_1080
80,1081,2,0.0,0.0,0,42.78,1,1.03,-18.4788,230.0,9,1.1,0.9,0.0,0,0,0,bus_1081
81,1082,2,0.0,0.0,0,0.0,1,1.0271700000000001,-5.936719999999999,115.0,9,1.1,0.9,0.0,0,0,0,bus_1082
82,1083,1,39.95,11.32,0,32.03,1,1.03,-9.8632,115.0,9,1.1,0.9,0.0,0,0,0,bus_1083
83,1084,2,0.0,0.0,0,0.0,1,1.03696,-16.3943,115.0,9,1.1,0.9,0.0,0,0,0,bus_1084
84,1085,1,21.3,6.03,0,0.0,1,1.01578,-15.0727,115.0,9,1.1,0.9,0.0,0,0,0,bus_1085
85,1086,1,39.67,11.24,0,37.39,1,1.03,-17.3999,115.0,9,1.1,0.9,0.0,0,0,0,bus_1086
86,1087,1,0.91,0.26,0,4.9,1,1.03,-16.049,115.0,9,1.1,0.9,0.0,0,0,0,bus_1087
87,1088,2,0.0,0.0,0,0.0,1,1.0,-11.7123,115.0,9,1.1,0.9,0.0,0,0,0,bus_1088
88,1089,1,40.6,11.5,0,0.0,1,0.9878979999999999,-21.4551,115.0,9,1.1,0.9,0.0,0,0,0,bus_1089
89,1090,2,0.0,0.0,0,0.0,1,1.02,-15.7262,115.0,9,1.1,0.9,0.0,0,0,0,bus_1090
90,1091,1,11.62,3.29,0,0.0,1,1.03131,-31.796999999999997,161.0,9,1.1,0.9,0.0,0,0,0,bus_1091
91,2001,1,48.36,13.7,0,0.0,2,1.00763,-59.6547,161.0,11,1.1,0.9,0.0,0,0,0,bus_2001
92,2002,1,0.0,0.0,0,0.0,2,1.02037,-61.156000000000006,500.0,11,1.1,0.9,0.0,0,0,0,bus_2002
93,2003,1,0.0,0.0,0,0.0,2,1.02225,-63.38,161.0,11,1.1,0.9,0.0,0,0,0,bus_2003
94,2004,2,0.0,0.0,0,0.0,2,1.02037,-61.156000000000006,13.8,11,1.1,0.9,0.0,0,0,0,bus_2004
95,2005,2,0.0,0.0,0,0.0,2,1.02037,-61.156000000000006,13.8,11,1.1,0.9,0.0,0,0,0,bus_2005
96,2006,2,0.0,0.0,0,0.0,2,1.02037,-61.156000000000006,13.8,11,1.1,0.9,0.0,0,0,0,bus_2006
97,2007,1,9.54,2.7,0,0.0,2,1.00899,-59.4227,161.0,11,1.1,0.9,0.0,0,0,0,bus_2007
98,2008,1,8.06,2.28,0,0.0,2,1.01365,-33.769,161.0,10,1.1,0.9,0.0,0,0,0,bus_2008
99,2009,1,39.14,11.09,0,131.5,2,1.03,-45.1637,161.0,11,1.1,0.9,0.0,0,0,0,bus_2009
100,2010,1,56.81,16.09,0,28.69,2,1.03,-36.6402,161.0,10,1.1,0.9,0.0,0,0,0,bus_2010
101,2011,1,0.0,0.0,0,0.0,2,1.02976,-33.0724,500.0,10,1.1,0.9,0.0,0,0,0,bus_2011
102,2012,1,0.0,0.0,0,0.0,2,1.02029,-30.8629,161.0,10,1.1,0.9,0.0,0,0,0,bus_2012
103,2013,2,0.0,0.0,0,0.0,2,1.0213,-30.6904,18.0,10,1.1,0.9,0.0,0,0,0,bus_2013
104,2014,1,25.43,7.2,0,0.0,2,1.01454,-34.2962,161.0,10,1.1,0.9,0.0,0,0,0,bus_2014
105,2015,1,4.69,1.33,0,0.0,2,1.0155299999999998,-62.7747,161.0,11,1.1,0.9,0.0,0,0,0,bus_2015
106,2016,1,69.27,19.63,0,0.0,2,1.02042,-69.3044,161.0,11,1.1,0.9,0.0,0,0,0,bus_2016
107,2017,1,0.0,0.0,0,-17.18,2,1.03,-33.7017,500.0,10,1.1,0.9,0.0,0,0,0,bus_2017
108,2018,1,0.0,0.0,0,0.0,2,1.0248,-32.7849,161.0,10,1.1,0.9,0.0,0,0,0,bus_2018
109,2019,2,0.0,0.0,0,0.0,2,1.03,-33.7017,20.0,10,1.1,0.9,0.0,0,0,0,bus_2019
110,2020,1,47.97,13.59,0,0.0,2,1.00043,-44.7529,161.0,11,1.1,0.9,0.0,0,0,0,bus_2020
111,2021,1,0.0,0.0,0,0.0,2,1.01872,-56.4272,500.0,11,1.1,0.9,0.0,0,0,0,bus_2021
112,2022,1,11.56,3.28,0,0.0,2,1.01557,-58.328,161.0,11,1.1,0.9,0.0,0,0,0,bus_2022
113,2023,2,0.0,0.0,0,0.0,2,1.02,-54.8654,13.8,11,1.1,0.9,0.0,0,0,0,bus_2023
114,2024,2,0.0,0.0,0,0.0,2,1.02,-54.2025,13.8,11,1.1,0.9,0.0,0,0,0,bus_2024
115,2025,1,39.62,11.23,0,0.0,2,0.9986360000000001,-43.9861,161.0,11,1.1,0.9,0.0,0,0,0,bus_2025
116,2026,1,18.57,5.26,0,0.0,2,1.01785,-32.0436,161.0,10,1.1,0.9,0.0,0,0,0,bus_2026
117,2027,1,3.55,1.01,0,0.0,2,1.00835,-60.0775,161.0,11,1.1,0.9,0.0,0,0,0,bus_2027
118,2028,1,14.24,4.03,0,0.0,2,1.00149,-47.0922,161.0,11,1.1,0.9,0.0,0,0,0,bus_2028
119,2029,1,3.2,0.91,0,0.0,2,1.02213,-33.6311,161.0,10,1.1,0.9,0.0,0,0,0,bus_2029
120,2030,1,47.15,13.36,0,0.0,2,0.9974430000000001,-63.6035,161.0,11,1.1,0.9,0.0,0,0,0,bus_2030
121,2031,1,5.77,1.63,0,0.0,2,1.02762,-30.0507,161.0,10,1.1,0.9,0.0,0,0,0,bus_2031
122,2032,1,3.35,0.95,0,0.0,2,1.01071,-58.8314,161.0,11,1.1,0.9,0.0,0,0,0,bus_2032
123,2033,1,13.57,3.85,0,0.0,2,1.0011700000000001,-65.0675,161.0,11,1.1,0.9,0.0,0,0,0,bus_2033
124,2034,1,5.34,1.51,0,0.0,2,1.0241,-68.7088,161.0,11,1.1,0.9,0.0,0,0,0,bus_2034
125,2035,1,4.68,1.33,0,0.0,2,1.02346,-30.7776,161.0,10,1.1,0.9,0.0,0,0,0,bus_2035
126,2036,1,41.59,11.78,0,0.0,2,1.00453,-44.3686,161.0,11,1.1,0.9,0.0,0,0,0,bus_2036
127,2037,1,3.5,0.99,0,0.0,2,1.0265799999999998,-63.1036,161.0,11,1.1,0.9,0.0,0,0,0,bus_2037
128,2038,1,2.6,0.74,0,0.0,2,1.01892,-63.8405,161.0,11,1.1,0.9,0.0,0,0,0,bus_2038
129,2039,1,5.56,1.58,0,0.0,2,0.999397,-60.1949,161.0,11,1.1,0.9,0.0,0,0,0,bus_2039
130,2040,1,15.9,4.51,0,0.0,2,1.01324,-58.9925,161.0,11,1.1,0.9,0.0,0,0,0,bus_2040
131,2041,1,0.0,0.0,0,0.0,2,1.02091,-28.6419,161.0,10,1.1,0.9,0.0,0,0,0,bus_2041
132,2042,2,0.0,0.0,0,0.0,2,1.01224,-26.0302,18.0,10,1.1,0.9,0.0,0,0,0,bus_2042
133,2043,1,4.24,1.2,0,0.0,2,1.02242,-68.9815,161.0,11,1.1,0.9,0.0,0,0,0,bus_2043
134,2044,1,27.4,7.76,0,0.0,2,1.02315,-64.8321,161.0,11,1.1,0.9,0.0,0,0,0,bus_2044
135,2045,1,22.61,6.4,0,0.0,2,1.00004,-45.2865,161.0,11,1.1,0.9,0.0,0,0,0,bus_2045
136,2046,1,22.13,6.27,0,0.0,2,1.02626,-68.3621,161.0,11,1.1,0.9,0.0,0,0,0,bus_2046
137,2047,1,14.96,4.24,0,0.0,2,1.02278,-64.2739,161.0,11,1.1,0.9,0.0,0,0,0,bus_2047
138,2048,1,6.42,1.82,0,0.0,2,1.03121,-32.2466,161.0,10,1.1,0.9,0.0,0,0,0,bus_2048
139,2049,1,11.57,3.28,0,0.0,2,1.02452,-40.9774,161.0,10,1.1,0.9,0.0,0,0,0,bus_2049
140,2050,1,3.66,1.04,0,0.0,2,1.00214,-62.8326,161.0,11,1.1,0.9,0.0,0,0,0,bus_2050
141,2051,1,17.85,5.06,0,0.0,2,0.997416,-53.8317,161.0,11,1.1,0.9,0.0,0,0,0,bus_2051
142,2052,1,24.84,7.04,0,0.0,2,1.01285,-32.9355,161.0,10,1.1,0.9,0.0,0,0,0,bus_2052
143,2053,1,29.13,8.25,0,0.0,2,0.9978870000000001,-58.8739,161.0,11,1.1,0.9,0.0,0,0,0,bus_2053
144,2054,1,0.0,0.0,0,0.0,2,1.0021,-43.019,500.0,11,1.1,0.9,0.0,0,0,0,bus_2054
145,2055,1,49.62,14.06,0,0.0,2,1.0021200000000001,-43.8374,161.0,11,1.1,0.9,0.0,0,0,0,bus_2055
146,2056,2,0.0,0.0,0,0.0,2,1.0021,-43.019,18.0,11,1.1,0.9,0.0,0,0,0,bus_2056
147,2057,2,0.0,0.0,0,0.0,2,0.99,-38.5807,18.0,11,1.1,0.9,0.0,0,0,0,bus_2057
148,2058,1,0.0,0.0,0,0.0,2,1.02098,-28.1995,161.0,10,1.1,0.9,0.0,0,0,0,bus_2058
149,2059,2,0.0,0.0,0,0.0,2,1.01088,-24.8041,13.8,10,1.1,0.9,0.0,0,0,0,bus_2059
150,2060,1,3.8,1.08,0,0.0,2,1.0048700000000002,-61.5725,161.0,11,1.1,0.9,0.0,0,0,0,bus_2060
151,2061,1,0.0,0.0,0,0.0,2,1.02539,-37.5061,161.0,10,1.1,0.9,0.0,0,0,0,bus_2061
152,2062,2,0.0,0.0,0,0.0,2,1.02,-35.2095,18.0,10,1.1,0.9,0.0,0,0,0,bus_2062
153,2063,1,65.62,18.59,0,67.92,2,1.03,-67.7692,161.0,11,1.1,0.9,0.0,0,0,0,bus_2063
154,2064,1,10.05,2.85,0,0.0,2,1.00958,-59.9362,161.0,11,1.1,0.9,0.0,0,0,0,bus_2064
155,2065,1,78.36,22.2,0,90.13,2,1.03,-65.0297,161.0,11,1.1,0.9,0.0,0,0,0,bus_2065
156,2066,1,7.11,2.02,0,0.0,2,1.02193,-27.8431,161.0,10,1.1,0.9,0.0,0,0,0,bus_2066
157,2067,1,53.97,15.29,0,0.0,2,0.996598,-43.8923,161.0,11,1.1,0.9,0.0,0,0,0,bus_2067
158,2068,1,5.76,1.63,0,0.0,2,1.0018200000000002,-41.8037,161.0,11,1.1,0.9,0.0,0,0,0,bus_2068
159,2069,1,21.92,6.21,0,87.65,2,1.03,-68.4425,161.0,11,1.1,0.9,0.0,0,0,0,bus_2069
160,2070,1,0.0,0.0,0,0.0,2,1.00369,-41.3643,161.0,11,1.1,0.9,0.0,0,0,0,bus_2070
161,2071,2,0.0,0.0,0,0.0,2,1.0,-37.6921,18.0,11,1.1,0.9,0.0,0,0,0,bus_2071
162,2072,1,9.71,2.75,0,0.0,2,1.02499,-66.6315,161.0,11,1.1,0.9,0.0,0,0,0,bus_2072
163,2073,1,0.0,0.0,0,0.0,2,1.02241,-25.3215,161.0,10,1.1,0.9,0.0,0,0,0,bus_2073
164,2074,1,0.0,0.0,0,0.0,2,1.0119,-23.4345,115.0,10,1.1,0.9,0.0,0,0,0,bus_2074
165,2075,1,0.0,0.0,0,0.0,2,1.0119,-23.4345,115.0,10,1.1,0.9,0.0,0,0,0,bus_2075
166,2076,2,0.0,0.0,0,0.0,2,1.0276399999999999,-24.4269,24.0,10,1.1,0.9,0.0,0,0,0,bus_2076
167,2077,1,0.0,0.0,0,0.0,2,1.02635,-60.7182,161.0,11,1.1,0.9,0.0,0,0,0,bus_2077
168,2078,2,0.0,0.0,0,0.0,2,1.02,-57.4097,13.8,11,1.1,0.9,0.0,0,0,0,bus_2078
169,2079,1,4.48,1.27,0,0.0,2,1.0314,-34.9863,161.0,10,1.1,0.9,0.0,0,0,0,bus_2079
170,2080,1,16.93,4.8,0,0.0,2,1.0027700000000002,-57.1098,161.0,11,1.1,0.9,0.0,0,0,0,bus_2080
171,2081,1,4.46,1.26,0,0.0,2,1.01291,-64.6264,161.0,11,1.1,0.9,0.0,0,0,0,bus_2081
172,2082,1,59.03,16.73,0,0.0,2,1.0093299999999998,-44.7232,161.0,11,1.1,0.9,0.0,0,0,0,bus_2082
173,2083,2,0.0,0.0,0,0.0,2,1.02,-43.148999999999994,20.0,11,1.1,0.9,0.0,0,0,0,bus_2083
174,2084,2,0.0,0.0,0,0.0,2,1.0093299999999998,-44.7232,20.0,11,1.1,0.9,0.0,0,0,0,bus_2084
175,2085,2,0.0,0.0,0,0.0,2,1.0093299999999998,-44.7232,20.0,11,1.1,0.9,0.0,0,0,0,bus_2085
176,2086,1,2.19,0.62,0,0.0,2,1.00062,-59.0315,161.0,11,1.1,0.9,0.0,0,0,0,bus_2086
177,2087,1,7.9,2.24,0,0.0,2,1.02436,-27.7781,161.0,10,1.1,0.9,0.0,0,0,0,bus_2087
178,2088,1,0.0,0.0,0,0.0,2,1.00271,-41.4958,161.0,11,1.1,0.9,0.0,0,0,0,bus_2088
179,2089,2,0.0,0.0,0,0.0,2,1.0,-37.8993,24.0,11,1.1,0.9,0.0,0,0,0,bus_2089
180,2090,1,2.42,0.69,0,0.0,2,1.00915,-60.684,161.0,11,1.1,0.9,0.0,0,0,0,bus_2090
181,2091,1,17.05,4.83,0,0.0,2,1.02547,-34.1974,161.0,10,1.1,0.9,0.0,0,0,0,bus_2091
182,2092,1,24.11,6.83,0,0.0,2,1.02467,-66.0988,161.0,11,1.1,0.9,0.0,0,0,0,bus_2092
183,2093,1,0.0,0.0,0,0.0,2,1.02282,-31.7744,161.0,10,1.1,0.9,0.0,0,0,0,bus_2093
184,2094,2,0.0,0.0,0,0.0,2,1.02282,-31.7744,13.8,10,1.1,0.9,0.0,0,0,0,bus_2094
185,2095,2,0.0,0.0,0,0.0,2,1.02282,-31.7744,13.8,10,1.1,0.9,0.0,0,0,0,bus_2095
186,2096,1,0.0,0.0,0,-63.14,2,1.03,-29.0256,500.0,10,1.1,0.9,0.0,0,0,0,bus_2096
187,2097,1,0.0,0.0,0,0.0,2,1.02852,-28.3891,230.0,10,1.1,0.9,0.0,0,0,0,bus_2097
188,2098,1,0.0,0.0,0,0.0,2,1.03246,-31.2603,161.0,10,1.1,0.9,0.0,0,0,0,bus_2098
189,2099,2,0.0,0.0,0,0.0,2,1.0295299999999998,-28.8845,18.0,10,1.1,0.9,0.0,0,0,0,bus_2099
190,2100,2,0.0,0.0,0,0.0,2,1.0208,-26.4196,18.0,10,1.1,0.9,0.0,0,0,0,bus_2100
191,2101,1,0.0,0.0,0,0.0,2,1.02049,-62.2159,500.0,11,1.1,0.9,0.0,0,0,0,bus_2101
192,2102,1,0.0,0.0,0,0.0,2,1.02071,-63.6168,161.0,11,1.1,0.9,0.0,0,0,0,bus_2102
193,2103,2,0.0,0.0,0,0.0,2,1.02049,-62.2159,20.0,11,1.1,0.9,0.0,0,0,0,bus_2103
194,2104,2,0.0,0.0,0,0.0,2,1.02049,-62.2159,20.0,11,1.1,0.9,0.0,0,0,0,bus_2104
195,2105,2,0.0,0.0,0,0.0,2,1.02049,-62.2159,20.0,11,1.1,0.9,0.0,0,0,0,bus_2105
196,2106,1,14.4,4.08,0,0.0,2,1.00011,-65.6877,161.0,11,1.1,0.9,0.0,0,0,0,bus_2106
197,2107,1,74.15,21.01,0,0.0,2,1.0155299999999998,-64.4635,161.0,11,1.1,0.9,0.0,0,0,0,bus_2107
198,2108,1,2.14,0.61,0,0.0,2,1.00948,-43.368,161.0,10,1.1,0.9,0.0,0,0,0,bus_2108
199,2109,1,33.81,9.58,0,0.0,2,1.0154,-46.256,161.0,11,1.1,0.9,0.0,0,0,0,bus_2109
200,2110,1,8.59,2.43,0,51.92,2,1.03,-61.7811,161.0,11,1.1,0.9,0.0,0,0,0,bus_2110
201,2111,1,13.95,3.95,0,0.0,2,1.00223,-48.5817,161.0,11,1.1,0.9,0.0,0,0,0,bus_2111
202,2112,1,4.54,1.29,0,0.0,2,0.9989030000000001,-49.1768,161.0,11,1.1,0.9,0.0,0,0,0,bus_2112
203,2113,1,0.0,0.0,0,0.0,2,1.01851,-55.9724,500.0,11,1.1,0.9,0.0,0,0,0,bus_2113
204,2114,1,70.78,20.05,0,0.0,2,1.01657,-57.2353,161.0,11,1.1,0.9,0.0,0,0,0,bus_2114
205,2115,2,0.0,0.0,0,0.0,2,1.00968,-52.0112,13.8,11,1.1,0.9,0.0,0,0,0,bus_2115
206,2116,2,0.0,0.0,0,0.0,2,1.0143,-53.9199,13.8,11,1.1,0.9,0.0,0,0,0,bus_2116
207,2117,2,0.0,0.0,0,0.0,2,1.0069700000000001,-51.3772,13.8,11,1.1,0.9,0.0,0,0,0,bus_2117
208,2118,2,0.0,0.0,0,0.0,2,1.0056100000000001,-50.8736,13.8,11,1.1,0.9,0.0,0,0,0,bus_2118
209,2119,2,0.0,0.0,0,0.0,2,1.0132299999999999,-53.4711,13.8,11,1.1,0.9,0.0,0,0,0,bus_2119
210,2120,2,0.0,0.0,0,0.0,2,1.01,-51.096000000000004,13.8,11,1.1,0.9,0.0,0,0,0,bus_2120
211,2121,1,2.33,0.66,0,0.0,2,1.01221,-59.6141,161.0,11,1.1,0.9,0.0,0,0,0,bus_2121
212,2122,1,6.72,1.9,0,0.0,2,1.00367,-60.7842,161.0,11,1.1,0.9,0.0,0,0,0,bus_2122
