,Generation profile (kW)
101,398187.0634750662
102,466970.752358743
103,756228.75403132
104,944105.6727495152
105,708637.3624563101
106,439707.9619726688
107,230388.98546957423
108,267880.53223885
109,596096.2351201482
110,642817.201229636
111,546838.9828398741
112,810222.7335954516
113,810222.7335954516
114,810222.7335954516
115,810222.7335954516
116,810222.7335954516
117,810222.7335954516
118,810222.7335954516
119,810222.7335954516
120,810222.7335954516
121,810222.7335954516
122,810222.7335954516
123,810222.7335954516
124,810222.7335954516
125,810222.7335954516
126,810222.7335954516
127,810222.7335954516
128,822666.2536104572
129,1000000.0
130,850915.204339338
131,624769.1557269853
132,452670.7376888235
133,380578.5887153591
134,324259.179999293
135,304537.8309351255
136,143272.38560874274
137,132894.50901559906
138,81351.12235978986
139,149951.85550486195
140,119216.1655726988
141,135788.7432867261
142,200794.92461459766
143,308082.1076521018
144,440351.02605600515
145,810222.7335954516
146,810222.7335954516
147,810222.7335954516
148,810222.7335954516
149,810222.7335954516
150,810222.7335954516
151,810222.7335954516
152,961107.76136919
153,1000000.0
154,942270.2711513657
155,952575.3305470092
156,961433.211076264
157,976488.2519807273
158,841324.2531229897
159,865712.445721197
160,812337.2982194368
161,810222.7335954516
162,810222.7335954516
163,810222.7335954516
164,810222.7335954516
165,810222.7335954516
166,810222.7335954516
167,742864.5019536709
168,557658.3804839277
169,810222.7335954516
170,402255.6884902201
171,452869.429239597
172,504608.04468809307
173,161276.42081360595
174,313354.6701621921
175,294607.1703837779
176,222833.86185959508
177,278152.200983512
178,344434.89868055645
179,310707.2655379594
180,494645.81624679855
181,744380.995645038
182,959820.1636057709
183,998376.803300506
184,819249.436423711
185,810222.7335954516
186,810222.7335954516
187,810222.7335954516
188,810222.7335954516
189,810222.7335954516
190,810222.7335954516
191,810222.7335954516
192,810222.7335954516
193,810222.7335954516
194,810222.7335954516
195,810222.7335954516
196,810222.7335954516
197,810222.7335954516
198,810222.7335954516
199,810222.7335954516
200,962380.6242275903
201,1000000.0
202,832027.2270353267
203,814042.9935046658
204,925753.3178712729
205,887080.0237435459
206,697508.6448803911
207,662882.318380126
208,629094.1603111291
209,796903.8775245791
210,739507.2437122037
211,202142.62268089046
212,21583.566864391854
213,0.0
214,0.0
215,0.0
216,46805.09395884606
217,29693.38129826945
218,183193.416940952
219,228134.90874601583
220,153821.73149369302
221,496257.4947482725
222,559707.7543450446
223,704702.2823227175
224,870595.3570131281
225,857930.4229290683
226,897099.6082299614
227,613699.5426091576
228,446285.7261617329
229,565102.2948933648
230,624717.1085587867
231,831480.4187008238
232,811977.0759156398
233,810222.7335954516
234,810222.7335954516
235,810222.7335954516
236,810222.7335954516
237,788094.3921171539
238,677359.7370697928
239,743694.5145760777
240,810222.7335954516
241,744168.8380305344
242,418192.8047416446
243,596754.9227929796
244,293661.8582532213
245,317178.5068766202
246,136293.72251681893
247,253136.8574539356
248,314973.8170696965
249,674292.4061049504
250,845082.1030112549
251,745543.7587593258
252,804928.6828381048
253,844081.5909386065
254,843660.7023600211
255,866638.9046472119
256,812963.4830072592
257,810222.7335954516
258,810222.7335954516
259,810222.7335954516
260,810222.7335954516
261,810222.7335954516
262,402310.231277746
263,810222.7335954516
264,810222.7335954516
265,810222.7335954516
266,810222.7335954516
267,810222.7335954516
268,810222.7335954516
269,810222.7335954516
270,627680.6247311886
271,529043.419369357
272,910707.2019563965
273,984868.4066932268
274,944312.9050705861
275,485799.20545773325
276,500748.6559866662
277,477677.66922682343
278,466411.2993093722
279,350744.74285752233
280,198001.65828166684
281,260073.3078772637
282,256881.48728075376
283,252491.48674666023
284,306616.178405893
285,307460.7945878393
286,316400.1692216022
287,291066.27523681347
288,272340.3221918532
289,336818.4169218442
290,333420.65372870886
291,338705.97007220425
292,360709.4754137711
293,262340.94123018667
294,234123.11332020228
295,253702.33684734037
296,409628.0535191855
297,273194.15806106565
298,469620.58269182284
299,445674.06815769046
300,460690.104390419
301,472417.0995665899
302,551771.00606829
303,482045.3556476536
304,602341.0784208031
305,672728.3627352203
306,810222.7335954516
307,691956.7576268577
308,748271.2682178871
309,298565.15482399723
310,469353.2341490408
311,473560.2505042191
312,480864.23399938765
313,433315.1809510477
314,358633.91714813653
315,307730.67415711936
316,247164.2765604881
317,159546.13094336572
318,119202.34069330378
319,100361.3746952595
320,271845.80782450957
321,329393.49128982646
322,261333.02556752408
323,228621.51654376645
324,229341.23662055752
325,251872.6457312002
326,285152.04406801646
327,266817.71062794916
328,87249.74948309336
329,98021.39570188815
330,73737.73229836636
331,135263.53117678373
332,131290.4192302144
333,196420.4471540405
334,267128.8024773343
335,361898.7754025285
336,325354.5107710199
337,255309.2544329866
338,250769.34048133285
339,217449.7450897735
340,161122.01227897505
341,134591.87571228165
342,164141.4914824823
343,109517.58395489086
344,311580.8403012246
345,323513.022780206
346,318577.6354507239
347,262537.92077987385
348,311831.304066011
349,400021.20074135356
350,460334.26485946355
351,435012.9268973041
352,376323.0084334849
353,522815.11735667737
354,665879.1450167267
355,810222.7335954516
356,810222.7335954516
357,810222.7335954516
358,810222.7335954516
359,810222.7335954516
360,810222.7335954516
361,810222.7335954516
362,810222.7335954516
363,810222.7335954516
364,810222.7335954516
365,810222.7335954516
366,810222.7335954516
367,810222.7335954516
368,969248.1406195838
369,837568.7305370931
370,837478.1673480205
371,844970.7355562025
372,585806.3963333085
373,582265.7852407866
374,502554.0006521061
375,439263.9620037075
376,512169.7913483261
377,810222.7335954516
378,810222.7335954516
379,686175.7406120169
380,810222.7335954516
381,810222.7335954516
382,810222.7335954516
383,810222.7335954516
384,792156.6682062377
385,477816.92859422276
386,810222.7335954516
387,810222.7335954516
388,595875.5389061584
389,672891.6009914469
390,697203.3898829783
391,301834.39883418486
392,690629.8348089077
393,477742.9837323349
394,420815.66695209476
395,334656.581162125
396,292587.4790981033
397,317929.29508281784
398,359080.17628375365
399,339901.48654062673
400,134442.63820203702
401,125260.11286450039
402,314072.53694821196
403,431824.71481742605
404,645345.4942729644
405,523006.7455390499
406,147021.6431508139
407,0.0
408,0.0
409,0.0
410,0.0
411,70823.61275995047
412,276356.8175825656
413,504384.10164088994
414,810222.7335954516
415,810222.7335954516
416,856646.7650036084
417,1000000.0
418,999926.2368098884
419,966584.4319343201
420,987229.1428131934
421,1000000.0
422,1000000.0
423,1000000.0
424,849277.8566166905
425,810222.7335954516
426,810222.7335954516
427,810222.7335954516
428,810222.7335954516
429,810222.7335954516
430,810222.7335954516
431,810222.7335954516
432,810222.7335954516
433,810222.7335954516
434,804343.1585032641
435,810222.7335954516
436,584051.166006907
437,550372.2642624964
438,475808.6923386778
439,522192.26894557494
440,481745.4692072413
441,180664.81749338866
442,209104.1908954149
443,292288.4426063282
444,324602.31094906083
445,455587.4826421866
446,735330.556098174
447,1000000.0
448,855667.2713296087
449,810222.7335954516
450,810222.7335954516
451,810222.7335954516
452,810222.7335954516
453,810222.7335954516
454,810222.7335954516
455,810222.7335954516
456,810222.7335954516
457,810222.7335954516
458,810222.7335954516
459,810222.7335954516
460,810222.7335954516
461,810222.7335954516
462,653471.2654682643
463,494789.17213582946
464,620254.635758538
465,424758.5553416242
466,411391.14087247924
467,417550.99518717406
468,427277.5040125089
469,322282.3363126607
470,312578.1659508799
471,431975.3326151613
472,299449.24416380463
473,251915.92548489757
474,338922.0522791121
475,318857.6202303939
476,810222.7335954516
477,810222.7335954516
478,810222.7335954516
479,810222.7335954516
480,746312.0409895971
481,810222.7335954516
482,810222.7335954516
483,787704.3119631591
484,810222.7335954516
485,810222.7335954516
486,810222.7335954516
487,810222.7335954516
488,945224.2925355219
489,1000000.0
490,1000000.0
491,1000000.0
492,1000000.0
493,982346.4680827063
494,953110.702018427
495,1000000.0
496,800231.6316720278
497,600989.0117986457
498,766746.3621119363
499,669766.5808313848
500,627581.7542887899
501,762527.648638488
502,220067.36701018823
503,174122.50999423623
504,258490.83788060636
505,313374.5276959386
506,376721.86704931903
507,255859.11069014875
508,149939.68882992232
509,287212.8809674275
510,340917.3020800073
511,166821.9341488931
512,296515.07072409743
513,274460.4044084208
514,322309.1702469428
515,292897.4663523825
516,271205.6743781677
517,278999.828305998
518,298426.65535560914
519,204432.90122021252
520,129963.69595146285
521,33391.700590521046
522,0.0
523,0.0
524,46398.625149559826
525,33790.440794592374
526,0.0
527,70498.42738557156
528,32695.737401755316
529,52036.062929990156
530,93700.22771666755
531,80922.63173088811
532,111534.38499669445
533,80782.307051937
534,39512.55754585717
535,40721.52404783589
536,77706.61791138409
537,73494.87535659406
538,75332.82301036411
539,261121.47835900725
540,245058.28541913294
541,315125.80068274395
542,298472.19888343435
543,519867.80267795804
544,723935.201327375
545,810222.7335954516
546,810222.7335954516
547,810222.7335954516
548,810222.7335954516
549,810222.7335954516
550,810222.7335954516
551,810222.7335954516
552,810222.7335954516
553,810222.7335954516
554,810222.7335954516
555,497275.95178880234
556,340419.7309978142
557,405672.5660319169
558,567415.2965093271
559,256533.56019674288
560,123745.59250719244
561,93752.37463869144
562,112196.1167701745
563,161701.64823324664
564,153028.7585705112
565,143026.67045536177
566,102817.64147102174
567,70944.28288303773
568,76046.76351511611
569,90787.14154098221
570,108434.4876953118
571,166237.054854717
572,293979.7310004222
573,416322.067421985
574,462947.13783314795
575,452016.2001377539
576,420734.80681637215
577,292605.8427993712
578,262614.886363113
579,289661.66506059613
580,290964.6676374249
581,332050.0739625115
582,435101.1707335887
583,554535.5936239263
584,992139.0911079405
585,838553.0487113573
586,552169.4462719315
587,568500.4316794053
588,649961.8459660008
589,623084.2728789067
590,855680.3105263907
591,1000000.0
592,896463.0866993308
593,810222.7335954516
594,810222.7335954516
595,810222.7335954516
596,810222.7335954516
597,810222.7335954516
598,810222.7335954516
599,810222.7335954516
600,810222.7335954516
601,770260.7233685807
602,642901.2786640099
603,803841.1247483839
604,588040.5808290511
605,309073.8924764612
606,261337.7343685903
607,111723.15631899849
608,248127.20198670053
609,271533.90555889695
610,262687.30545755127
611,235311.31367737832
612,223507.0699590665
613,243631.81308927145
614,37015.87579165775
615,17450.00510552247
616,32139.187830074505
617,103689.7900718486
618,193626.77456753774
619,460767.1138963324
620,378793.75531793956
621,434671.6130552757
622,473468.59694492473
623,581602.221163572
624,723634.7541785267
625,649358.4938602789
626,646399.0870372315
627,717978.1712990053
628,810222.7335954516
629,810222.7335954516
630,810222.7335954516
631,810222.7335954516
632,812864.1496387566
633,821590.46754433
634,898174.3922740906
635,537965.6162131027
636,841751.9358315871
637,826764.0214623855
638,1000000.0
639,820499.7759242821
640,855195.852887753
641,810222.7335954516
642,810222.7335954516
643,810222.7335954516
644,739545.3917919643
645,617296.1022907645
646,374171.40616748156
647,304605.67087402724
648,297450.04286504356
649,213350.0652958205
650,402807.3405608148
651,163043.79093232405
652,485157.80409860855
653,208890.27982823746
654,156080.16793174722
655,322122.88153228606
656,490414.221999996
657,417235.1654708814
658,154587.10890535635
659,186220.36590595345
660,214986.88647500868
661,233829.3021779412
662,197598.45502279335
663,26360.01888237334
664,52752.17168193275
665,190642.2930660258
666,441568.9287045326
667,810222.7335954516
668,810222.7335954516
669,810222.7335954516
670,810222.7335954516
671,810222.7335954516
672,810222.7335954516
673,810222.7335954516
674,810222.7335954516
675,810222.7335954516
676,810222.7335954516
677,810222.7335954516
678,810222.7335954516
679,810222.7335954516
680,868694.334348312
681,843524.7048177408
682,457818.05443561263
683,263302.6155798129
684,425994.2478486665
685,268817.38171250717
686,297346.23758540285
687,436201.86937118147
688,331918.86343487154
689,493346.8676285557
690,587583.3232156322
691,810222.7335954516
692,443545.44679058035
693,497349.12250959966
694,549590.9913922589
695,729550.6409197135
696,807903.9055692961
697,762123.2677474924
698,810222.7335954516
699,741803.873262708
700,695731.6644365225
701,810222.7335954516
702,810222.7335954516
703,810222.7335954516
704,813166.8989960147
705,821592.4430475142
706,869655.4725895707
707,1000000.0
708,884524.3324425936
709,894890.9719485473
710,913505.4387579632
711,997364.6279603589
712,830779.2065201275
713,810222.7335954516
714,810222.7335954516
715,810222.7335954516
716,810222.7335954516
717,810222.7335954516
718,810222.7335954516
719,810222.7335954516
720,810222.7335954516
721,810222.7335954516
722,810222.7335954516
723,810222.7335954516
724,810222.7335954516
725,810222.7335954516
726,810222.7335954516
727,812216.6598254195
728,882429.0874385755
729,1000000.0
730,1000000.0
731,937821.5962086293
732,968409.2254359573
733,961309.0866342185
734,1000000.0
735,1000000.0
736,926850.3866653835
737,810222.7335954516
738,810222.7335954516
739,810222.7335954516
740,810222.7335954516
741,810222.7335954516
742,810222.7335954516
743,810222.7335954516
744,810222.7335954516
745,537063.3819333718
746,579424.8873632888
747,810222.7335954516
748,810222.7335954516
749,810222.7335954516
750,751436.1431071458
751,536851.6428844698
752,556796.6358189394
753,485594.18636257644
754,370970.7193020741
755,325074.5555863215
756,313362.12716977374
757,350715.88471966516
758,394048.74481856654
759,357375.45196439914
760,235687.35830720872
761,141226.18346830143
762,271600.79839588806
763,187967.18521445736
764,179992.0474791138
765,158794.25433406013
766,194447.64528835347
767,240009.77234173694
768,272080.6550384353
769,257879.6005825413
770,217541.13592844002
771,105637.0147318452
772,32251.279751880713
773,0.0
774,25947.071626325644
775,124357.20094385662
776,328993.17458809324
777,262744.6385161766
778,265618.1992635303
779,305656.6732315337
780,266038.1287685085
781,272436.6895586399
782,176095.13056360872
783,133868.3357381963
784,61964.75196334804
785,58352.56982071914
786,64150.80636140905
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,15762.753367597268
794,57244.45059101045
795,108351.18035480076
796,172213.23985221348
797,292322.7407681002
798,810222.7335954516
799,814774.4724881108
800,1000000.0
801,1000000.0
802,1000000.0
803,843913.6973298856
804,682796.4691746925
805,582083.91241592
806,595216.899424416
807,330919.75077502476
808,247332.87021681826
809,273009.67276484036
810,273009.67276484036
811,196915.29726226584
812,130417.84949394404
813,0.0
814,0.0
815,28047.330625426468
816,69021.42254764498
817,175345.79420630523
818,162119.3098611248
819,160058.94245388373
820,141797.55365211624
821,146145.50336682276
822,211925.03945762536
823,378527.3146996573
824,488964.27384999057
825,250242.0427020242
826,188069.10265508722
827,176607.2198472658
828,228955.07374405305
829,356511.0684739194
830,355699.39952703926
831,323667.1122102536
832,163283.20383665597
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,30103.621154677083
841,115781.2744901504
842,249597.23612552043
843,210997.54988309418
844,371238.793668877
845,573099.8877969922
846,566103.699760487
847,551736.0113611346
848,660501.5837494606
849,302335.39593726397
850,258839.65127215526
851,242606.13894198934
852,196076.8931460334
853,255170.34790652958
854,210613.47523716913
855,202929.85724008913
856,356854.87980092363
857,810222.7335954516
858,810222.7335954516
859,810222.7335954516
860,810222.7335954516
861,810222.7335954516
862,563883.2410503043
863,177922.60224325117
864,82097.9817574042
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,56875.217388517005
872,87295.7958939027
873,139483.61025849593
874,153656.00743290826
875,187843.42868995955
876,292640.90635734156
877,217572.30095211422
878,364551.8794062721
879,235505.96571572684
880,468107.97457630315
881,810222.7335954516
882,810222.7335954516
883,810222.7335954516
884,810222.7335954516
885,404090.19187755074
886,487105.2501148577
887,583410.7322514235
888,260237.62419590072
889,355909.69408191985
890,382509.16868497716
891,260406.798932055
892,387365.3582425741
893,327947.54751757503
894,260916.63417203646
895,268849.77222444635
896,51602.346868744826
897,49240.2633801733
898,45628.08459049999
899,82890.2382934339
900,83072.04454481756
901,83381.192789718
902,49265.826234307155
903,124878.79801153504
904,221224.29515037415
905,492123.9405892838
906,631506.9855370013
907,706992.1205794084
908,810222.7335954516
909,810222.7335954516
910,810222.7335954516
911,810222.7335954516
912,810222.7335954516
913,810222.7335954516
914,810222.7335954516
915,810222.7335954516
916,810222.7335954516
917,810222.7335954516
918,810222.7335954516
919,786273.4844710567
920,351029.0721259474
921,107340.3913043983
922,127720.75099851258
923,307539.1084776204
924,265239.6611125723
925,281582.88082044554
926,300181.42036858824
927,69601.53800007007
928,160662.59607756315
929,0.0
930,0.0
931,0.0
932,21302.185483312023
933,46681.34170288694
934,89146.76532404938
935,140667.1257864651
936,246134.60905995764
937,324322.07215955446
938,381740.82099725655
939,464212.10024095984
940,632698.9052635478
941,810222.7335954516
942,810222.7335954516
943,812034.3949378871
944,828656.5184221843
945,756490.3383459611
946,471057.2551374067
947,438393.63677652925
948,415699.71270959364
949,398410.23417804163
950,428662.05238660227
951,488149.3385581441
952,704721.4172574388
953,810222.7335954516
954,810222.7335954516
955,810222.7335954516
956,810222.7335954516
957,810222.7335954516
958,810222.7335954516
959,810222.7335954516
960,810222.7335954516
961,810222.7335954516
962,810222.7335954516
963,810222.7335954516
964,810222.7335954516
965,810222.7335954516
966,810222.7335954516
967,810586.0993488814
968,817891.4138868877
969,828008.0534460413
970,832412.9238380737
971,854305.3978776915
972,873908.0920784196
973,853407.8093582545
974,1000000.0
975,823356.386335318
976,818291.2292454412
977,810222.7335954516
978,810222.7335954516
979,810222.7335954516
980,810222.7335954516
981,810222.7335954516
982,810222.7335954516
983,810222.7335954516
984,810222.7335954516
985,810222.7335954516
986,810222.7335954516
987,810222.7335954516
988,810222.7335954516
989,810222.7335954516
990,810222.7335954516
991,824962.3581317725
992,824806.5998691252
993,903537.3741042468
994,826097.9838020294
995,923316.9079932134
996,920083.6611415581
997,926674.6685989989
998,861729.8234376747
999,829865.9928677516
1000,903051.968095101
1001,810222.7335954516
1002,810222.7335954516
1003,810222.7335954516
1004,810222.7335954516
1005,810222.7335954516
1006,810222.7335954516
1007,720330.1986069131
1008,810222.7335954516
1009,810222.7335954516
1010,700937.71571865
1011,810222.7335954516
1012,789944.5532162618
1013,569399.6613913161
1014,445867.5008746339
1015,329428.91737535055
1016,192270.24239648116
1017,71337.66354650726
1018,135780.6285089365
1019,316426.3460056239
1020,334756.45361808257
1021,380451.1896394874
1022,411328.1719839842
1023,403748.21308659134
1024,305615.3154023874
1025,231886.20589404396
1026,350236.8216118399
1027,758281.8931785715
1028,810222.7335954516
1029,810222.7335954516
1030,810222.7335954516
1031,810222.7335954516
1032,777561.6083335225
1033,409679.95131755434
1034,312942.215063075
1035,250263.41696800143
1036,136285.27908422708
1037,87948.41120887196
1038,46279.68258810321
1039,93576.54905569514
1040,323656.12535579153
1041,400397.56683495676
1042,283644.02435605373
1043,236869.512964155
1044,231186.52634713348
1045,282580.0974999064
1046,146352.9961883354
1047,124324.47138306679
1048,185203.50459886555
1049,318768.1655039488
1050,572579.4986289792
1051,779365.2003766793
1052,644718.7212906419
1053,417069.32850407285
1054,454072.4847340244
1055,588138.0383129724
1056,795667.9945595025
1057,810222.7335954516
1058,810222.7335954516
1059,810222.7335954516
1060,810222.7335954516
1061,810222.7335954516
1062,810222.7335954516
1063,822706.3213622276
1064,907055.539628902
1065,950314.644974177
1066,968896.03589108
1067,1000000.0
1068,1000000.0
1069,1000000.0
1070,1000000.0
1071,1000000.0
1072,873252.5221483157
1073,791129.7401750026
1074,810222.7335954516
1075,810222.7335954516
1076,810222.7335954516
1077,810222.7335954516
1078,810222.7335954516
1079,810222.7335954516
1080,810222.7335954516
1081,790696.3620930219
1082,810222.7335954516
1083,686950.0308638298
1084,764768.1267098626
1085,415610.2284318262
1086,622313.6080903893
1087,667263.703146308
1088,721038.1289291875
1089,508174.6489704645
1090,415725.55010063923
1091,470135.8895192305
1092,431700.5690713668
1093,583082.2204923839
1094,632242.4423370792
1095,696535.9375367956
1096,665953.5162036556
1097,684856.2891806528
1098,810222.7335954516
1099,810222.7335954516
1100,810222.7335954516
1101,810222.7335954516
1102,810222.7335954516
1103,810222.7335954516
1104,741555.7595717631
1105,680498.1606753106
1106,652803.9012118148
1107,567963.6884025858
1108,533578.7751465786
1109,528563.9880826203
1110,471764.49339767016
1111,567256.2671739494
1112,667088.6240520515
1113,446008.58883813577
1114,384228.4090670197
1115,367778.77867731306
1116,353287.7549697673
1117,384135.4408704449
1118,403815.01788198284
1119,406573.98495356424
1120,288179.81678617746
1121,85256.13432181833
1122,82291.12699987469
1123,7019.11295674653
1124,28964.16654761803
1125,9668.266837436455
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,10739.163250861231
1131,40338.74130707774
1132,58999.308800704675
1133,87445.96214199119
1134,160424.0774194281
1135,240549.3998665586
1136,596839.0453104188
1137,417454.2866572158
1138,361569.91408147884
1139,371272.6106828276
1140,415075.27610657876
1141,514348.9645985127
1142,620845.4521088717
1143,720303.7713560443
1144,812980.5138506371
1145,810222.7335954516
1146,810222.7335954516
1147,810222.7335954516
1148,810222.7335954516
1149,810222.7335954516
1150,810222.7335954516
1151,810222.7335954516
1152,810222.7335954516
1153,810222.7335954516
1154,810222.7335954516
1155,810222.7335954516
1156,810222.7335954516
1157,810222.7335954516
1158,810222.7335954516
1159,834332.2379221714
1160,870966.9162906863
1161,1000000.0
1162,964649.144675849
1163,1000000.0
1164,836193.6620811659
1165,569437.4503690135
1166,881334.964929959
1167,775084.1354313818
1168,856841.3224590095
1169,810222.7335954516
1170,810222.7335954516
1171,810222.7335954516
1172,810222.7335954516
1173,810222.7335954516
1174,810222.7335954516
1175,810222.7335954516
1176,810222.7335954516
1177,810222.7335954516
1178,810222.7335954516
1179,810222.7335954516
1180,810222.7335954516
1181,810222.7335954516
1182,810222.7335954516
1183,895789.8545438964
1184,1000000.0
1185,1000000.0
1186,1000000.0
1187,1000000.0
1188,1000000.0
1189,1000000.0
1190,1000000.0
1191,1000000.0
1192,1000000.0
1193,816849.8597830929
1194,810222.7335954516
1195,810222.7335954516
1196,810222.7335954516
1197,810222.7335954516
1198,810222.7335954516
1199,810222.7335954516
1200,810222.7335954516
1201,810222.7335954516
1202,681943.9559817181
1203,603686.6025665024
1204,424119.08909270243
1205,498556.78525215114
1206,522105.5640708768
1207,644206.1533021335
1208,613381.5884057217
1209,479755.7323351066
1210,421452.38639677974
1211,355963.3661502963
1212,362880.07520264795
1213,359272.5551424426
1214,374070.38746496855
1215,369974.4535524196
1216,288391.3330280991
1217,70912.56202959522
1218,55924.591791322375
1219,169988.72206298017
1220,263157.99302447936
1221,415051.8216757335
1222,362567.4058825088
1223,343438.65185419144
1224,490341.2878884614
1225,314679.27762047737
1226,220705.79798424337
1227,155400.61552362487
1228,136679.92093564075
1229,132188.67224844787
1230,139850.3426447794
1231,470025.1405128794
1232,186776.6211336748
1233,314946.15528277634
1234,253405.92090903738
1235,231245.02734468528
1236,357108.2699226171
1237,467967.86962735804
1238,497042.31364811736
1239,627230.4619543027
1240,526815.2512945792
1241,797517.8533428562
1242,735802.6357330547
1243,810222.7335954516
1244,810222.7335954516
1245,810222.7335954516
1246,810222.7335954516
1247,810222.7335954516
1248,806911.0979699268
1249,691497.7784794181
1250,691497.7784794181
1251,561672.1187570359
1252,508738.0588475311
1253,563708.981198447
1254,471832.53661527234
1255,373253.73316080513
1256,215576.47462890262
1257,61777.778446005104
1258,74643.93741319409
1259,177381.3702245084
1260,82916.97949327443
1261,61814.5958447376
1262,45806.98174866294
1263,54589.32225635843
1264,43838.32863602137
1265,65843.20493767607
1266,324769.64864835964
1267,378883.80310952535
1268,545165.9976128232
1269,612483.3159738003
1270,590023.8640053408
1271,651386.0270484606
1272,677532.4270321529
1273,746702.8218095086
1274,784809.8096332983
1275,810222.7335954516
1276,794710.8226377714
1277,602043.5096550912
1278,560925.878093687
1279,719073.7846685346
1280,431764.1957323705
1281,321272.19204534823
1282,177881.43540701023
1283,377529.2124086967
1284,407301.08810650295
1285,421881.04933266214
1286,449901.66308408283
1287,429417.8015692272
1288,186276.19762222754
1289,139092.26684518062
1290,173091.41036724616
1291,174976.42307961994
1292,165551.35951775126
1293,186507.63959537164
1294,146680.45538418245
1295,106977.37075743263
1296,107428.95383395704
1297,64278.56819068005
1298,54239.48746839377
1299,22691.243862743308
1300,0.0
1301,0.0
1302,0.0
1303,109072.46013321097
1304,290293.58535236015
1305,327517.99566125503
1306,315153.54968047614
1307,296544.77063161816
1308,167923.60031337873
1309,299998.86574851826
1310,311016.35942477424
1311,293431.09995901375
1312,205579.0007236941
1313,6699.112755968778
1314,26470.8745892936
1315,13548.054370648446
1316,32468.989600566212
1317,42622.84951051182
1318,28158.173381347933
1319,5710.206699342465
1320,25898.642392070906
1321,22145.820675475643
1322,18374.969058525356
1323,2691.5350190228405
1324,9839.198316365251
1325,11408.123126635299
1326,13068.464235968699
1327,118004.06189874068
1328,291635.7779037625
1329,126396.63247467729
1330,183383.35151014093
1331,203002.47729651473
1332,221332.80731962546
1333,244117.34856812167
1334,295079.17531358416
1335,247432.3336134936
1336,102606.99429020443
1337,70404.5007886755
1338,149424.53219418085
1339,321191.499042399
1340,314261.37070438324
1341,495903.2130159559
1342,293434.85597192205
1343,644542.3495112145
1344,704128.7457001487
1345,589857.4698405425
1346,629057.4092498422
1347,674606.9515147095
1348,602431.4932111483
1349,493760.0385660398
1350,716064.78559056
1351,811465.7881478611
1352,710765.2179230473
1353,820904.5890505251
1354,845983.6922421056
1355,937442.8240379329
1356,927926.005264109
1357,889248.4809420829
1358,838261.9686240164
1359,908957.7714049167
1360,843543.2990425332
1361,812191.3443560101
1362,810222.7335954516
1363,810222.7335954516
1364,810222.7335954516
1365,810222.7335954516
1366,770897.8723458846
1367,810222.7335954516
1368,810222.7335954516
1369,810222.7335954516
1370,810222.7335954516
1371,810222.7335954516
1372,810222.7335954516
1373,810222.7335954516
1374,810222.7335954516
1375,818036.9314646865
1376,825778.8383869729
1377,852342.2103268923
1378,691077.442306452
1379,721186.392396783
1380,876647.558112631
1381,868965.9273509382
1382,788484.0177317712
1383,846394.9573682159
1384,818855.9975197837
1385,827268.9766731533
1386,810222.7335954516
1387,810222.7335954516
1388,810222.7335954516
1389,810222.7335954516
