Bus6001,Bus6002,Bus6003,Bus6004,Bus6005,Bus6006,Bus6007,Bus6008,Bus6009,Bus6010,Bus6011,Bus6012,Bus6013,Bus6014,Bus6015,Bus6016,Bus6017
0.0,0.0,14.018,7.279,5.93,5.36,5.701,10.215,8.026,9.954,3.327,6.953,1.667,4.365,0.851,6.953,4.978
0.0,0.0,14.692,6.858,8.199,4.2,7.279,9.054,7.588,8.571,5.763,3.817,1.399,3.302,0.843,3.817,9.535
0.0,0.0,14.998,6.78,6.032,4.12,6.589,8.718,8.257,7.639,5.098,7.799,1.417,2.617,1.115,7.799,3.471
0.0,0.0,15.321,7.224,6.064,5.28,5.667,8.688,8.232,7.444,6.28,5.532,1.761,0.944,3.88,5.532,2.319
0.0,0.0,15.036,6.189,5.601,5.16,5.625,8.965,8.943,9.074,5.041,2.487,1.525,1.25,4.493,2.487,2.207
0.0,0.0,14.659,5.846,5.486,4.72,6.96,8.613,9.033,9.46,3.37,2.147,1.525,1.771,3.607,2.147,2.132
0.0,0.0,15.321,6.207,5.531,5.0,6.61,13.236,8.494,6.916,4.666,3.006,1.674,0.831,1.224,3.006,2.064
0.0,0.0,15.6,6.308,4.838,5.12,8.075,13.373,8.526,6.425,3.065,1.92,1.441,0.51,0.92,1.92,2.129
0.0,0.0,15.465,7.78,5.248,4.76,5.633,14.528,8.075,5.704,2.843,1.551,1.527,0.459,0.739,1.551,2.539
0.0,0.0,16.349,7.532,4.854,5.0,3.223,14.32,8.261,6.17,2.787,1.357,1.812,0.417,0.722,1.357,1.783
0.0,0.0,15.185,7.284,5.467,4.72,3.302,14.515,7.98,6.112,3.567,1.304,2.0,0.335,0.631,1.304,2.31
0.0,0.0,15.544,7.498,5.036,3.88,3.61,11.173,7.841,5.418,3.255,1.019,1.606,0.328,0.577,1.019,1.844
0.0,0.0,15.414,7.111,5.079,4.52,3.336,8.509,7.993,3.475,3.395,1.49,1.65,0.414,0.542,1.49,2.129
0.0,0.0,15.205,7.527,4.834,4.48,3.005,8.204,7.634,5.307,2.504,1.51,1.787,0.358,0.537,1.51,2.143
0.0,0.0,15.323,7.352,5.886,7.2,4.421,12.399,7.027,4.381,2.838,1.265,1.48,0.351,0.6,1.265,1.879
0.0,0.0,15.749,7.625,4.869,14.32,4.489,13.992,7.937,5.259,3.147,1.245,1.672,0.7,0.605,1.245,3.653
0.0,0.0,16.746,7.01,5.221,17.68,5.939,11.668,8.416,4.325,5.136,1.741,4.428,0.614,0.611,1.741,3.201
0.0,0.0,20.854,6.922,5.228,17.84,9.036,13.297,8.283,4.314,5.263,5.563,5.977,0.671,1.01,5.563,2.63
0.0,0.0,20.701,6.713,5.978,19.2,11.132,14.795,7.849,4.669,6.533,9.888,5.323,1.107,1.213,9.888,4.678
0.0,0.0,25.503,8.68,4.521,17.68,8.074,17.409,7.492,5.542,4.655,13.188,6.379,2.563,1.669,13.188,3.22
0.0,0.0,31.777,8.705,5.517,17.6,4.876,19.418,7.036,7.691,4.903,8.095,4.194,3.158,2.586,8.095,3.156
0.0,0.0,26.052,8.196,5.891,17.24,4.064,18.148,8.27,3.487,5.003,9.801,1.747,3.399,1.008,9.801,5.184
0.0,0.0,19.854,8.906,5.888,19.32,3.856,18.917,7.801,4.195,3.858,6.318,1.16,3.657,1.07,6.318,3.584
0.0,0.0,20.985,9.286,5.217,15.04,3.785,16.262,8.077,6.813,4.475,5.786,1.292,3.937,1.339,5.786,5.086
0.0,0.0,18.824,6.902,4.683,5.12,5.044,11.879,7.933,7.071,4.634,2.418,1.951,3.269,1.485,2.418,3.617
0.0,0.0,19.323,9.409,6.318,5.56,5.276,9.918,8.781,7.061,5.989,4.15,4.248,3.013,4.04,4.15,4.726
0.0,0.0,19.71,9.916,5.567,5.48,5.638,8.924,8.404,5.766,6.991,11.624,1.457,1.311,3.209,11.624,4.856
0.0,0.0,19.754,7.863,5.909,6.12,8.935,7.87,8.626,4.677,6.988,7.363,1.479,1.047,1.388,7.363,2.622
0.0,0.0,18.813,7.116,4.633,5.36,7.14,8.343,9.403,8.492,6.239,3.322,1.584,1.631,1.211,3.322,4.849
0.0,0.0,19.052,6.71,4.86,5.56,5.437,8.256,9.549,6.609,4.88,5.123,1.5,0.648,0.97,5.123,2.282
0.0,0.0,19.181,7.157,4.311,5.76,3.965,8.205,9.424,5.355,4.158,3.728,1.448,0.501,1.02,3.728,2.223
0.0,0.0,19.583,7.92,4.216,6.16,3.917,8.021,8.836,4.772,5.509,1.242,1.637,0.41,0.802,1.242,1.789
0.0,0.0,18.823,6.731,4.701,5.32,3.281,7.988,8.309,4.957,3.671,1.58,1.739,0.342,0.648,1.58,2.685
0.0,0.0,18.25,6.626,4.161,5.8,3.638,8.738,8.912,5.456,3.07,1.129,2.782,0.272,0.694,1.129,1.548
0.0,0.0,18.003,6.205,4.335,5.2,3.915,7.984,8.941,4.955,3.136,1.579,2.03,0.335,0.599,1.579,2.278
0.0,0.0,18.208,6.698,4.53,6.32,3.364,12.761,8.742,4.727,3.684,1.26,1.916,0.328,0.565,1.26,1.699
0.0,0.0,17.988,6.244,4.234,6.04,3.635,13.536,8.027,4.221,2.74,1.346,2.043,0.271,0.577,1.346,2.046
0.0,0.0,18.516,6.689,5.181,5.88,3.878,13.167,8.159,6.461,4.331,1.51,2.032,0.297,0.6,1.51,2.486
0.0,0.0,18.159,6.741,7.444,9.28,4.307,15.425,8.949,6.008,4.04,0.966,2.208,0.406,0.754,0.966,3.162
0.0,0.0,28.173,11.091,24.633,8.32,5.074,18.541,7.767,5.834,5.044,1.696,2.522,0.937,0.659,1.696,1.451
0.0,0.0,37.924,18.349,23.41,12.84,4.825,20.248,8.779,5.326,8.223,5.053,3.909,0.669,0.588,5.053,1.67
0.0,0.0,53.281,20.379,25.847,15.08,6.386,17.284,8.748,6.072,10.543,4.397,4.06,0.753,0.921,4.397,2.55
0.0,0.0,52.44,19.609,27.848,15.92,4.713,22.763,8.392,6.094,6.066,5.714,3.272,2.139,0.842,5.714,7.103
0.0,0.0,54.477,19.214,26.214,15.64,3.208,24.213,8.421,5.016,5.222,7.903,1.731,0.541,0.91,7.903,4.846
0.0,0.0,52.686,18.122,23.357,15.36,3.269,25.156,9.175,5.26,6.674,8.104,1.981,0.965,2.914,8.104,4.232
0.0,0.0,57.49,18.111,24.248,17.24,3.496,23.369,9.274,6.941,11.069,10.037,1.698,1.001,2.744,10.037,2.651
0.0,0.0,57.156,20.503,26.763,22.04,3.377,20.699,8.909,5.216,7.448,5.151,2.014,0.999,1.098,5.151,4.517
0.0,0.0,54.442,18.352,26.288,21.08,4.556,18.765,8.333,5.772,8.523,8.595,1.84,0.516,1.1,8.595,6.942
0.0,0.0,48.605,16.648,23.53,20.04,5.011,19.415,9.107,8.537,8.61,4.474,2.704,0.543,1.312,4.474,5.19
0.0,0.0,40.996,8.682,10.36,10.4,6.411,16.146,9.122,9.29,7.377,5.195,2.32,0.742,1.816,5.195,8.456
0.0,0.0,23.68,10.894,6.409,4.2,6.98,13.076,9.32,8.289,6.409,8.862,2.967,0.778,1.686,8.862,7.741
0.0,0.0,22.531,10.316,7.499,5.84,6.712,11.951,9.796,6.463,7.123,5.928,2.619,0.658,1.781,5.928,5.024
0.0,0.0,22.297,7.187,5.284,4.76,6.781,10.216,10.361,7.731,6.921,5.326,2.538,0.569,4.894,5.326,3.593
0.0,0.0,22.009,7.138,5.936,4.64,6.288,13.033,10.799,10.937,5.372,3.756,2.669,0.748,5.329,3.756,4.477
0.0,0.0,22.418,7.376,4.964,5.0,5.576,15.232,10.653,11.959,4.421,2.817,2.921,0.704,1.636,2.817,3.576
0.0,0.0,22.889,7.799,4.866,5.24,4.993,15.722,9.942,7.247,5.58,1.595,2.709,0.601,0.875,1.595,2.562
0.0,0.0,22.466,8.295,5.182,4.84,4.37,15.917,9.521,7.087,5.152,1.387,3.338,0.526,0.892,1.387,2.255
0.0,0.0,22.703,8.522,4.965,5.12,4.717,15.476,9.091,7.881,4.622,1.564,2.678,0.373,0.864,1.564,2.401
0.0,0.0,22.357,8.202,4.911,5.32,4.654,16.064,9.413,9.035,4.694,1.765,2.814,0.639,0.881,1.765,2.815
0.0,0.0,21.59,8.118,5.829,5.0,4.592,16.209,9.064,6.519,4.07,1.578,2.73,0.448,0.831,1.578,3.133
0.0,0.0,21.1,8.218,4.924,4.96,4.714,16.033,8.698,8.763,5.561,1.673,2.785,0.472,0.757,1.673,5.415
0.0,0.0,20.772,7.964,4.914,5.64,4.829,15.879,9.603,9.705,4.457,2.343,2.845,0.501,0.931,2.343,2.348
0.0,0.0,21.03,8.607,7.883,5.96,5.861,17.619,10.299,8.674,4.506,4.319,2.814,0.704,0.96,4.319,5.069
0.0,0.0,29.218,10.863,24.82,12.8,8.104,18.561,9.899,10.416,6.086,3.844,2.655,0.617,1.111,3.844,2.98
0.0,0.0,37.344,16.898,25.823,16.84,5.88,20.942,10.321,6.717,7.349,3.027,3.397,0.554,0.756,3.027,2.131
0.0,0.0,50.247,19.541,24.488,17.0,4.542,25.108,10.31,8.376,7.639,3.61,2.873,0.456,0.637,3.61,1.936
0.0,0.0,49.363,18.642,23.458,16.6,4.456,25.876,18.362,10.624,6.982,4.789,5.13,0.504,0.695,4.789,3.353
0.0,0.0,49.101,17.372,34.766,15.72,6.373,25.388,19.776,6.556,7.825,4.52,5.618,0.46,0.685,4.52,3.016
0.0,0.0,49.179,15.493,29.676,15.68,5.996,23.919,19.763,10.775,7.323,6.82,3.559,1.371,0.607,6.82,2.484
0.0,0.0,51.875,17.224,32.669,12.56,4.491,23.046,18.68,5.633,6.428,5.999,3.814,1.763,0.542,5.999,4.095
0.0,0.0,53.458,17.687,29.275,11.36,4.603,22.234,17.177,5.55,9.195,5.071,4.527,0.515,0.641,5.071,6.364
0.0,0.0,52.469,18.114,25.468,14.04,6.04,18.29,16.279,5.69,9.22,10.558,4.455,0.71,0.774,10.558,6.53
0.0,0.0,44.68,16.048,24.094,9.08,5.757,16.186,24.446,6.329,11.025,7.141,5.06,0.716,1.398,7.141,6.696
0.0,0.0,37.711,13.1,7.667,9.48,8.361,15.349,27.96,8.025,10.768,7.154,3.652,1.395,1.306,7.154,5.402
0.0,0.0,25.132,14.112,7.05,13.68,7.397,14.036,25.133,9.291,7.562,5.824,3.295,4.142,3.826,5.824,3.294
0.0,0.0,20.764,14.087,6.628,13.24,7.455,12.944,25.503,7.086,8.312,8.145,3.386,0.883,3.042,8.145,6.611
0.0,0.0,20.826,8.815,6.408,12.92,7.318,10.838,21.154,7.475,5.114,5.997,3.179,0.63,1.2,5.997,4.939
0.0,0.0,20.305,7.11,7.019,9.92,6.057,11.377,12.635,7.292,6.01,3.938,3.17,0.591,2.16,3.938,3.053
0.0,0.0,20.669,7.811,5.703,4.92,5.037,10.983,8.871,6.855,4.494,3.294,3.301,0.732,1.04,3.294,2.928
0.0,0.0,20.694,7.665,5.273,5.08,4.7,10.739,8.42,6.03,4.116,1.881,3.452,0.625,2.45,1.881,2.92
0.0,0.0,21.147,6.913,5.454,5.36,4.526,10.395,8.744,6.453,4.037,1.275,3.907,0.473,0.793,1.275,3.202
0.0,0.0,21.004,7.044,5.445,4.92,4.323,10.602,8.653,7.154,3.088,1.813,3.343,0.511,0.792,1.813,2.216
0.0,0.0,20.81,6.748,5.338,4.68,4.82,14.153,9.073,7.646,3.196,1.663,3.205,0.479,0.742,1.663,2.461
0.0,0.0,19.947,6.845,5.466,4.92,4.313,15.267,8.876,7.697,3.317,1.223,3.485,0.504,0.702,1.223,2.988
0.0,0.0,19.935,6.508,5.178,5.68,4.362,14.987,8.72,5.944,3.072,1.211,3.23,0.495,0.638,1.211,5.248
0.0,0.0,19.763,6.453,6.156,4.76,4.639,15.941,8.684,8.222,4.974,1.88,2.788,0.45,0.867,1.88,3.417
0.0,0.0,21.884,8.219,8.142,6.24,4.709,18.334,8.918,8.862,5.716,4.176,2.945,0.73,1.478,4.176,4.088
0.0,0.0,31.432,11.014,22.352,15.56,4.177,18.991,8.556,8.452,5.569,2.397,3.39,0.71,1.48,2.397,2.674
0.0,0.0,45.218,22.013,24.099,16.76,4.128,25.382,10.84,6.977,7.525,2.385,6.619,0.628,0.762,2.385,4.933
0.0,0.0,56.775,24.565,27.0885,17.36,5.6407,23.313,10.344,7.37,7.7129,7.989,5.1805,0.4875,0.798,7.989,4.0705
0.0,0.0,57.35005,27.43045,37.8674,16.08,8.1846,18.519,4.736,15.7395,7.7733,9.9093,7.17665,0.76455,0.966,9.9093,5.24145
0.0,0.0,67.7371,30.6369,48.6463,23.2555,7.8173,24.2359,19.938,15.7205,8.3363,11.9256,7.7725,1.1734,0.97,11.9256,4.002375
0.0,0.0,67.5027,32.2156,44.77,21.7366,8.2151,22.9213,19.6362,12.9016,7.3759,7.957,6.7579,1.5193,0.89,7.957,4.9412625
0.0,0.0,68.6538,34.6029,46.1195,18.951,7.6128,21.9466,17.458,12.9059,6.30885,5.9996,6.1407,1.6501,0.915,5.9996,4.94498125
0.0,0.0,70.3792,31.8722,45.1225,19.5339,8.4277,23.3537,15.2634,13.0966,5.234925,4.1981,6.4153,1.0683,0.905,4.1981,6.26455625
0.0,0.0,68.5667,29.1328,44.6369,18.3983,7.7235,24.1088,19.2987,13.1811,4.9605625,4.0362,5.634,1.2804,0.938,4.0362,7.568428125
0.0,0.0,61.8461,25.9394,27.2094,18.8527,8.8407,24.8451,25.2812,13.7937,8.45213125,6.4253,5.7803,1.1983,0.912,6.4253,3.536314063
0.0,0.0,47.0116,17.184,9.2468,19.7435,12.2501,22.9959,27.3351,16.3397,9.342415625,7.7623,5.4299,0.9415,1.539,7.7623,7.612557031
0.0,0.0,32.2658,16.7925,9.4361,13.3489,12.50555,21.2224,26.6213,17.1615,7.973407813,10.7488,5.1084,1.009,1.137,10.7488,5.809878516
0.0,0.0,29.661,16.0347,8.3891,11.6118,12.50555,18.5097,24.837,17.9833,7.167003906,12.9507,6.1532,1.0413,0.868,12.9507,6.181589258
0.0,0.0,28.3369,13.2959,8.0163,7.0299,12.761,15.8934,22.2071,18.41335,6.312801953,6.1876,5.0074,0.9058,0.857,6.1876,6.065394629
0.0,0.0,27.8329,12.7237,8.7434,6.8783,12.5121,15.5052,17.7267,18.8434,5.788700977,5.7531,3.7332,0.9023,0.918,5.7531,3.913097314
0.0,0.0,28.6016,13.5523,7.5078,6.8198,9.2992,15.9182,15.0107,16.8154,4.419300488,5.7135,3.1687,1.0795,0.93,5.7135,5.156998657
0.0,0.0,17.009,3.915,5.388,5.9899,6.9856,16.433,13.1923,11.9652,5.028650244,2.28625,5.0027,0.81725,0.897,2.28625,3.753499329
0.0,0.0,14.9955,3.8585,3.018,4.75495,5.8288,15.678,11.8113,9.6621,5.516825122,1.819625,6.16285,0.693125,0.859,1.819625,3.592249664
0.0,0.0,15.96375,3.73325,2.951,4.48,5.2504,15.809,10.427,8.46655,5.169412561,2.2283125,5.599425,0.6905625,0.738,2.2283125,2.854624832
0.0,0.0,17.924375,3.702125,2.982,3.98,4.9612,16.049,10.1673,7.822275,5.338206281,1.47665625,5.7832125,0.61678125,0.904,1.47665625,2.916312416
0.0,0.0,17.3851875,3.5930625,3.535,3.91,4.8166,16.05,10.1893,7.5536375,4.74960314,1.808828125,5.73860625,0.587390625,0.782,1.808828125,2.833656208
0.0,0.0,17.2540625,3.534,3.55,4.115,4.7443,16.123,9.9634,7.42181875,5.22830157,1.342414063,5.227303125,0.634195313,0.668,1.342414063,3.378328104
0.0,0.0,19.6115,8.1235,4.271,4.48,4.70815,15.589,10.0315,7.413409375,5.017650785,3.937707031,5.239151563,0.619597656,0.802,3.937707031,3.696664052
0.0,0.0,22.40125,10.43525,5.44,5.12,4.690075,17.87,9.6447,7.345204688,5.029325393,3.383853516,5.832575781,0.988798828,1.25,3.383853516,3.250332026
0.0,0.0,28.559625,10.330625,6.204,15.1,4.6810375,19.539,9.4795,7.325602344,6.186662696,3.132926758,5.821787891,0.898899414,1.247,3.132926758,3.446166013
0.0,0.0,31.9328125,11.1368125,6.632,15.29,4.67651875,16.737,10.7433,7.316301172,6.068331348,3.295963379,6.149393945,0.632449707,3.8725,3.295963379,2.956583007
0.0,0.0,43.316,11.461,7.4985,15.745,4.674259375,22.647,12.7085,7.718650586,11.01666567,2.689981689,5.522196973,0.654224854,1.34575,2.689981689,4.254291503
0.0,0.0,43.3439,9.2005,6.85575,16.4925,4.672,22.673,17.5468,7.424,8.359,4.389,5.41,0.643,0.663875,4.389,4.212
0.0,0.0,53.7925,17.4812,7.557,17.50625,5.593,23.58,21.0151,8.119,8.753,4.992,4.787,0.772,2.5284375,4.992,4.556
0.0,0.0,53.4604,16.8841,6.368,18.473125,4.895,18.269,20.5357,5.707,6.79,1.835,4.21,1.296,0.96871875,1.835,3.287
0.0,0.0,53.7443,19.4765,11.09,17.5165625,6.106,17.426,18.5131,5.836,5.716,4.782,4.859,1.486,0.753859375,4.782,3.225
0.0,0.0,52.9837,21.7243,16.465,16.15828125,6.659,17.729,16.3832,7.768,8.438,3.777,6.26,2.527,0.791429688,3.777,4.466
0.0,0.0,51.707,20.6108,10.608,16.15914063,4.351,12.488,19.8521,7.914,3.775,1.884,3.316,0.583,0.847214844,1.884,10.469
0.0,0.0,48.6315,16.6575,8.779,16.39957031,3.964,15.654,27.064,5.375,4.312,2.063,4.942,0.65,0.928107422,2.063,2.827
0.0,0.0,35.625,11.1673,5.379,7.119785156,6.302,13.326,28.4379,6.455,7.018,6.507,6.525,0.871,2.784053711,6.507,3.733
0.0,0.0,23.9565,10.5642,3.789,3.799892578,6.16,11.731,28.771,6.77,6.291,7.299,3.344,0.842,0.930026855,7.299,3.115
0.0,0.0,23.0415,8.2411,3.721,4.519946289,8.51,10.282,27.9909,5.828,5.109,10.469,3.488,1.211,0.951013428,10.469,5.738
0.0,0.0,22.1159,7.5152,2.563,4.599973145,6.55,8.253,26.0244,6.219,6.889,5.53,2.192,0.917,1.080006714,5.53,6.253
0.0,0.0,21.9473,7.7125,3.029,3.879986572,5.541,10.028,20.6803,6.814,3.879,7.703,3.436,0.701,0.868003357,7.703,4.125
0.0,0.0,41.6606,27.0841,2.431,3.799993286,4.345,10.322,17.4509,7.534,3.344,3.563,3.383,0.666,0.799001678,3.563,4.566
0.0,0.0,17.1246,2.717,2.368,4.439996643,4.67,9.871,10.64045,6.339,4.083,2.43,1.738,2.091,0.750000839,2.43,5.601
0.0,0.0,17.2594,2.933,2.245,4.439998322,4.337,9.072,7.251225,5.033,4.464,2.014,1.767,1.768,0.61500042,2.014,3.692
0.0,0.0,17.3996,3.37,4.049,4.079999161,4.128,9.336,3.865,5.768,3.445,1.444,2.787,0.392,0.70300021,1.444,2.627
0.0,0.0,17.9888,3.7865,5.046,4.55999958,4.587,7.555,3.766,5.98,4.194,1.422,3.48,0.449,0.615000105,1.422,4.108
0.0,0.0,18.5486,4.772,4.994,4.71999979,4.284,10.612,3.716,6.439,4.569,1.934,3.476,0.462,0.724000052,1.934,4.183
0.0,0.0,20.6993,7.355,4.796,4.92,4.539,15.57,3.701,6.252,3.745,1.916,3.548,0.395,0.761,1.916,4.609
0.0,0.0,20.096,6.772,4.947,5.4,4.451,14.563,3.6565,7.841,3.741,4.046,3.378,0.355,0.707,4.046,2.499
0.0,0.0,20.5347,7.124,5.054,5.52,4.608,16.081,3.64,8.943,4.864,3.136,3.423,0.443,0.795,3.136,3.179
0.0,0.0,20.6495,7.769,5.438,9.44,5.605,19.028,8.707,6.307,5.195,3.962,4.061,0.765,1.01,3.962,2.065
0.0,0.0,20.5361,6.596,6.98,10.48,4.898,18.385,9.099,6.83,6.762,1.738,3.509,0.461,1.368,1.738,3.078
0.0,0.0,35.4003,7.491,4.999,11.52,4.206,17.739,10.092,5.887,7.782,6.692,5.528,0.467,0.89,6.692,4.91
0.0,0.0,39.9317,7.73,4.515,17.12,3.358,19.43,9.407,9.159,6.003,4.173,6.001,1.285,4.255,4.173,6.005
0.0,0.0,37.7791,8.146,7.829,18.52,4.487,13.698,8.433,8.289,8.885,10.37,4.489,1.437,1.012,10.37,8.808
0.0,0.0,33.4742,6.77,5.455,21.52,4.884,13.284,8.006,10.163,3.957,6.446,5.096,1.169,1.212,6.446,5.844
0.0,0.0,24.7604,6.804,4.443,21.88,6.118,10.988,8.926,7.479,3.99,5.926,6.561,1.106,1.205,5.926,4.455
0.0,0.0,35.1218,7.047,4.39,16.4,7.28,9.89,11.531,10.221,4.772,7.044,3.202,0.41,1.161,7.044,5.839
0.0,0.0,34.3415,6.664,4.195,8.84,4.624,8.561,16.252,8.082,4.956,5.73,3.469,0.831,1.45,5.73,6.894
0.0,0.0,32.7158,7.998,4.587,3.84,4.487,9.353,29.725,6.273,4.483,6.439,2.993,1.073,2.033,6.439,5.211
0.0,0.0,32.787,7.955,4.956,4.8,5.286,9.971,30.311,6.636,5.172,9.452,3.255,1.349,4.339,9.452,4.526
0.0,0.0,32.9977,10.158,5.475,5.36,5.256,13.804,29.656,7.696,8.787,11.129,3.924,1.471,2.359,11.129,6.317
0.0,0.0,28.4206,8.534,6.186,5.36,6.847,15.175,30.503,9.705,6.401,12.514,3.57,1.308,4.31,12.514,4.542
0.0,0.0,21.6365,7.693,6.589,5.64,6.934,14.351,32.311,7.117,6.064,13.925,3.638,0.822,1.109,13.925,3.448
0.0,0.0,21.0598,7.724,5.406,5.28,6.294,14.572,23.807,7.435,5.029,8.938,3.523,0.784,1.141,8.938,3.197
0.0,0.0,21.7376,8.428,4.793,5.6,5.65,14.544,15.066,8.852,4.676,4.537,3.567,1.506,0.818,4.537,2.449
0.0,0.0,21.645,8.34,5.089,4.92,4.648,13.949,13.802,7.974,3.504,2.148,4.368,2.069,0.765,2.148,2.669
0.0,0.0,22.209,9.039,5.14,5.36,3.449,14.259,12.285,6.66,3.371,1.671,3.554,1.667,0.721,1.671,2.586
0.0,0.0,21.94,9.342,4.842,5.84,3.53,14.329,10.137,6.06,2.842,1.815,3.804,0.506,0.81,1.815,3.586
0.0,0.0,21.545,8.161,4.845,5.32,3.412,14.844,8.974,9.474,3.52,1.401,3.688,0.571,0.675,1.401,3.367
0.0,0.0,21.784,8.028,5.268,5.52,3.414,14.778,9.853,8.059,3.203,1.67,3.732,0.55,0.697,1.67,4.398
0.0,0.0,20.858,8.008,5.623,5.52,3.541,14.803,9.29,6.838,3.507,1.319,3.925,0.597,0.638,1.319,3.479
0.0,0.0,20.978,7.521,5.298,6.24,3.688,14.937,9.446,9.81,3.56,2.407,3.637,0.535,0.569,2.407,3.139
0.0,0.0,21.436,8.088,4.75,5.6,4.178,15.028,8.2245,6.129,6.181,1.287,3.715,0.493,0.62,1.287,2.495
0.0,0.0,20.599,9.47,4.959,5.72,4.256,15.104,7.87375,6.423,4.923,2.0325,4.299,0.704,0.808,2.0325,3.224
0.0,0.0,18.926,16.623,5.255,5.76,4.835,15.051,9.043,7.708,5.259,3.23725,3.198,0.725,1.425,3.23725,4.212
0.0,0.0,18.986,19.02,4.832,5.16,6.496,14.426,9.254,10.001,5.057,3.815,3.128,0.565,1.12,3.815,1.918
0.0,0.0,18.783,18.138,6.216,5.2,5.99,14.181,9.325,6.485,5.244,6.432,3.24,1.384,3.709,6.432,2.606
0.0,0.0,18.842,18.168,5.868,7.12,5.168,13.747,8.456,6.455,5.235,6.115,3.43,4.007,1.296,6.115,2.483
0.0,0.0,21.002,18.559,5.62,15.44,5.518,13.889,8.3,10.085,6.215,4.676,2.977,4.256,1.211,4.676,4.082
0.0,0.0,19.331,9.182,4.884,14.92,6.465,13.597,8.405,6.523,5.986,6.408,2.951,3.527,1.288,6.408,7.963
0.0,0.0,22.139,8.296,5.456,14.88,6.765,13.441,9.002,7.172,5.056,5.771,2.993,2.934,1.371,5.771,4.133
0.0,0.0,20.439,7.998,4.183,14.52,5.435,13.79,8.669,5.492,5.79,5.07,3.52,2.421,1.178,5.07,3.164
0.0,0.0,19.655,8.354,6.529,9.8,6.204,13.882,8.931,5.82,5.045,7.571,3.186,4.647,3.69,7.571,3.918
0.0,0.0,20.494,8.148,5.715,5.04,8.065,14.446,8.958,8.563,10.117,11.234,3.871,2.929,3.53,11.234,5.464
0.0,0.0,21.719,8.738,6.3,5.64,7.245,13.92,8.975,12.3,8.358,8.679,3.318,2.334,1.12,8.679,5.69
0.0,0.0,21.207,8.309,5.824,6.76,6.796,14.106,8.536,10.089,10.502,10.016,3.224,2.359,2.444,10.016,4.259
0.0,0.0,20.922,8.213,5.133,6.76,6.931,14.261,10.311,9.341,9.157,4.449,3.467,0.894,1.985,4.449,4.811
0.0,0.0,20.947,7.826,5.102,6.08,4.93,14.486,9.753,7.286,5.306,5.855,3.288,0.762,0.919,5.855,5.73
0.0,0.0,20.954,8.213,5.566,6.32,4.194,15.058,9.462,6.151,7.504,3.008,3.15,0.425,0.781,3.008,3.885
0.0,0.0,21.166,8.334,4.586,6.64,3.41,14.118,9.552,4.834,4.303,1.522,4.008,0.405,0.62,1.522,3.71
0.0,0.0,20.567,9.224,4.862,6.0,3.489,14.01,9.022,5.868,4.42,1.904,3.315,0.358,0.637,1.904,5.128
0.0,0.0,21.352,9.354,4.807,6.08,3.284,13.985,9.178,4.783,4.624,1.364,3.227,0.365,0.684,1.364,2.413
0.0,0.0,20.677,9.011,4.63,6.24,3.682,8.84,9.216,5.741,6.374,1.454,3.218,0.449,0.614,1.454,3.03
