,Comment,P_nodes,P_losses,P_losses_percent,s_NR,i_NR,v_NR
10,,"[[36.568+2.95919974j]
 [10.745+0.30167878j]
 [46.366+1.07557026j]
 [32.59 +0.33286049j]
 [21.075+1.59746584j]
 [21.86 +0.13534126j]
 [17.052+1.56946637j]]",(0.0008066101858048569+0.0029782417701316177j),(0.00043306534329356204+0.03736073327231787j),"[[-9.31280000e-05-3.98484264e-06j]
 [ 1.82841125e-05+1.47975062e-06j]
 [ 5.37250630e-06+1.50847828e-07j]
 [ 2.31831762e-05+5.38021249e-07j]
 [ 1.62950429e-05+1.66487690e-07j]
 [ 1.05375401e-05+7.98786630e-07j]
 [ 1.09300132e-05+6.76883756e-08j]
 [ 8.52601208e-06+7.84749370e-07j]]","[[-9.31280e-05+3.98484264e-06j]
 [ 1.82840e-05-1.47959987e-06j]
 [ 5.37250e-06-1.50839391e-07j]
 [ 2.31830e-05-5.37785128e-07j]
 [ 1.62950e-05-1.66430247e-07j]
 [ 1.05375e-05-7.98732919e-07j]
 [ 1.09300e-05-6.76706318e-08j]
 [ 8.52600e-06-7.84733186e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000678+7.69636434e-06j]
 [1.00000122+1.53632520e-06j]
 [1.00000783+1.00033697e-05j]
 [1.00000267+3.49796020e-06j]
 [1.00000417+4.78131661e-06j]
 [1.00000122+1.61584301e-06j]
 [1.00000158+1.75290804e-06j]]"
11,,"[[33.325+2.86716419j]
 [13.906+0.96519375j]
 [46.609+3.92845504j]
 [28.175+0.85597739j]
 [29.141+2.36155533j]
 [ 8.41 +0.82389168j]
 [10.541+0.01038661j]]",(0.0007973608116742525+0.0029658485248234j),(0.00046874074063633627+0.025107448817889073j),"[[-8.50535000e-05-5.90536326e-06j]
 [ 1.66625935e-05+1.43370740e-06j]
 [ 6.95301059e-06+4.82611065e-07j]
 [ 2.33046792e-05+1.96446769e-06j]
 [ 1.40875321e-05+4.28031666e-07j]
 [ 1.45705767e-05+1.18088044e-06j]
 [ 4.20500198e-06+4.11948489e-07j]
 [ 5.27050458e-06+5.19943813e-09j]]","[[-8.50535e-05+5.90536326e-06j]
 [ 1.66625e-05-1.43358210e-06j]
 [ 6.95300e-06-4.82596877e-07j]
 [ 2.33045e-05-1.96422752e-06j]
 [ 1.40875e-05-4.27988697e-07j]
 [ 1.45705e-05-1.18077766e-06j]
 [ 4.20500e-06-4.11945838e-07j]
 [ 5.27050e-06-5.19330579e-09j]]","[[1.        +0.00000000e+00j]
 [1.00000621+6.98533406e-06j]
 [1.00000166+1.92563632e-06j]
 [1.0000085 +9.58925580e-06j]
 [1.00000237+2.97822355e-06j]
 [1.0000058 +6.58385211e-06j]
 [1.00000053+5.78880324e-07j]
 [1.00000087+1.16266550e-06j]]"
12,,"[[ 6.974+2.05610722e-01j]
 [14.344+1.00267755e+00j]
 [42.895+1.02499116e+00j]
 [ 7.323+3.56192255e-01j]
 [17.198+1.64499305e-03j]
 [23.896+2.29950183e+00j]
 [ 5.33 +1.49923762e-01j]]",(0.0004240421910992609+0.002465641044321565j),(0.0003594796465744837+0.04891618623240673j),"[[-5.89800000e-05-2.51932240e-06j]
 [ 3.48700407e-06+1.02810813e-07j]
 [ 7.17201127e-06+5.01353872e-07j]
 [ 2.14476508e-05+5.12697677e-07j]
 [ 3.66150217e-06+1.78099034e-07j]
 [ 8.59902654e-06+8.58059401e-10j]
 [ 1.19480160e-05+1.14977231e-06j]
 [ 2.66500117e-06+7.49634499e-08j]]","[[-5.89800e-05+2.51932240e-06j]
 [ 3.48700e-06-1.02805361e-07j]
 [ 7.17200e-06-5.01338775e-07j]
 [ 2.14475e-05-5.12495579e-07j]
 [ 3.66150e-06-1.78096128e-07j]
 [ 8.59900e-06-8.22496515e-10j]
 [ 1.19480e-05-1.14975092e-06j]
 [ 2.66500e-06-7.49618807e-08j]]","[[1.        +0.00000000e+00j]
 [1.00000121+1.52778300e-06j]
 [1.00000171+1.98551604e-06j]
 [1.00000725+9.24960382e-06j]
 [1.00000063+7.63290475e-07j]
 [1.00000309+4.13540487e-06j]
 [1.0000015 +1.64709273e-06j]
 [1.00000046+5.75984289e-07j]]"
13,,"[[15.783+1.39433094j]
 [31.848+2.39055149j]
 [33.799+1.64473979j]
 [17.792+1.60962536j]
 [21.276+0.87360926j]
 [13.038+0.33365495j]
 [ 8.722+0.29711986j]]",(0.00046361443864384455+0.0025186635231673193j),(0.0003258969187278357+0.029480010700242885j),"[[-7.11290000e-05-4.27086709e-06j]
 [ 7.89152098e-06+6.97193588e-07j]
 [ 1.59240556e-05+1.19535023e-06j]
 [ 1.68995938e-05+8.22495594e-07j]
 [ 8.89601288e-06+8.04829938e-07j]
 [ 1.06380407e-05+4.36859150e-07j]
 [ 6.51900471e-06+1.66833788e-07j]
 [ 4.36100314e-06+1.48564134e-07j]]","[[-7.11290e-05+4.27086709e-06j]
 [ 7.89150e-06-6.97165471e-07j]
 [ 1.59240e-05-1.19527574e-06j]
 [ 1.68995e-05-8.22369894e-07j]
 [ 8.89600e-06-8.04812679e-07j]
 [ 1.06380e-05-4.36804631e-07j]
 [ 6.51900e-06-1.66827472e-07j]
 [ 4.36100e-06-1.48559930e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000295+3.30223193e-06j]
 [1.00000382+4.39051859e-06j]
 [1.0000059 +7.15103884e-06j]
 [1.00000161+1.79440118e-06j]
 [1.00000403+4.95956590e-06j]
 [1.00000075+9.49727422e-07j]
 [1.00000075+9.38264661e-07j]]"
14,,"[[ 9.889+0.54359223j]
 [19.014+1.79703407j]
 [21.374+0.4924224j ]
 [14.529+1.42914971j]
 [15.888+1.23263894j]
 [12.439+0.59505239j]
 [ 3.443+0.31103096j]]",(0.0002034127702543742+0.0021700200777408085j),(0.00021062455501819728+0.033901686619799046j),"[[-4.82880000e-05-3.19951162e-06j]
 [ 4.94450820e-06+2.71807103e-07j]
 [ 9.50701988e-06+8.98543667e-07j]
 [ 1.06870374e-05+2.46261377e-07j]
 [ 7.26450860e-06+7.14586383e-07j]
 [ 7.94402279e-06+6.16350002e-07j]
 [ 6.21950430e-06+2.97531956e-07j]
 [ 1.72150049e-06+1.55516138e-07j]]","[[-4.8288e-05+3.19951162e-06j]
 [ 4.9445e-06-2.71796117e-07j]
 [ 9.5070e-06-8.98517033e-07j]
 [ 1.0687e-05-2.46211201e-07j]
 [ 7.2645e-06-7.14574857e-07j]
 [ 7.9440e-06-6.16319468e-07j]
 [ 6.2195e-06-2.97526197e-07j]
 [ 1.7215e-06-1.55515478e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000177+2.12422680e-06j]
 [1.00000233+2.58093958e-06j]
 [1.00000361+4.61196104e-06j]
 [1.00000133+1.45605516e-06j]
 [1.00000315+3.59945072e-06j]
 [1.00000073+8.90758067e-07j]
 [1.00000032+3.54426704e-07j]]"
15,,"[[3.065+0.21048522j]
 [4.621+0.22998583j]
 [6.272+0.26133176j]
 [0.95 +0.07744625j]
 [5.092+0.3036426j ]
 [2.048+0.0565612j ]
 [1.641+0.00897728j]]",(1.5563880905844485e-05+0.0019183294943023732j),(6.570087764719695e-05+0.16703928376232244j),"[[-1.18445000e-05-5.73266338e-07j]
 [ 1.53250079e-06+1.05243668e-07j]
 [ 2.31050117e-06+1.14994479e-07j]
 [ 3.13600323e-06+1.30670207e-07j]
 [ 4.75000036e-07+3.87231753e-08j]
 [ 2.54600234e-06+1.51824428e-07j]
 [ 1.02400012e-06+2.82807554e-08j]
 [ 8.20500111e-07+4.48879009e-09j]]","[[-1.18445e-05+5.73266338e-07j]
 [ 1.53250e-06-1.05242611e-07j]
 [ 2.31050e-06-1.14992916e-07j]
 [ 3.13600e-06-1.30665881e-07j]
 [ 4.75000e-07-3.87231261e-08j]
 [ 2.54600e-06-1.51821299e-07j]
 [ 1.02400e-06-2.82805995e-08j]
 [ 8.20500e-07-4.48864146e-09j]]","[[1.        +0.00000000e+00j]
 [1.00000056+6.51370967e-07j]
 [1.00000054+6.49794370e-07j]
 [1.00000109+1.33420221e-06j]
 [1.00000009+9.65106776e-08j]
 [1.00000099+1.17001547e-06j]
 [1.00000012+1.48963992e-07j]
 [1.00000014+1.80406443e-07j]]"
16,,"[[ 1.323+0.04289319j]
 [ 0.062+0.0022255j ]
 [ 0.591+0.0136547j ]
 [ 0.456+0.0104256j ]
 [12.541+0.91123219j]
 [ 1.442+0.04532974j]
 [ 1.912+0.05668221j]]",(2.9155850800322014e-05+0.001936542381738765j),(0.00015908687073892081+0.1789047699111461j),"[[-9.16350000e-06-5.40272827e-07j]
 [ 6.61500146e-07+2.14467905e-08j]
 [ 3.10000003e-08+1.11274800e-09j]
 [ 2.95500028e-07+6.82738905e-09j]
 [ 2.28000008e-07+5.21281230e-09j]
 [ 6.27051419e-06+4.55635104e-07j]
 [ 7.21000058e-07+2.26649468e-08j]
 [ 9.56000151e-07+2.83413083e-08j]]","[[-9.16350000e-06+5.40272827e-07j]
 [ 6.61500000e-07-2.14465943e-08j]
 [ 3.10000001e-08-1.11274772e-09j]
 [ 2.95500000e-07-6.82735068e-09j]
 [ 2.28000000e-07-5.21280104e-09j]
 [ 6.27050000e-06-4.55616093e-07j]
 [ 7.21000000e-07-2.26648696e-08j]
 [ 9.56000000e-07-2.83411064e-08j]]","[[1.        +0.00000000e+00j]
 [1.00000023+2.89188608e-07j]
 [1.00000001+8.82554359e-09j]
 [1.0000001 +1.27529542e-07j]
 [1.00000004+4.84914010e-08j]
 [1.00000247+2.85226574e-06j]
 [1.00000008+1.04584726e-07j]
 [1.00000016+2.06389293e-07j]]"
17,,"[[1.316+0.07670593j]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.499+0.02154579j]
 [1.181+0.0607829j ]
 [1.513+0.01947196j]
 [1.321+0.02420641j]]",(-1.7763568394002505e-09+0.0018974697368889792j),(-3.046924252830618e-08+0.9360375881459495j),"[[-8.8817842e-16+4.74367212e-10j]
 [ 0.0000000e+00+4.08859613e-11j]
 [ 0.0000000e+00+6.27107255e-11j]
 [ 0.0000000e+00+4.17137436e-11j]
 [ 0.0000000e+00+8.46758219e-11j]
 [ 0.0000000e+00+3.80842025e-11j]
 [ 0.0000000e+00+1.23326238e-10j]
 [ 0.0000000e+00+8.29709634e-11j]]","[[-8.8817842e-16-4.74367212e-10j]
 [ 0.0000000e+00-4.08859613e-11j]
 [ 0.0000000e+00-6.27107255e-11j]
 [ 0.0000000e+00-4.17137436e-11j]
 [ 0.0000000e+00-8.46758219e-11j]
 [ 0.0000000e+00-3.80842025e-11j]
 [ 0.0000000e+00-1.23326238e-10j]
 [ 0.0000000e+00-8.29709634e-11j]]","[[1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]]"
18,,"[[0.929+2.07751957e-02j]
 [0.   +0.00000000e+00j]
 [0.024+5.94261045e-05j]
 [0.898+8.74317360e-02j]
 [0.785+2.33614610e-02j]
 [1.81 +1.71223830e-01j]
 [0.624+3.27977884e-02j]]",(-1.7763568394002505e-09+0.0018974697368889792j),(-3.5036624051286995e-08+0.5653129512445331j),"[[-8.8817842e-16+4.74367212e-10j]
 [ 0.0000000e+00+4.08859613e-11j]
 [ 0.0000000e+00+6.27107255e-11j]
 [ 0.0000000e+00+4.17137436e-11j]
 [ 0.0000000e+00+8.46758219e-11j]
 [ 0.0000000e+00+3.80842025e-11j]
 [ 0.0000000e+00+1.23326238e-10j]
 [ 0.0000000e+00+8.29709634e-11j]]","[[-8.8817842e-16-4.74367212e-10j]
 [ 0.0000000e+00-4.08859613e-11j]
 [ 0.0000000e+00-6.27107255e-11j]
 [ 0.0000000e+00-4.17137436e-11j]
 [ 0.0000000e+00-8.46758219e-11j]
 [ 0.0000000e+00-3.80842025e-11j]
 [ 0.0000000e+00-1.23326238e-10j]
 [ 0.0000000e+00-8.29709634e-11j]]","[[1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]]"
19,,"[[1.158+0.10055976j]
 [0.   +0.j        ]
 [1.562+0.13370932j]
 [0.198+0.01282089j]
 [0.413+0.03847271j]
 [2.898+0.21582934j]
 [1.5  +0.07586132j]]",(1.3106520704297964e-06+0.001899235340466321j),(1.6957589215031655e-05+0.3290124428471461j),"[[-3.86450000e-06-2.87677937e-07j]
 [ 5.79000113e-07+5.02800322e-08j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 7.81000201e-07+6.68549318e-08j]
 [ 9.90000017e-08+6.41044974e-09j]
 [ 2.06500015e-07+1.92363743e-08j]
 [ 1.44900023e-06+1.07914982e-07j]
 [ 7.50000093e-07+3.79307853e-08j]]","[[-3.86450000e-06+2.87677937e-07j]
 [ 5.79000000e-07-5.02798809e-08j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 7.81000000e-07-6.68546620e-08j]
 [ 9.90000001e-08-6.41044761e-09j]
 [ 2.06500000e-07-1.92363536e-08j]
 [ 1.44900000e-06-1.07914668e-07j]
 [ 7.50000000e-07-3.79306608e-08j]]","[[1.        +0.00000000e+00j]
 [1.00000022+2.42588982e-07j]
 [1.        +1.36702020e-11j]
 [1.00000029+3.21039586e-07j]
 [1.00000002+2.03937141e-08j]
 [1.00000008+9.24249102e-08j]
 [1.00000018+2.03258137e-07j]
 [1.00000013+1.59333079e-07j]]"
