,Comment,P_nodes,P_losses,P_losses_percent,s_NR,i_NR,v_NR
40,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 2.781+0.05321052j]
 [ 0.   +0.j        ]
 [16.742+0.12717449j]]",(2.4478550002982047e-05+0.001930272135305805j),(0.00012538313785269707+1.0700845644311197j),"[[-9.76150000e-06-8.92437688e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 1.39050069e-06+2.66061914e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 8.37101155e-06+6.36027134e-08j]]","[[-9.76150000e-06+8.92437688e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 1.39050000e-06-2.66052611e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 8.37100000e-06-6.35872430e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.        +1.36701934e-11j]
 [1.00000051+6.59224287e-07j]
 [1.        +1.36702190e-11j]
 [1.00000139+1.83750616e-06j]]"
41,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [2.898+0.18862707j]
 [0.   +0.j        ]
 [3.901+0.25603379j]]",(2.770122973227984e-06+0.0019011852065298762j),(4.0743094178967264e-05+0.4275584828353178j),"[[-3.39950000e-06-2.21381693e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 1.44900076e-06+9.43145480e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.95050063e-06+1.28017737e-07j]]","[[-3.39950000e-06+2.21381693e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 1.44900000e-06-9.43135339e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.95050000e-06-1.28016894e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.        +1.36701934e-11j]
 [1.00000057+6.63056019e-07j]
 [1.        +1.36702190e-11j]
 [1.00000035+4.09511047e-07j]]"
42,,"[[0.   +0.00000000e+00j]
 [0.116+7.29787096e-05j]
 [0.   +0.00000000e+00j]
 [0.   +0.00000000e+00j]
 [2.982+7.44135560e-02j]
 [0.   +0.00000000e+00j]
 [2.206+9.82115958e-02j]]",(1.9991729445223427e-06+0.0019001499001239375j),(3.7691797596575085e-05+1.100272420375008j),"[[-2.65200000e-06-8.54003304e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 5.80000008e-08+3.64904465e-11j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 1.49100080e-06+3.72078480e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.10300020e-06+4.91060668e-08j]]","[[-2.65200000e-06+8.54003304e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 5.80000001e-08-3.64894632e-11j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 1.49100000e-06-3.72067781e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.10300000e-06-4.91057977e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.00000001+1.69462798e-08j]
 [1.        +1.36701502e-11j]
 [1.        +1.36701934e-11j]
 [1.00000055+7.03754327e-07j]
 [1.        +1.36702190e-11j]
 [1.00000019+2.35419606e-07j]]"
43,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +0.89886054j]
 [ 2.83 +0.22803698j]
 [ 0.   +0.j        ]
 [ 2.084+0.15514118j]]",(3.7975872612339145e-05+0.0019483574102168444j),(0.00014570239645618152+0.15197336939128547j),"[[-1.30320000e-05-6.40070616e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+4.49454506e-07j]
 [ 1.41500072e-06+1.14019459e-07j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.04200018e-06+7.75708301e-08j]]","[[-1.30320000e-05+6.40070616e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-4.49430272e-07j]
 [ 1.41500000e-06-1.14018489e-07j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.04200000e-06-7.75705891e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.0000018 +2.21496366e-06j]
 [1.00000056+6.39630653e-07j]
 [1.        +1.36702190e-11j]
 [1.00000019+2.17263494e-07j]]"
44,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +0.09385472j]
 [ 2.711+0.0967326j ]
 [ 0.   +0.j        ]
 [ 2.534+0.0818062j ]]",(3.795641666881622e-05+0.0019483348001364809j),(0.00014380154070398266+0.7152647351729674j),"[[-1.31975000e-05-1.35248024e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+4.69515499e-08j]
 [ 1.35550066e-06+4.83671860e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.26700027e-06+4.09034557e-08j]]","[[-1.31975000e-05+1.35248024e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-4.69273589e-08j]
 [ 1.35550000e-06-4.83663012e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.26700000e-06-4.09031009e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000172+2.27994434e-06j]
 [1.00000051+6.34579942e-07j]
 [1.        +1.36702190e-11j]
 [1.00000022+2.72975467e-07j]]"
45,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +1.2456686j ]
 [ 2.024+0.19554653j]
 [ 0.   +0.j        ]
 [ 2.597+0.10772196j]]",(3.7529052231644044e-05+0.0019477604939104887j),(0.00014562512991984805+0.12574819880835597j),"[[-1.28855000e-05-7.73519811e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+6.22858573e-07j]
 [ 1.01200037e-06+9.77737649e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.29850028e-06+5.38613530e-08j]]","[[-1.28855000e-05+7.73519811e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-6.22834299e-07j]
 [ 1.01200000e-06-9.77732677e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.29850000e-06-5.38609801e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000184+2.18696905e-06j]
 [1.00000041+4.51639134e-07j]
 [1.        +1.36702190e-11j]
 [1.00000023+2.77794424e-07j]]"
46,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +0.04723394j]
 [ 2.862+0.19959283j]
 [ 3.44 +0.2948914j ]
 [ 4.229+0.33961639j]]",(3.9726930538996896e-05+0.0019507067053383675j),(0.00012539670635079982+0.22133555156263218j),"[[-1.58405000e-05-4.39718542e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+2.36411583e-08j]
 [ 1.43100074e-06+9.97974035e-08j]
 [ 1.72000033e-06+1.47446144e-07j]
 [ 2.11450074e-06+1.69809190e-07j]]","[[-1.58405000e-05+4.39718542e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-2.36169677e-08j]
 [ 1.43100000e-06-9.97964138e-08j]
 [ 1.72000000e-06-1.47445701e-07j]
 [ 2.11450000e-06-1.69808197e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000171+2.28370761e-06j]
 [1.00000056+6.52430850e-07j]
 [1.00000021+2.39125368e-07j]
 [1.00000039+4.38829919e-07j]]"
47,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +0.66174012j]
 [ 1.823+0.17642336j]
 [ 1.811+0.17456689j]
 [ 5.175+0.13723066j]]",(3.913478052108843e-05+0.0019499103338398993j),(0.00013062779305413543+0.16956316812276898j),"[[-1.49795000e-05-5.74031773e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+3.30894272e-07j]
 [ 9.11500301e-07+8.82120815e-08j]
 [ 9.05500092e-07+8.72835672e-08j]
 [ 2.58750110e-06+6.86168076e-08j]]","[[-1.49795000e-05+5.74031773e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-3.30870058e-07j]
 [ 9.11500000e-07-8.82116782e-08j]
 [ 9.05500000e-07-8.72834443e-08j]
 [ 2.58750000e-06-6.86153285e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000178+2.23410420e-06j]
 [1.00000037+4.06735814e-07j]
 [1.00000011+1.24824070e-07j]
 [1.00000044+5.59921163e-07j]]"
48,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +1.80548826j]
 [ 2.331+0.11070632j]
 [ 3.621+0.10524278j]
 [ 6.965+0.5592366j ]]",(4.209748145633796e-05+0.001953881773012367j),(0.00012357261119657725+0.07571207378691143j),"[[-1.70335000e-05-1.28938824e-06j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750182e-05+9.02768498e-07j]
 [ 1.16550049e-06+5.53538155e-08j]
 [ 1.81050036e-06+5.26218761e-08j]
 [ 3.48250201e-06+2.79620994e-07j]]","[[-1.70335000e-05+1.28938824e-06j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-9.02744131e-07j]
 [ 1.16550000e-06-5.53531607e-08j]
 [ 1.81050000e-06-5.26213888e-08j]
 [ 3.48250000e-06-2.79618299e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.0000019 +2.14177998e-06j]
 [1.00000044+5.40691572e-07j]
 [1.00000021+2.63077379e-07j]
 [1.00000064+7.22735233e-07j]]"
49,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +0.98972854j]
 [ 1.804+0.00885453j]
 [ 7.87 +0.30176226j]
 [ 7.277+0.19700406j]]",(4.4572455022873214e-05+0.0019571978844976634j),(0.00011698500045372356+0.13071083484135196j),"[[-1.90505000e-05-7.47725958e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+4.94888513e-07j]
 [ 9.02000292e-07+4.42765677e-09j]
 [ 3.93500172e-06+1.50883432e-07j]
 [ 3.63850218e-06+9.85049548e-08j]]","[[-1.90505000e-05+7.47725958e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-4.94864270e-07j]
 [ 9.02000000e-07-4.42726544e-09j]
 [ 3.93500000e-06-1.50881129e-07j]
 [ 3.63850000e-06-9.85020301e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000181+2.20762873e-06j]
 [1.00000033+4.32241133e-07j]
 [1.00000046+5.67717733e-07j]
 [1.00000062+7.87014189e-07j]]"
50,,"[[ 0.   +0.j        ]
 [ 0.491+0.02835015j]
 [ 0.   +0.j        ]
 [21.15 +1.81037073j]
 [ 2.714+0.04297036j]
 [12.811+1.25025898j]
 [ 6.722+0.50306827j]]",(5.064630056494934e-05+0.0019653325186732573j),(0.00011539897139297609+0.054066644426397005j),"[[-2.19440000e-05-1.81656051e-06j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 2.45500013e-07+1.41750925e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750182e-05+9.05209731e-07j]
 [ 1.35700066e-06+2.14860664e-08j]
 [ 6.40550459e-06+6.25135642e-07j]
 [ 3.36100187e-06+2.51536642e-07j]]","[[-2.1944e-05+1.81656051e-06j]
 [ 0.0000e+00+0.00000000e+00j]
 [ 2.4550e-07-1.41750748e-08j]
 [ 0.0000e+00+0.00000000e+00j]
 [ 1.0575e-05-9.05185364e-07j]
 [ 1.3570e-06-2.14851805e-08j]
 [ 6.4055e-06-6.25129490e-07j]
 [ 3.3610e-06-2.51534134e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.00000006+6.86289879e-08j]
 [1.        +1.36701502e-11j]
 [1.0000019 +2.14138587e-06j]
 [1.0000005 +6.44950321e-07j]
 [1.0000008 +8.82069390e-07j]
 [1.00000061+7.00540214e-07j]]"
51,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +0.51055888j]
 [ 2.251+0.1404329j ]
 [16.511+0.12217039j]
 [ 8.226+0.26595197j]]",(5.773058576252765e-05+0.0019748272269339284j),(0.00011992726279140732+0.19004911551553874j),"[[-2.40690000e-05-5.18608332e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+2.55303643e-07j]
 [ 1.12550046e-06+7.02170616e-08j]
 [ 8.25550756e-06+6.10953189e-08j]
 [ 4.11300279e-06+1.32979722e-07j]]","[[-2.40690000e-05+5.18608332e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-2.55279439e-07j]
 [ 1.12550000e-06-7.02164500e-08j]
 [ 8.25550000e-06-6.10851960e-08j]
 [ 4.11300000e-06-1.32975984e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000176+2.24630767e-06j]
 [1.00000044+5.16118420e-07j]
 [1.00000092+1.21935458e-06j]
 [1.00000071+8.86084166e-07j]]"
52,,"[[ 0.39 +0.00279409j]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +1.40035561j]
 [ 3.615+0.23798207j]
 [12.702+0.66230674j]
 [13.013+0.49533341j]]",(6.158272871203962e-05+0.0019799894887708724j),(0.00012105903029691298+0.07074493903343647j),"[[-2.54350000e-05-1.39843722e-06j]
 [ 1.95000013e-07+1.39706085e-09j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+7.00202100e-07j]
 [ 1.80750118e-06+1.18992613e-07j]
 [ 6.35100448e-06+3.31159379e-07j]
 [ 6.50650699e-06+2.47676065e-07j]]","[[-2.54350000e-05+1.39843722e-06j]
 [ 1.95000000e-07-1.39704381e-09j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-7.00177803e-07j]
 [ 1.80750000e-06-1.18991035e-07j]
 [ 6.35100000e-06-3.31153372e-07j]
 [ 6.50650000e-06-2.47666706e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000007+8.69046861e-08j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000186+2.17448260e-06j]
 [1.00000071+8.26618518e-07j]
 [1.00000075+9.06561091e-07j]
 [1.00000113+1.39557316e-06j]]"
53,,"[[ 1.84 +0.00686839j]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 3.109+0.10968583j]
 [ 5.581+0.07147953j]
 [13.67 +0.2117251j ]
 [17.375+0.56763029j]]",(4.21887077131089e-05+0.0019540036978488162j),(0.00010147614603273337+0.20198734984324893j),"[[-2.07875000e-05-4.82745838e-07j]
 [ 9.20000283e-07+3.43457235e-09j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.55450039e-06+5.48434396e-08j]
 [ 2.79050280e-06+3.57435131e-08j]
 [ 6.83500518e-06+1.05869489e-07j]
 [ 8.68751245e-06+2.83831826e-07j]]","[[-2.07875000e-05+4.82745838e-07j]
 [ 9.20000000e-07-3.43419315e-09j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.55450000e-06-5.48429162e-08j]
 [ 2.79050000e-06-3.57397674e-08j]
 [ 6.83500000e-06-1.05862548e-07j]
 [ 8.68750000e-06-2.83815147e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000031+4.11016567e-07j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000026+3.27417823e-07j]
 [1.00000102+1.32927504e-06j]
 [1.00000077+1.00341765e-06j]
 [1.00000149+1.87109156e-06j]]"
54,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 3.881+0.04085285j]
 [ 3.223+0.18812955j]
 [ 2.678+0.25415591j]
 [21.538+0.98002268j]]",(4.177759376489121e-05+0.001953456971266476j),(0.0001333895075507382+0.1335093668854083j),"[[-1.56600000e-05-7.30631756e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.94050061e-06+2.04272370e-08j]
 [ 1.61150094e-06+9.40660270e-08j]
 [ 1.33900020e-06+1.27078226e-07j]
 [ 1.07690191e-05+4.90036995e-07j]]","[[-1.56600000e-05+7.30631756e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.94050000e-06-2.04264224e-08j]
 [ 1.61150000e-06-9.40647737e-08j]
 [ 1.33900000e-06-1.27077957e-07j]
 [ 1.07690000e-05-4.90011340e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000032+4.16470773e-07j]
 [1.00000062+7.41299637e-07j]
 [1.00000017+1.84796695e-07j]
 [1.00000188+2.29662751e-06j]]"
55,,"[[40.444+2.10171251j]
 [16.899+0.27820056j]
 [ 0.236+0.01552848j]
 [14.188+0.21931482j]
 [15.108+1.00429787j]
 [ 7.109+0.62913149j]
 [19.551+0.84465369j]]",(0.0003971018175121799+0.002429544295340591j),(0.0003497615867460958+0.04770510303098644j),"[[-5.67675000e-05-2.54547098e-06j]
 [ 2.02221371e-05+1.05103995e-06j]
 [ 8.44951557e-06+1.39121136e-07j]
 [ 1.18000004e-07+7.76424628e-09j]
 [ 7.09400813e-06+1.09668298e-07j]
 [ 7.55402057e-06+5.02176503e-07j]
 [ 3.55450141e-06+3.14567638e-07j]
 [ 9.77551577e-06+4.22347980e-07j]]","[[-5.67675e-05+2.54547098e-06j]
 [ 2.02220e-05-1.05085626e-06j]
 [ 8.44950e-06-1.39100278e-07j]
 [ 1.18000e-07-7.76424014e-09j]
 [ 7.09400e-06-1.09657410e-07j]
 [ 7.55400e-06-5.02148937e-07j]
 [ 3.55450e-06-3.14565746e-07j]
 [ 9.77550e-06-4.22326845e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000723+8.70792026e-06j]
 [1.00000188+2.43761030e-06j]
 [1.00000004+4.92827199e-08j]
 [1.00000117+1.51683263e-06j]
 [1.00000295+3.45286175e-06j]
 [1.00000044+4.93061855e-07j]
 [1.0000017 +2.08845565e-06j]]"
56,,"[[52.164+1.27988186j]
 [27.664+0.100823j  ]
 [13.93 +0.51433692j]
 [27.344+2.58714437j]
 [23.019+0.77195844j]
 [17.735+0.56260674j]
 [22.542+0.75561747j]]",(0.0007858805014961945+0.002950465934636881j),(0.00042618710696222+0.04489197159122314j),"[[-9.21990000e-05-3.28523566e-06j]
 [ 2.60822276e-05+6.40245867e-07j]
 [ 1.38320417e-05+5.04673840e-08j]
 [ 6.96501592e-06+2.57189791e-07j]
 [ 1.36720304e-05+1.29361298e-06j]
 [ 1.15095476e-05+3.86043000e-07j]
 [ 8.86750872e-06+2.81315063e-07j]
 [ 1.12710210e-05+3.77836809e-07j]]","[[-9.21990e-05+3.28523566e-06j]
 [ 2.60820e-05-6.39940928e-07j]
 [ 1.38320e-05-5.04115013e-08j]
 [ 6.96500e-06-2.57168460e-07j]
 [ 1.36720e-05-1.29357219e-06j]
 [ 1.15095e-05-3.85979218e-07j]
 [ 8.86750e-06-2.81303372e-07j]
 [ 1.12710e-05-3.77808734e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000901+1.14705334e-05j]
 [1.00000303+4.02905695e-06j]
 [1.0000024 +2.97404962e-06j]
 [1.00000249+2.74860451e-06j]
 [1.00000432+5.39695729e-06j]
 [1.00000102+1.28583890e-06j]
 [1.00000194+2.42593471e-06j]]"
57,,"[[59.874+2.39751497j]
 [38.862+1.38650131j]
 [ 1.872+0.00531616j]
 [32.97 +1.88245279j]
 [28.297+2.69469032j]
 [20.677+0.72352407j]
 [22.396+1.88271686j]]",(0.0010640366390362033+0.0033231648828566662j),(0.0005191739558503636+0.030285708096661656j),"[[-1.02474000e-04-5.48540950e-06j]
 [ 2.99373001e-05+1.19915963e-06j]
 [ 1.94310824e-05+6.93361075e-07j]
 [ 9.36000287e-07+2.65846313e-09j]
 [ 1.64850440e-05+9.41285370e-07j]
 [ 1.41485725e-05+1.34744231e-06j]
 [ 1.03385119e-05+3.61777930e-07j]
 [ 1.11980208e-05+9.41386306e-07j]]","[[-1.02474e-04+5.48540950e-06j]
 [ 2.99370e-05-1.19875748e-06j]
 [ 1.94310e-05-6.93250657e-07j]
 [ 9.36000e-07-2.65807842e-09j]
 [ 1.64850e-05-9.41226394e-07j]
 [ 1.41485e-05-1.34734516e-06j]
 [ 1.03385e-05-3.61762035e-07j]
 [ 1.11980e-05-9.41358428e-07j]]","[[1.        +0.00000000e+00j]
 [1.00001055+1.30106957e-05j]
 [1.00000444+5.52427412e-06j]
 [1.00000031+4.10137762e-07j]
 [1.00000286+3.41397535e-06j]
 [1.00000573+6.32110208e-06j]
 [1.0000012 +1.49539421e-06j]
 [1.00000205+2.31696915e-06j]]"
58,,"[[31.641+0.1101074j ]
 [40.018+2.36284479j]
 [16.732+0.26668841j]
 [37.036+1.36395529j]
 [30.917+1.31462484j]
 [19.009+1.3176322j ]
 [11.121+0.80977289j]]",(0.0007015105377803366+0.002837418005351644j),(0.00037619750623697486+0.03760348144629499j),"[[-9.32370000e-05-3.77186417e-06j]
 [ 1.58205837e-05+5.51658270e-08j]
 [ 2.00090876e-05+1.18153974e-06j]
 [ 8.36602294e-06+1.33374944e-07j]
 [ 1.85180554e-05+6.82051925e-07j]
 [ 1.54585859e-05+6.57427560e-07j]
 [ 9.50451006e-06+6.58829582e-07j]
 [ 5.56050512e-06+4.04893305e-07j]]","[[-9.32370e-05+3.77186417e-06j]
 [ 1.58205e-05-5.50536987e-08j]
 [ 2.00090e-05-1.18142239e-06j]
 [ 8.36600e-06-1.33344204e-07j]
 [ 1.85180e-05-6.81977647e-07j]
 [ 1.54585e-05-6.57312422e-07j]
 [ 9.50450e-06-6.58816101e-07j]
 [ 5.56050e-06-4.04886443e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000531+7.06903776e-06j]
 [1.00000471+5.58667990e-06j]
 [1.0000028 +3.62980396e-06j]
 [1.00000314+3.89559256e-06j]
 [1.00000586+7.19883283e-06j]
 [1.00000115+1.33860076e-06j]
 [1.00000101+1.16083220e-06j]]"
59,,"[[30.835+0.42483505j]
 [47.345+3.7805747j ]
 [18.47 +0.11387534j]
 [34.274+1.17785817j]
 [34.286+3.03049006j]
 [22.925+1.95619697j]
 [10.432+0.54250057j]]",(0.0008066418681380583+0.002978286427737231j),(0.000406231583363831+0.027010675342140418j),"[[-9.92835000e-05-5.51221668e-06j]
 [ 1.54175795e-05+2.12524030e-07j]
 [ 2.36726229e-05+1.89045207e-06j]
 [ 9.23502795e-06+5.69751180e-08j]
 [ 1.71370475e-05+5.88992687e-07j]
 [ 1.71431063e-05+1.51538748e-06j]
 [ 1.14625147e-05+9.78118140e-07j]
 [ 5.21600449e-06+2.71256309e-07j]]","[[-9.92835e-05+5.51221668e-06j]
 [ 1.54175e-05-2.12417522e-07j]
 [ 2.36725e-05-1.89028735e-06j]
 [ 9.23500e-06-5.69376679e-08j]
 [ 1.71370e-05-5.88929086e-07j]
 [ 1.71430e-05-1.51524503e-06j]
 [ 1.14625e-05-9.78098484e-07j]
 [ 5.21600e-06-2.71250286e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000525+6.83588298e-06j]
 [1.00000571+6.50218593e-06j]
 [1.00000305+4.03641906e-06j]
 [1.00000289+3.61188663e-06j]
 [1.00000688+7.70103843e-06j]
 [1.00000142+1.59401296e-06j]
 [1.00000092+1.10679874e-06j]]"
