,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP,starttime_gmt,endtime_gmt,starttime_local,endtime_local
33,2017-01-01T18:00:00-00:00,2017-01-01T19:00:00-00:00,2017-01-01,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,9.7823,5,2017-01-01 18:00:00,2017-01-01 19:00:00,2017-01-01 10:00:00-08:00,2017-01-01 11:00:00-08:00
47,2017-01-01T19:00:00-00:00,2017-01-01T20:00:00-00:00,2017-01-01,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,5.54341,5,2017-01-01 19:00:00,2017-01-01 20:00:00,2017-01-01 11:00:00-08:00,2017-01-01 12:00:00-08:00
41,2017-01-01T20:00:00-00:00,2017-01-01T21:00:00-00:00,2017-01-01,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,4.0057,5,2017-01-01 20:00:00,2017-01-01 21:00:00,2017-01-01 12:00:00-08:00,2017-01-01 13:00:00-08:00
38,2017-01-01T21:00:00-00:00,2017-01-01T22:00:00-00:00,2017-01-01,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,3.7083199999999996,5,2017-01-01 21:00:00,2017-01-01 22:00:00,2017-01-01 13:00:00-08:00,2017-01-01 14:00:00-08:00
53,2017-01-01T22:00:00-00:00,2017-01-01T23:00:00-00:00,2017-01-01,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,8.72583,5,2017-01-01 22:00:00,2017-01-01 23:00:00,2017-01-01 14:00:00-08:00,2017-01-01 15:00:00-08:00
34,2017-01-01T23:00:00-00:00,2017-01-02T00:00:00-00:00,2017-01-01,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,26.71388,5,2017-01-01 23:00:00,2017-01-02 00:00:00,2017-01-01 15:00:00-08:00,2017-01-01 16:00:00-08:00
52,2017-01-02T00:00:00-00:00,2017-01-02T01:00:00-00:00,2017-01-01,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.44684,5,2017-01-02 00:00:00,2017-01-02 01:00:00,2017-01-01 16:00:00-08:00,2017-01-01 17:00:00-08:00
37,2017-01-02T01:00:00-00:00,2017-01-02T02:00:00-00:00,2017-01-01,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,49.68736,5,2017-01-02 01:00:00,2017-01-02 02:00:00,2017-01-01 17:00:00-08:00,2017-01-01 18:00:00-08:00
36,2017-01-02T02:00:00-00:00,2017-01-02T03:00:00-00:00,2017-01-01,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,49.96928,5,2017-01-02 02:00:00,2017-01-02 03:00:00,2017-01-01 18:00:00-08:00,2017-01-01 19:00:00-08:00
44,2017-01-02T03:00:00-00:00,2017-01-02T04:00:00-00:00,2017-01-01,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,44.6841,5,2017-01-02 03:00:00,2017-01-02 04:00:00,2017-01-01 19:00:00-08:00,2017-01-01 20:00:00-08:00
39,2017-01-02T04:00:00-00:00,2017-01-02T05:00:00-00:00,2017-01-01,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,40.40152,5,2017-01-02 04:00:00,2017-01-02 05:00:00,2017-01-01 20:00:00-08:00,2017-01-01 21:00:00-08:00
35,2017-01-02T05:00:00-00:00,2017-01-02T06:00:00-00:00,2017-01-01,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,41.4253,5,2017-01-02 05:00:00,2017-01-02 06:00:00,2017-01-01 21:00:00-08:00,2017-01-01 22:00:00-08:00
43,2017-01-02T06:00:00-00:00,2017-01-02T07:00:00-00:00,2017-01-01,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,36.171479999999995,5,2017-01-02 06:00:00,2017-01-02 07:00:00,2017-01-01 22:00:00-08:00,2017-01-01 23:00:00-08:00
48,2017-01-02T07:00:00-00:00,2017-01-02T08:00:00-00:00,2017-01-01,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,33.791740000000004,5,2017-01-02 07:00:00,2017-01-02 08:00:00,2017-01-01 23:00:00-08:00,2017-01-02 00:00:00-08:00
138,2017-01-02T08:00:00-00:00,2017-01-02T09:00:00-00:00,2017-01-02,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,30.93651,9,2017-01-02 08:00:00,2017-01-02 09:00:00,2017-01-02 00:00:00-08:00,2017-01-02 01:00:00-08:00
129,2017-01-02T09:00:00-00:00,2017-01-02T10:00:00-00:00,2017-01-02,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,30.264259999999997,9,2017-01-02 09:00:00,2017-01-02 10:00:00,2017-01-02 01:00:00-08:00,2017-01-02 02:00:00-08:00
149,2017-01-02T10:00:00-00:00,2017-01-02T11:00:00-00:00,2017-01-02,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,28.806490000000004,9,2017-01-02 10:00:00,2017-01-02 11:00:00,2017-01-02 02:00:00-08:00,2017-01-02 03:00:00-08:00
145,2017-01-02T11:00:00-00:00,2017-01-02T12:00:00-00:00,2017-01-02,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,28.140690000000003,9,2017-01-02 11:00:00,2017-01-02 12:00:00,2017-01-02 03:00:00-08:00,2017-01-02 04:00:00-08:00
150,2017-01-02T12:00:00-00:00,2017-01-02T13:00:00-00:00,2017-01-02,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,29.39312,9,2017-01-02 12:00:00,2017-01-02 13:00:00,2017-01-02 04:00:00-08:00,2017-01-02 05:00:00-08:00
151,2017-01-02T13:00:00-00:00,2017-01-02T14:00:00-00:00,2017-01-02,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.76992,9,2017-01-02 13:00:00,2017-01-02 14:00:00,2017-01-02 05:00:00-08:00,2017-01-02 06:00:00-08:00
146,2017-01-02T14:00:00-00:00,2017-01-02T15:00:00-00:00,2017-01-02,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,33.85376,9,2017-01-02 14:00:00,2017-01-02 15:00:00,2017-01-02 06:00:00-08:00,2017-01-02 07:00:00-08:00
143,2017-01-02T15:00:00-00:00,2017-01-02T16:00:00-00:00,2017-01-02,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.1877,9,2017-01-02 15:00:00,2017-01-02 16:00:00,2017-01-02 07:00:00-08:00,2017-01-02 08:00:00-08:00
136,2017-01-02T16:00:00-00:00,2017-01-02T17:00:00-00:00,2017-01-02,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.19052,9,2017-01-02 16:00:00,2017-01-02 17:00:00,2017-01-02 08:00:00-08:00,2017-01-02 09:00:00-08:00
148,2017-01-02T17:00:00-00:00,2017-01-02T18:00:00-00:00,2017-01-02,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.43555,9,2017-01-02 17:00:00,2017-01-02 18:00:00,2017-01-02 09:00:00-08:00,2017-01-02 10:00:00-08:00
141,2017-01-02T18:00:00-00:00,2017-01-02T19:00:00-00:00,2017-01-02,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,29.72477,9,2017-01-02 18:00:00,2017-01-02 19:00:00,2017-01-02 10:00:00-08:00,2017-01-02 11:00:00-08:00
142,2017-01-02T19:00:00-00:00,2017-01-02T20:00:00-00:00,2017-01-02,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,29.38158,9,2017-01-02 19:00:00,2017-01-02 20:00:00,2017-01-02 11:00:00-08:00,2017-01-02 12:00:00-08:00
134,2017-01-02T20:00:00-00:00,2017-01-02T21:00:00-00:00,2017-01-02,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,26.400570000000002,9,2017-01-02 20:00:00,2017-01-02 21:00:00,2017-01-02 12:00:00-08:00,2017-01-02 13:00:00-08:00
130,2017-01-02T21:00:00-00:00,2017-01-02T22:00:00-00:00,2017-01-02,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,27.14319,9,2017-01-02 21:00:00,2017-01-02 22:00:00,2017-01-02 13:00:00-08:00,2017-01-02 14:00:00-08:00
140,2017-01-02T22:00:00-00:00,2017-01-02T23:00:00-00:00,2017-01-02,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,30.137620000000002,9,2017-01-02 22:00:00,2017-01-02 23:00:00,2017-01-02 14:00:00-08:00,2017-01-02 15:00:00-08:00
139,2017-01-02T23:00:00-00:00,2017-01-03T00:00:00-00:00,2017-01-02,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.45878,9,2017-01-02 23:00:00,2017-01-03 00:00:00,2017-01-02 15:00:00-08:00,2017-01-02 16:00:00-08:00
133,2017-01-03T00:00:00-00:00,2017-01-03T01:00:00-00:00,2017-01-02,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,40.64904,9,2017-01-03 00:00:00,2017-01-03 01:00:00,2017-01-02 16:00:00-08:00,2017-01-02 17:00:00-08:00
132,2017-01-03T01:00:00-00:00,2017-01-03T02:00:00-00:00,2017-01-02,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,53.03385,9,2017-01-03 01:00:00,2017-01-03 02:00:00,2017-01-02 17:00:00-08:00,2017-01-02 18:00:00-08:00
135,2017-01-03T02:00:00-00:00,2017-01-03T03:00:00-00:00,2017-01-02,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,55.26621,9,2017-01-03 02:00:00,2017-01-03 03:00:00,2017-01-02 18:00:00-08:00,2017-01-02 19:00:00-08:00
128,2017-01-03T03:00:00-00:00,2017-01-03T04:00:00-00:00,2017-01-02,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,51.99779,9,2017-01-03 03:00:00,2017-01-03 04:00:00,2017-01-02 19:00:00-08:00,2017-01-02 20:00:00-08:00
144,2017-01-03T04:00:00-00:00,2017-01-03T05:00:00-00:00,2017-01-02,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,46.67368,9,2017-01-03 04:00:00,2017-01-03 05:00:00,2017-01-02 20:00:00-08:00,2017-01-02 21:00:00-08:00
137,2017-01-03T05:00:00-00:00,2017-01-03T06:00:00-00:00,2017-01-02,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,43.52411,9,2017-01-03 05:00:00,2017-01-03 06:00:00,2017-01-02 21:00:00-08:00,2017-01-02 22:00:00-08:00
131,2017-01-03T06:00:00-00:00,2017-01-03T07:00:00-00:00,2017-01-02,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,36.99665,9,2017-01-03 06:00:00,2017-01-03 07:00:00,2017-01-02 22:00:00-08:00,2017-01-02 23:00:00-08:00
147,2017-01-03T07:00:00-00:00,2017-01-03T08:00:00-00:00,2017-01-02,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.27097,9,2017-01-03 07:00:00,2017-01-03 08:00:00,2017-01-02 23:00:00-08:00,2017-01-03 00:00:00-08:00
235,2017-01-03T08:00:00-00:00,2017-01-03T09:00:00-00:00,2017-01-03,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.04844,13,2017-01-03 08:00:00,2017-01-03 09:00:00,2017-01-03 00:00:00-08:00,2017-01-03 01:00:00-08:00
230,2017-01-03T09:00:00-00:00,2017-01-03T10:00:00-00:00,2017-01-03,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,30.37775,13,2017-01-03 09:00:00,2017-01-03 10:00:00,2017-01-03 01:00:00-08:00,2017-01-03 02:00:00-08:00
231,2017-01-03T10:00:00-00:00,2017-01-03T11:00:00-00:00,2017-01-03,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,30.15847,13,2017-01-03 10:00:00,2017-01-03 11:00:00,2017-01-03 02:00:00-08:00,2017-01-03 03:00:00-08:00
236,2017-01-03T11:00:00-00:00,2017-01-03T12:00:00-00:00,2017-01-03,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,29.50742,13,2017-01-03 11:00:00,2017-01-03 12:00:00,2017-01-03 03:00:00-08:00,2017-01-03 04:00:00-08:00
232,2017-01-03T12:00:00-00:00,2017-01-03T13:00:00-00:00,2017-01-03,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,30.39333,13,2017-01-03 12:00:00,2017-01-03 13:00:00,2017-01-03 04:00:00-08:00,2017-01-03 05:00:00-08:00
228,2017-01-03T13:00:00-00:00,2017-01-03T14:00:00-00:00,2017-01-03,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.38192,13,2017-01-03 13:00:00,2017-01-03 14:00:00,2017-01-03 05:00:00-08:00,2017-01-03 06:00:00-08:00
239,2017-01-03T14:00:00-00:00,2017-01-03T15:00:00-00:00,2017-01-03,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,47.323159999999994,13,2017-01-03 14:00:00,2017-01-03 15:00:00,2017-01-03 06:00:00-08:00,2017-01-03 07:00:00-08:00
247,2017-01-03T15:00:00-00:00,2017-01-03T16:00:00-00:00,2017-01-03,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,53.878930000000004,13,2017-01-03 15:00:00,2017-01-03 16:00:00,2017-01-03 07:00:00-08:00,2017-01-03 08:00:00-08:00
240,2017-01-03T16:00:00-00:00,2017-01-03T17:00:00-00:00,2017-01-03,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,45.4756,13,2017-01-03 16:00:00,2017-01-03 17:00:00,2017-01-03 08:00:00-08:00,2017-01-03 09:00:00-08:00
241,2017-01-03T17:00:00-00:00,2017-01-03T18:00:00-00:00,2017-01-03,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,38.8441,13,2017-01-03 17:00:00,2017-01-03 18:00:00,2017-01-03 09:00:00-08:00,2017-01-03 10:00:00-08:00
225,2017-01-03T18:00:00-00:00,2017-01-03T19:00:00-00:00,2017-01-03,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.67355,13,2017-01-03 18:00:00,2017-01-03 19:00:00,2017-01-03 10:00:00-08:00,2017-01-03 11:00:00-08:00
242,2017-01-03T19:00:00-00:00,2017-01-03T20:00:00-00:00,2017-01-03,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.86006,13,2017-01-03 19:00:00,2017-01-03 20:00:00,2017-01-03 11:00:00-08:00,2017-01-03 12:00:00-08:00
245,2017-01-03T20:00:00-00:00,2017-01-03T21:00:00-00:00,2017-01-03,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,30.17414,13,2017-01-03 20:00:00,2017-01-03 21:00:00,2017-01-03 12:00:00-08:00,2017-01-03 13:00:00-08:00
233,2017-01-03T21:00:00-00:00,2017-01-03T22:00:00-00:00,2017-01-03,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.66276,13,2017-01-03 21:00:00,2017-01-03 22:00:00,2017-01-03 13:00:00-08:00,2017-01-03 14:00:00-08:00
226,2017-01-03T22:00:00-00:00,2017-01-03T23:00:00-00:00,2017-01-03,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,36.68643,13,2017-01-03 22:00:00,2017-01-03 23:00:00,2017-01-03 14:00:00-08:00,2017-01-03 15:00:00-08:00
246,2017-01-03T23:00:00-00:00,2017-01-04T00:00:00-00:00,2017-01-03,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,40.06283,13,2017-01-03 23:00:00,2017-01-04 00:00:00,2017-01-03 15:00:00-08:00,2017-01-03 16:00:00-08:00
227,2017-01-04T00:00:00-00:00,2017-01-04T01:00:00-00:00,2017-01-03,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,51.68805,13,2017-01-04 00:00:00,2017-01-04 01:00:00,2017-01-03 16:00:00-08:00,2017-01-03 17:00:00-08:00
