,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP,starttime_gmt,endtime_gmt,starttime_local,endtime_local
47,2018-01-01T22:00:00-00:00,2018-01-01T23:00:00-00:00,2018-01-01,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,26.52985,5,2018-01-01 22:00:00,2018-01-01 23:00:00,2018-01-01 14:00:00-08:00,2018-01-01 15:00:00-08:00
40,2018-01-01T23:00:00-00:00,2018-01-02T00:00:00-00:00,2018-01-01,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.17035,5,2018-01-01 23:00:00,2018-01-02 00:00:00,2018-01-01 15:00:00-08:00,2018-01-01 16:00:00-08:00
38,2018-01-02T00:00:00-00:00,2018-01-02T01:00:00-00:00,2018-01-01,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,38.7229,5,2018-01-02 00:00:00,2018-01-02 01:00:00,2018-01-01 16:00:00-08:00,2018-01-01 17:00:00-08:00
52,2018-01-02T01:00:00-00:00,2018-01-02T02:00:00-00:00,2018-01-01,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,51.13589,5,2018-01-02 01:00:00,2018-01-02 02:00:00,2018-01-01 17:00:00-08:00,2018-01-01 18:00:00-08:00
41,2018-01-02T02:00:00-00:00,2018-01-02T03:00:00-00:00,2018-01-01,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,49.804190000000006,5,2018-01-02 02:00:00,2018-01-02 03:00:00,2018-01-01 18:00:00-08:00,2018-01-01 19:00:00-08:00
46,2018-01-02T03:00:00-00:00,2018-01-02T04:00:00-00:00,2018-01-01,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,51.853390000000005,5,2018-01-02 03:00:00,2018-01-02 04:00:00,2018-01-01 19:00:00-08:00,2018-01-01 20:00:00-08:00
53,2018-01-02T04:00:00-00:00,2018-01-02T05:00:00-00:00,2018-01-01,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,43.21857,5,2018-01-02 04:00:00,2018-01-02 05:00:00,2018-01-01 20:00:00-08:00,2018-01-01 21:00:00-08:00
48,2018-01-02T05:00:00-00:00,2018-01-02T06:00:00-00:00,2018-01-01,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,40.46001,5,2018-01-02 05:00:00,2018-01-02 06:00:00,2018-01-01 21:00:00-08:00,2018-01-01 22:00:00-08:00
34,2018-01-02T06:00:00-00:00,2018-01-02T07:00:00-00:00,2018-01-01,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,38.0328,5,2018-01-02 06:00:00,2018-01-02 07:00:00,2018-01-01 22:00:00-08:00,2018-01-01 23:00:00-08:00
39,2018-01-02T07:00:00-00:00,2018-01-02T08:00:00-00:00,2018-01-01,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.27247,5,2018-01-02 07:00:00,2018-01-02 08:00:00,2018-01-01 23:00:00-08:00,2018-01-02 00:00:00-08:00
149,2018-01-02T08:00:00-00:00,2018-01-02T09:00:00-00:00,2018-01-02,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,36.00934,9,2018-01-02 08:00:00,2018-01-02 09:00:00,2018-01-02 00:00:00-08:00,2018-01-02 01:00:00-08:00
150,2018-01-02T09:00:00-00:00,2018-01-02T10:00:00-00:00,2018-01-02,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.10965,9,2018-01-02 09:00:00,2018-01-02 10:00:00,2018-01-02 01:00:00-08:00,2018-01-02 02:00:00-08:00
151,2018-01-02T10:00:00-00:00,2018-01-02T11:00:00-00:00,2018-01-02,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.37355,9,2018-01-02 10:00:00,2018-01-02 11:00:00,2018-01-02 02:00:00-08:00,2018-01-02 03:00:00-08:00
144,2018-01-02T11:00:00-00:00,2018-01-02T12:00:00-00:00,2018-01-02,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,33.36973,9,2018-01-02 11:00:00,2018-01-02 12:00:00,2018-01-02 03:00:00-08:00,2018-01-02 04:00:00-08:00
133,2018-01-02T12:00:00-00:00,2018-01-02T13:00:00-00:00,2018-01-02,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.96474,9,2018-01-02 12:00:00,2018-01-02 13:00:00,2018-01-02 04:00:00-08:00,2018-01-02 05:00:00-08:00
141,2018-01-02T13:00:00-00:00,2018-01-02T14:00:00-00:00,2018-01-02,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,36.80381,9,2018-01-02 13:00:00,2018-01-02 14:00:00,2018-01-02 05:00:00-08:00,2018-01-02 06:00:00-08:00
136,2018-01-02T14:00:00-00:00,2018-01-02T15:00:00-00:00,2018-01-02,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,44.06735,9,2018-01-02 14:00:00,2018-01-02 15:00:00,2018-01-02 06:00:00-08:00,2018-01-02 07:00:00-08:00
137,2018-01-02T15:00:00-00:00,2018-01-02T16:00:00-00:00,2018-01-02,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,49.991890000000005,9,2018-01-02 15:00:00,2018-01-02 16:00:00,2018-01-02 07:00:00-08:00,2018-01-02 08:00:00-08:00
128,2018-01-02T16:00:00-00:00,2018-01-02T17:00:00-00:00,2018-01-02,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,38.18036,9,2018-01-02 16:00:00,2018-01-02 17:00:00,2018-01-02 08:00:00-08:00,2018-01-02 09:00:00-08:00
129,2018-01-02T17:00:00-00:00,2018-01-02T18:00:00-00:00,2018-01-02,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.69668,9,2018-01-02 17:00:00,2018-01-02 18:00:00,2018-01-02 09:00:00-08:00,2018-01-02 10:00:00-08:00
134,2018-01-02T18:00:00-00:00,2018-01-02T19:00:00-00:00,2018-01-02,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.700340000000004,9,2018-01-02 18:00:00,2018-01-02 19:00:00,2018-01-02 10:00:00-08:00,2018-01-02 11:00:00-08:00
142,2018-01-02T19:00:00-00:00,2018-01-02T20:00:00-00:00,2018-01-02,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,31.93337,9,2018-01-02 19:00:00,2018-01-02 20:00:00,2018-01-02 11:00:00-08:00,2018-01-02 12:00:00-08:00
145,2018-01-02T20:00:00-00:00,2018-01-02T21:00:00-00:00,2018-01-02,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.083079999999995,9,2018-01-02 20:00:00,2018-01-02 21:00:00,2018-01-02 12:00:00-08:00,2018-01-02 13:00:00-08:00
130,2018-01-02T21:00:00-00:00,2018-01-02T22:00:00-00:00,2018-01-02,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,33.74264,9,2018-01-02 21:00:00,2018-01-02 22:00:00,2018-01-02 13:00:00-08:00,2018-01-02 14:00:00-08:00
138,2018-01-02T22:00:00-00:00,2018-01-02T23:00:00-00:00,2018-01-02,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.393609999999995,9,2018-01-02 22:00:00,2018-01-02 23:00:00,2018-01-02 14:00:00-08:00,2018-01-02 15:00:00-08:00
146,2018-01-02T23:00:00-00:00,2018-01-03T00:00:00-00:00,2018-01-02,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,38.91836,9,2018-01-02 23:00:00,2018-01-03 00:00:00,2018-01-02 15:00:00-08:00,2018-01-02 16:00:00-08:00
147,2018-01-03T00:00:00-00:00,2018-01-03T01:00:00-00:00,2018-01-02,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,43.41516,9,2018-01-03 00:00:00,2018-01-03 01:00:00,2018-01-02 16:00:00-08:00,2018-01-02 17:00:00-08:00
131,2018-01-03T01:00:00-00:00,2018-01-03T02:00:00-00:00,2018-01-02,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,61.44943000000001,9,2018-01-03 01:00:00,2018-01-03 02:00:00,2018-01-02 17:00:00-08:00,2018-01-02 18:00:00-08:00
139,2018-01-03T02:00:00-00:00,2018-01-03T03:00:00-00:00,2018-01-02,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,58.914269999999995,9,2018-01-03 02:00:00,2018-01-03 03:00:00,2018-01-02 18:00:00-08:00,2018-01-02 19:00:00-08:00
140,2018-01-03T03:00:00-00:00,2018-01-03T04:00:00-00:00,2018-01-02,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,49.55784,9,2018-01-03 03:00:00,2018-01-03 04:00:00,2018-01-02 19:00:00-08:00,2018-01-02 20:00:00-08:00
143,2018-01-03T04:00:00-00:00,2018-01-03T05:00:00-00:00,2018-01-02,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,43.7725,9,2018-01-03 04:00:00,2018-01-03 05:00:00,2018-01-02 20:00:00-08:00,2018-01-02 21:00:00-08:00
135,2018-01-03T05:00:00-00:00,2018-01-03T06:00:00-00:00,2018-01-02,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,42.08619,9,2018-01-03 05:00:00,2018-01-03 06:00:00,2018-01-02 21:00:00-08:00,2018-01-02 22:00:00-08:00
148,2018-01-03T06:00:00-00:00,2018-01-03T07:00:00-00:00,2018-01-02,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,39.17283,9,2018-01-03 06:00:00,2018-01-03 07:00:00,2018-01-02 22:00:00-08:00,2018-01-02 23:00:00-08:00
132,2018-01-03T07:00:00-00:00,2018-01-03T08:00:00-00:00,2018-01-02,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,36.24946,9,2018-01-03 07:00:00,2018-01-03 08:00:00,2018-01-02 23:00:00-08:00,2018-01-03 00:00:00-08:00
230,2018-01-03T08:00:00-00:00,2018-01-03T09:00:00-00:00,2018-01-03,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.07176,13,2018-01-03 08:00:00,2018-01-03 09:00:00,2018-01-03 00:00:00-08:00,2018-01-03 01:00:00-08:00
243,2018-01-03T09:00:00-00:00,2018-01-03T10:00:00-00:00,2018-01-03,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.31627,13,2018-01-03 09:00:00,2018-01-03 10:00:00,2018-01-03 01:00:00-08:00,2018-01-03 02:00:00-08:00
229,2018-01-03T10:00:00-00:00,2018-01-03T11:00:00-00:00,2018-01-03,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,33.71356,13,2018-01-03 10:00:00,2018-01-03 11:00:00,2018-01-03 02:00:00-08:00,2018-01-03 03:00:00-08:00
225,2018-01-03T11:00:00-00:00,2018-01-03T12:00:00-00:00,2018-01-03,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,33.48941,13,2018-01-03 11:00:00,2018-01-03 12:00:00,2018-01-03 03:00:00-08:00,2018-01-03 04:00:00-08:00
233,2018-01-03T12:00:00-00:00,2018-01-03T13:00:00-00:00,2018-01-03,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.04827,13,2018-01-03 12:00:00,2018-01-03 13:00:00,2018-01-03 04:00:00-08:00,2018-01-03 05:00:00-08:00
241,2018-01-03T13:00:00-00:00,2018-01-03T14:00:00-00:00,2018-01-03,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,40.542840000000005,13,2018-01-03 13:00:00,2018-01-03 14:00:00,2018-01-03 05:00:00-08:00,2018-01-03 06:00:00-08:00
228,2018-01-03T14:00:00-00:00,2018-01-03T15:00:00-00:00,2018-01-03,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,47.592659999999995,13,2018-01-03 14:00:00,2018-01-03 15:00:00,2018-01-03 06:00:00-08:00,2018-01-03 07:00:00-08:00
239,2018-01-03T15:00:00-00:00,2018-01-03T16:00:00-00:00,2018-01-03,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,47.898,13,2018-01-03 15:00:00,2018-01-03 16:00:00,2018-01-03 07:00:00-08:00,2018-01-03 08:00:00-08:00
246,2018-01-03T16:00:00-00:00,2018-01-03T17:00:00-00:00,2018-01-03,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,38.58957,13,2018-01-03 16:00:00,2018-01-03 17:00:00,2018-01-03 08:00:00-08:00,2018-01-03 09:00:00-08:00
242,2018-01-03T17:00:00-00:00,2018-01-03T18:00:00-00:00,2018-01-03,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.90722,13,2018-01-03 17:00:00,2018-01-03 18:00:00,2018-01-03 09:00:00-08:00,2018-01-03 10:00:00-08:00
240,2018-01-03T18:00:00-00:00,2018-01-03T19:00:00-00:00,2018-01-03,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,31.86115,13,2018-01-03 18:00:00,2018-01-03 19:00:00,2018-01-03 10:00:00-08:00,2018-01-03 11:00:00-08:00
238,2018-01-03T19:00:00-00:00,2018-01-03T20:00:00-00:00,2018-01-03,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,31.2314,13,2018-01-03 19:00:00,2018-01-03 20:00:00,2018-01-03 11:00:00-08:00,2018-01-03 12:00:00-08:00
237,2018-01-03T20:00:00-00:00,2018-01-03T21:00:00-00:00,2018-01-03,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,31.182129999999997,13,2018-01-03 20:00:00,2018-01-03 21:00:00,2018-01-03 12:00:00-08:00,2018-01-03 13:00:00-08:00
226,2018-01-03T21:00:00-00:00,2018-01-03T22:00:00-00:00,2018-01-03,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.56348,13,2018-01-03 21:00:00,2018-01-03 22:00:00,2018-01-03 13:00:00-08:00,2018-01-03 14:00:00-08:00
236,2018-01-03T22:00:00-00:00,2018-01-03T23:00:00-00:00,2018-01-03,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.59287,13,2018-01-03 22:00:00,2018-01-03 23:00:00,2018-01-03 14:00:00-08:00,2018-01-03 15:00:00-08:00
224,2018-01-03T23:00:00-00:00,2018-01-04T00:00:00-00:00,2018-01-03,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,38.713440000000006,13,2018-01-03 23:00:00,2018-01-04 00:00:00,2018-01-03 15:00:00-08:00,2018-01-03 16:00:00-08:00
245,2018-01-04T00:00:00-00:00,2018-01-04T01:00:00-00:00,2018-01-03,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,49.425670000000004,13,2018-01-04 00:00:00,2018-01-04 01:00:00,2018-01-03 16:00:00-08:00,2018-01-03 17:00:00-08:00
