,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP,starttime_gmt,endtime_gmt,starttime_local,endtime_local
2046,2018-07-15T11:00:00-00:00,2018-07-15T12:00:00-00:00,2018-07-15,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.67644,89,2018-07-15 11:00:00,2018-07-15 12:00:00,2018-07-15 04:00:00-07:00,2018-07-15 05:00:00-07:00
2064,2018-07-15T12:00:00-00:00,2018-07-15T13:00:00-00:00,2018-07-15,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.33567,89,2018-07-15 12:00:00,2018-07-15 13:00:00,2018-07-15 05:00:00-07:00,2018-07-15 06:00:00-07:00
2065,2018-07-15T13:00:00-00:00,2018-07-15T14:00:00-00:00,2018-07-15,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,31.220190000000002,89,2018-07-15 13:00:00,2018-07-15 14:00:00,2018-07-15 06:00:00-07:00,2018-07-15 07:00:00-07:00
2054,2018-07-15T14:00:00-00:00,2018-07-15T15:00:00-00:00,2018-07-15,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,26.88999,89,2018-07-15 14:00:00,2018-07-15 15:00:00,2018-07-15 07:00:00-07:00,2018-07-15 08:00:00-07:00
2049,2018-07-15T15:00:00-00:00,2018-07-15T16:00:00-00:00,2018-07-15,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,23.76251,89,2018-07-15 15:00:00,2018-07-15 16:00:00,2018-07-15 08:00:00-07:00,2018-07-15 09:00:00-07:00
2057,2018-07-15T16:00:00-00:00,2018-07-15T17:00:00-00:00,2018-07-15,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,26.96278,89,2018-07-15 16:00:00,2018-07-15 17:00:00,2018-07-15 09:00:00-07:00,2018-07-15 10:00:00-07:00
2058,2018-07-15T17:00:00-00:00,2018-07-15T18:00:00-00:00,2018-07-15,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,30.17316,89,2018-07-15 17:00:00,2018-07-15 18:00:00,2018-07-15 10:00:00-07:00,2018-07-15 11:00:00-07:00
2066,2018-07-15T18:00:00-00:00,2018-07-15T19:00:00-00:00,2018-07-15,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.121829999999996,89,2018-07-15 18:00:00,2018-07-15 19:00:00,2018-07-15 11:00:00-07:00,2018-07-15 12:00:00-07:00
2045,2018-07-15T19:00:00-00:00,2018-07-15T20:00:00-00:00,2018-07-15,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.4408,89,2018-07-15 19:00:00,2018-07-15 20:00:00,2018-07-15 12:00:00-07:00,2018-07-15 13:00:00-07:00
2050,2018-07-15T20:00:00-00:00,2018-07-15T21:00:00-00:00,2018-07-15,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.91659,89,2018-07-15 20:00:00,2018-07-15 21:00:00,2018-07-15 13:00:00-07:00,2018-07-15 14:00:00-07:00
2061,2018-07-15T21:00:00-00:00,2018-07-15T22:00:00-00:00,2018-07-15,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,39.02991,89,2018-07-15 21:00:00,2018-07-15 22:00:00,2018-07-15 14:00:00-07:00,2018-07-15 15:00:00-07:00
2055,2018-07-15T22:00:00-00:00,2018-07-15T23:00:00-00:00,2018-07-15,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.685759999999995,89,2018-07-15 22:00:00,2018-07-15 23:00:00,2018-07-15 15:00:00-07:00,2018-07-15 16:00:00-07:00
2059,2018-07-15T23:00:00-00:00,2018-07-16T00:00:00-00:00,2018-07-15,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,47.8426,89,2018-07-15 23:00:00,2018-07-16 00:00:00,2018-07-15 16:00:00-07:00,2018-07-15 17:00:00-07:00
2051,2018-07-16T00:00:00-00:00,2018-07-16T01:00:00-00:00,2018-07-15,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,51.68002,89,2018-07-16 00:00:00,2018-07-16 01:00:00,2018-07-15 17:00:00-07:00,2018-07-15 18:00:00-07:00
2067,2018-07-16T01:00:00-00:00,2018-07-16T02:00:00-00:00,2018-07-15,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,60.726369999999996,89,2018-07-16 01:00:00,2018-07-16 02:00:00,2018-07-15 18:00:00-07:00,2018-07-15 19:00:00-07:00
2062,2018-07-16T02:00:00-00:00,2018-07-16T03:00:00-00:00,2018-07-15,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,78.18052,89,2018-07-16 02:00:00,2018-07-16 03:00:00,2018-07-15 19:00:00-07:00,2018-07-15 20:00:00-07:00
2063,2018-07-16T03:00:00-00:00,2018-07-16T04:00:00-00:00,2018-07-15,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,61.57038000000001,89,2018-07-16 03:00:00,2018-07-16 04:00:00,2018-07-15 20:00:00-07:00,2018-07-15 21:00:00-07:00
2056,2018-07-16T04:00:00-00:00,2018-07-16T05:00:00-00:00,2018-07-15,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,54.26869,89,2018-07-16 04:00:00,2018-07-16 05:00:00,2018-07-15 21:00:00-07:00,2018-07-15 22:00:00-07:00
2060,2018-07-16T05:00:00-00:00,2018-07-16T06:00:00-00:00,2018-07-15,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,42.83003,89,2018-07-16 05:00:00,2018-07-16 06:00:00,2018-07-15 22:00:00-07:00,2018-07-15 23:00:00-07:00
2047,2018-07-16T06:00:00-00:00,2018-07-16T07:00:00-00:00,2018-07-15,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,37.65968,89,2018-07-16 06:00:00,2018-07-16 07:00:00,2018-07-15 23:00:00-07:00,2018-07-16 00:00:00-07:00
2151,2018-07-16T07:00:00-00:00,2018-07-16T08:00:00-00:00,2018-07-16,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,42.884609999999995,93,2018-07-16 07:00:00,2018-07-16 08:00:00,2018-07-16 00:00:00-07:00,2018-07-16 01:00:00-07:00
2152,2018-07-16T08:00:00-00:00,2018-07-16T09:00:00-00:00,2018-07-16,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.46116,93,2018-07-16 08:00:00,2018-07-16 09:00:00,2018-07-16 01:00:00-07:00,2018-07-16 02:00:00-07:00
2156,2018-07-16T09:00:00-00:00,2018-07-16T10:00:00-00:00,2018-07-16,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.36124,93,2018-07-16 09:00:00,2018-07-16 10:00:00,2018-07-16 02:00:00-07:00,2018-07-16 03:00:00-07:00
2148,2018-07-16T10:00:00-00:00,2018-07-16T11:00:00-00:00,2018-07-16,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.46454,93,2018-07-16 10:00:00,2018-07-16 11:00:00,2018-07-16 03:00:00-07:00,2018-07-16 04:00:00-07:00
2149,2018-07-16T11:00:00-00:00,2018-07-16T12:00:00-00:00,2018-07-16,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.5665,93,2018-07-16 11:00:00,2018-07-16 12:00:00,2018-07-16 04:00:00-07:00,2018-07-16 05:00:00-07:00
2162,2018-07-16T12:00:00-00:00,2018-07-16T13:00:00-00:00,2018-07-16,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,40.64674,93,2018-07-16 12:00:00,2018-07-16 13:00:00,2018-07-16 05:00:00-07:00,2018-07-16 06:00:00-07:00
2142,2018-07-16T13:00:00-00:00,2018-07-16T14:00:00-00:00,2018-07-16,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,50.27988,93,2018-07-16 13:00:00,2018-07-16 14:00:00,2018-07-16 06:00:00-07:00,2018-07-16 07:00:00-07:00
2141,2018-07-16T14:00:00-00:00,2018-07-16T15:00:00-00:00,2018-07-16,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,43.93032,93,2018-07-16 14:00:00,2018-07-16 15:00:00,2018-07-16 07:00:00-07:00,2018-07-16 08:00:00-07:00
2150,2018-07-16T15:00:00-00:00,2018-07-16T16:00:00-00:00,2018-07-16,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,38.11565,93,2018-07-16 15:00:00,2018-07-16 16:00:00,2018-07-16 08:00:00-07:00,2018-07-16 09:00:00-07:00
2140,2018-07-16T16:00:00-00:00,2018-07-16T17:00:00-00:00,2018-07-16,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,43.22095,93,2018-07-16 16:00:00,2018-07-16 17:00:00,2018-07-16 09:00:00-07:00,2018-07-16 10:00:00-07:00
2154,2018-07-16T17:00:00-00:00,2018-07-16T18:00:00-00:00,2018-07-16,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,41.95686,93,2018-07-16 17:00:00,2018-07-16 18:00:00,2018-07-16 10:00:00-07:00,2018-07-16 11:00:00-07:00
2158,2018-07-16T18:00:00-00:00,2018-07-16T19:00:00-00:00,2018-07-16,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,42.90616,93,2018-07-16 18:00:00,2018-07-16 19:00:00,2018-07-16 11:00:00-07:00,2018-07-16 12:00:00-07:00
2163,2018-07-16T19:00:00-00:00,2018-07-16T20:00:00-00:00,2018-07-16,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,46.63935,93,2018-07-16 19:00:00,2018-07-16 20:00:00,2018-07-16 12:00:00-07:00,2018-07-16 13:00:00-07:00
2146,2018-07-16T20:00:00-00:00,2018-07-16T21:00:00-00:00,2018-07-16,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,56.86675,93,2018-07-16 20:00:00,2018-07-16 21:00:00,2018-07-16 13:00:00-07:00,2018-07-16 14:00:00-07:00
2144,2018-07-16T21:00:00-00:00,2018-07-16T22:00:00-00:00,2018-07-16,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,55.34652,93,2018-07-16 21:00:00,2018-07-16 22:00:00,2018-07-16 14:00:00-07:00,2018-07-16 15:00:00-07:00
2160,2018-07-16T22:00:00-00:00,2018-07-16T23:00:00-00:00,2018-07-16,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,65.73210999999999,93,2018-07-16 22:00:00,2018-07-16 23:00:00,2018-07-16 15:00:00-07:00,2018-07-16 16:00:00-07:00
2143,2018-07-16T23:00:00-00:00,2018-07-17T00:00:00-00:00,2018-07-16,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,67.17345999999999,93,2018-07-16 23:00:00,2018-07-17 00:00:00,2018-07-16 16:00:00-07:00,2018-07-16 17:00:00-07:00
2161,2018-07-17T00:00:00-00:00,2018-07-17T01:00:00-00:00,2018-07-16,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,77.43419,93,2018-07-17 00:00:00,2018-07-17 01:00:00,2018-07-16 17:00:00-07:00,2018-07-16 18:00:00-07:00
2145,2018-07-17T01:00:00-00:00,2018-07-17T02:00:00-00:00,2018-07-16,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,89.47554000000001,93,2018-07-17 01:00:00,2018-07-17 02:00:00,2018-07-16 18:00:00-07:00,2018-07-16 19:00:00-07:00
2147,2018-07-17T02:00:00-00:00,2018-07-17T03:00:00-00:00,2018-07-16,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,103.81306,93,2018-07-17 02:00:00,2018-07-17 03:00:00,2018-07-16 19:00:00-07:00,2018-07-16 20:00:00-07:00
2157,2018-07-17T03:00:00-00:00,2018-07-17T04:00:00-00:00,2018-07-16,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,74.66011999999999,93,2018-07-17 03:00:00,2018-07-17 04:00:00,2018-07-16 20:00:00-07:00,2018-07-16 21:00:00-07:00
2153,2018-07-17T04:00:00-00:00,2018-07-17T05:00:00-00:00,2018-07-16,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,66.0705,93,2018-07-17 04:00:00,2018-07-17 05:00:00,2018-07-16 21:00:00-07:00,2018-07-16 22:00:00-07:00
2155,2018-07-17T05:00:00-00:00,2018-07-17T06:00:00-00:00,2018-07-16,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,44.205940000000005,93,2018-07-17 05:00:00,2018-07-17 06:00:00,2018-07-16 22:00:00-07:00,2018-07-16 23:00:00-07:00
2159,2018-07-17T06:00:00-00:00,2018-07-17T07:00:00-00:00,2018-07-16,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,42.9642,93,2018-07-17 06:00:00,2018-07-17 07:00:00,2018-07-16 23:00:00-07:00,2018-07-17 00:00:00-07:00
2246,2018-07-17T07:00:00-00:00,2018-07-17T08:00:00-00:00,2018-07-17,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,39.04492,97,2018-07-17 07:00:00,2018-07-17 08:00:00,2018-07-17 00:00:00-07:00,2018-07-17 01:00:00-07:00
2241,2018-07-17T08:00:00-00:00,2018-07-17T09:00:00-00:00,2018-07-17,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.82496,97,2018-07-17 08:00:00,2018-07-17 09:00:00,2018-07-17 01:00:00-07:00,2018-07-17 02:00:00-07:00
2239,2018-07-17T09:00:00-00:00,2018-07-17T10:00:00-00:00,2018-07-17,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.779790000000006,97,2018-07-17 09:00:00,2018-07-17 10:00:00,2018-07-17 02:00:00-07:00,2018-07-17 03:00:00-07:00
2249,2018-07-17T10:00:00-00:00,2018-07-17T11:00:00-00:00,2018-07-17,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.68305,97,2018-07-17 10:00:00,2018-07-17 11:00:00,2018-07-17 03:00:00-07:00,2018-07-17 04:00:00-07:00
2242,2018-07-17T11:00:00-00:00,2018-07-17T12:00:00-00:00,2018-07-17,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.674440000000004,97,2018-07-17 11:00:00,2018-07-17 12:00:00,2018-07-17 04:00:00-07:00,2018-07-17 05:00:00-07:00
2236,2018-07-17T12:00:00-00:00,2018-07-17T13:00:00-00:00,2018-07-17,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,38.86355,97,2018-07-17 12:00:00,2018-07-17 13:00:00,2018-07-17 05:00:00-07:00,2018-07-17 06:00:00-07:00
2243,2018-07-17T13:00:00-00:00,2018-07-17T14:00:00-00:00,2018-07-17,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,47.08526,97,2018-07-17 13:00:00,2018-07-17 14:00:00,2018-07-17 06:00:00-07:00,2018-07-17 07:00:00-07:00
2240,2018-07-17T14:00:00-00:00,2018-07-17T15:00:00-00:00,2018-07-17,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,40.643229999999996,97,2018-07-17 14:00:00,2018-07-17 15:00:00,2018-07-17 07:00:00-07:00,2018-07-17 08:00:00-07:00
2250,2018-07-17T15:00:00-00:00,2018-07-17T16:00:00-00:00,2018-07-17,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,40.969559999999994,97,2018-07-17 15:00:00,2018-07-17 16:00:00,2018-07-17 08:00:00-07:00,2018-07-17 09:00:00-07:00
2244,2018-07-17T16:00:00-00:00,2018-07-17T17:00:00-00:00,2018-07-17,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,40.80247,97,2018-07-17 16:00:00,2018-07-17 17:00:00,2018-07-17 09:00:00-07:00,2018-07-17 10:00:00-07:00
2245,2018-07-17T17:00:00-00:00,2018-07-17T18:00:00-00:00,2018-07-17,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,53.52325,97,2018-07-17 17:00:00,2018-07-17 18:00:00,2018-07-17 10:00:00-07:00,2018-07-17 11:00:00-07:00
2251,2018-07-17T18:00:00-00:00,2018-07-17T19:00:00-00:00,2018-07-17,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,52.9553,97,2018-07-17 18:00:00,2018-07-17 19:00:00,2018-07-17 11:00:00-07:00,2018-07-17 12:00:00-07:00
2237,2018-07-17T19:00:00-00:00,2018-07-17T20:00:00-00:00,2018-07-17,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,61.767790000000005,97,2018-07-17 19:00:00,2018-07-17 20:00:00,2018-07-17 12:00:00-07:00,2018-07-17 13:00:00-07:00
2256,2018-07-17T20:00:00-00:00,2018-07-17T21:00:00-00:00,2018-07-17,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,69.19436999999999,97,2018-07-17 20:00:00,2018-07-17 21:00:00,2018-07-17 13:00:00-07:00,2018-07-17 14:00:00-07:00
2254,2018-07-17T21:00:00-00:00,2018-07-17T22:00:00-00:00,2018-07-17,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,84.70564,97,2018-07-17 21:00:00,2018-07-17 22:00:00,2018-07-17 14:00:00-07:00,2018-07-17 15:00:00-07:00
2257,2018-07-17T22:00:00-00:00,2018-07-17T23:00:00-00:00,2018-07-17,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,89.76521,97,2018-07-17 22:00:00,2018-07-17 23:00:00,2018-07-17 15:00:00-07:00,2018-07-17 16:00:00-07:00
2247,2018-07-17T23:00:00-00:00,2018-07-18T00:00:00-00:00,2018-07-17,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,94.0172,97,2018-07-17 23:00:00,2018-07-18 00:00:00,2018-07-17 16:00:00-07:00,2018-07-17 17:00:00-07:00
2248,2018-07-18T00:00:00-00:00,2018-07-18T01:00:00-00:00,2018-07-17,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,105.45575,97,2018-07-18 00:00:00,2018-07-18 01:00:00,2018-07-17 17:00:00-07:00,2018-07-17 18:00:00-07:00
2255,2018-07-18T01:00:00-00:00,2018-07-18T02:00:00-00:00,2018-07-17,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,144.32934,97,2018-07-18 01:00:00,2018-07-18 02:00:00,2018-07-17 18:00:00-07:00,2018-07-17 19:00:00-07:00
2238,2018-07-18T02:00:00-00:00,2018-07-18T03:00:00-00:00,2018-07-17,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,160.95152,97,2018-07-18 02:00:00,2018-07-18 03:00:00,2018-07-17 19:00:00-07:00,2018-07-17 20:00:00-07:00
2258,2018-07-18T03:00:00-00:00,2018-07-18T04:00:00-00:00,2018-07-17,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,109.97344,97,2018-07-18 03:00:00,2018-07-18 04:00:00,2018-07-17 20:00:00-07:00,2018-07-17 21:00:00-07:00
2252,2018-07-18T04:00:00-00:00,2018-07-18T05:00:00-00:00,2018-07-17,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,93.82894,97,2018-07-18 04:00:00,2018-07-18 05:00:00,2018-07-17 21:00:00-07:00,2018-07-17 22:00:00-07:00
2259,2018-07-18T05:00:00-00:00,2018-07-18T06:00:00-00:00,2018-07-17,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,60.20446999999999,97,2018-07-18 05:00:00,2018-07-18 06:00:00,2018-07-17 22:00:00-07:00,2018-07-17 23:00:00-07:00
2253,2018-07-18T06:00:00-00:00,2018-07-18T07:00:00-00:00,2018-07-17,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,59.77875,97,2018-07-18 06:00:00,2018-07-18 07:00:00,2018-07-17 23:00:00-07:00,2018-07-18 00:00:00-07:00
2344,2018-07-18T07:00:00-00:00,2018-07-18T08:00:00-00:00,2018-07-18,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,45.02562,101,2018-07-18 07:00:00,2018-07-18 08:00:00,2018-07-18 00:00:00-07:00,2018-07-18 01:00:00-07:00
2335,2018-07-18T08:00:00-00:00,2018-07-18T09:00:00-00:00,2018-07-18,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.25112,101,2018-07-18 08:00:00,2018-07-18 09:00:00,2018-07-18 01:00:00-07:00,2018-07-18 02:00:00-07:00
2333,2018-07-18T09:00:00-00:00,2018-07-18T10:00:00-00:00,2018-07-18,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,33.7147,101,2018-07-18 09:00:00,2018-07-18 10:00:00,2018-07-18 02:00:00-07:00,2018-07-18 03:00:00-07:00
2348,2018-07-18T10:00:00-00:00,2018-07-18T11:00:00-00:00,2018-07-18,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,31.848670000000002,101,2018-07-18 10:00:00,2018-07-18 11:00:00,2018-07-18 03:00:00-07:00,2018-07-18 04:00:00-07:00
2351,2018-07-18T11:00:00-00:00,2018-07-18T12:00:00-00:00,2018-07-18,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,33.408970000000004,101,2018-07-18 11:00:00,2018-07-18 12:00:00,2018-07-18 04:00:00-07:00,2018-07-18 05:00:00-07:00
2352,2018-07-18T12:00:00-00:00,2018-07-18T13:00:00-00:00,2018-07-18,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,36.856759999999994,101,2018-07-18 12:00:00,2018-07-18 13:00:00,2018-07-18 05:00:00-07:00,2018-07-18 06:00:00-07:00
